r_cntr,object_id,ngood,flags,smss_j,raj2000,dej2000,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_psf,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_psf,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_psf,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_psf,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
200.94,2618877595,11,3,100103.35-544627.6,150.26398,-54.774337,162,36,58079.4425,0,0.595,,,,,,,,,,,,,19.2972,0.2323,18.9964,0.1108,19.4958,0.0742,,,,,,,17.9509,0.0918,17.7831,0.0363,17.934,0.0277,17.5172,0.0889,17.3132,0.1044,17.5237,0.032,1.36,430155370
200.96,430163881,2,1,100018.24-544801.0,150.075911,-54.800275,51,170,57743.6942,0,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1544,0.0675,18.3681,0.122,18.1456,0.0658,6.89,430163879
201.02,430155847,6,1,100053.02-545016.6,150.22093,-54.837931,36,131,58106.3615,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,18.5346,0.1213,18.8143,0.1122,18.5122,0.0537,17.9906,0.1323,18.0357,0.1003,17.977,0.0467,7.43,430155841
201.04,430156875,2,0,100045.58-545041.5,150.189875,-54.844827,36,36,57743.6928,0,0.517,,,,,,,,,,,,,,,,,,,,,,,,,19.3894,0.06,19.5738,0.1222,19.5417,0.1074,,,,,,,4.04,430156860
201.05,430155813,7,0,100057.45-544947.1,150.239317,-54.829708,36,36,58048.7631,0,0.819,,,,,,,,,,,,,,,,,,,19.542,0.023,19.8605,0.1525,19.5535,0.0804,18.786,0.0369,19.2735,0.112,18.965,0.0673,18.4593,0.0664,18.8321,0.1032,18.5636,0.0698,7.36,430155818
201.11,430156882,41,0,100040.69-545045.3,150.169503,-54.845895,36,50,58125.5884,15,0.997,16.9518,0.0352,16.9526,0.0533,16.9692,0.0315,16.5751,0.0201,16.5901,0.0303,16.5704,0.025,14.0772,0.0075,14.083,0.0074,14.0777,0.0104,13.2929,0.009,13.3039,0.0085,13.2902,0.0122,12.6861,0.0087,12.6987,0.0084,12.682,0.012,12.3563,0.0119,12.3749,0.0116,12.3529,0.0152,10.92,2618879304
201.24,430164872,20,3,100019.59-544841.5,150.08157,-54.811522,51,51,57973.0021,1,0.982,,,,,,,,,,,,,18.1114,0.1001,18.3284,0.1908,18.1824,0.1307,17.6027,0.0182,17.6397,0.028,17.5999,0.0303,17.075,0.012,17.0848,0.0294,17.0801,0.0168,16.7937,0.015,16.8703,0.0355,16.8158,0.0292,5.65,2618887805
201.24,430157082,40,0,100023.31-544934.2,150.097066,-54.826155,59,48,58266.8728,2,0.998,17.9276,0.0358,17.8295,0.0832,17.9309,0.036,17.6895,0.0296,17.6755,0.0836,17.6969,0.0254,14.7927,0.008,14.8025,0.0078,14.7939,0.0108,13.8488,0.0093,13.8621,0.0086,13.8495,0.0121,13.0853,0.0084,13.0967,0.0075,13.0855,0.0114,12.6347,0.0119,12.6434,0.0106,12.6369,0.0141,13.45,430157083
201.37,430155370,7,3,100103.42-544627.8,150.263999,-54.773958,46,97,58639.2342,0,0.206,,,,,,,,,,,,,18.8002,0.2391,18.9091,0.0629,19.5211,0.0527,17.918,0.1896,18.0489,0.088,18.6819,0.0306,16.8988,0.2667,17.2518,0.0465,17.9716,0.0408,,,,,,,1.36,2618877595
201.43,430163507,52,3,100026.20-544449.1,150.109204,-54.746963,36,107,58265.2801,6,0.986,16.899,0.0273,16.8129,0.0317,16.9475,0.0206,16.1359,0.0192,16.0591,0.0245,16.1716,0.0122,14.9461,0.0516,14.9259,0.0088,15.1278,0.0104,14.7573,0.0549,14.5728,0.0406,14.7825,0.0119,14.5104,0.0571,14.2256,0.0402,14.4729,0.0136,14.3286,0.0445,14.0814,0.0608,14.2803,0.0154,3.09,430163436
201.66,430164877,12,0,100018.41-544811.9,150.07669,-54.803294,36,63,58117.8768,0,0.914,,,,,,,,,,,,,19.4756,0.028,19.6196,0.0823,19.4877,0.0509,18.92,0.0278,18.8362,0.077,18.921,0.0525,18.442,0.0252,18.4396,0.0592,18.3757,0.0357,18.1414,0.0277,18.2663,0.1005,18.1626,0.0696,7.42,430163880
201.84,430155811,8,1,100058.45-544939.2,150.243493,-54.827493,53,83,58260.2915,0,0.735,,,,,,,,,,,,,,,,,,,19.7745,0.0271,20.3157,0.2923,19.7788,0.0964,18.9655,0.0436,19.2676,0.106,18.9939,0.0733,18.6812,0.0296,19.2264,0.1929,18.6839,0.0796,7.61,430155812
201.91,430156878,36,3,100043.45-545045.0,150.181033,-54.845833,36,54,58125.6726,4,0.982,18.2646,0.0315,18.4608,0.082,18.277,0.0464,17.4301,0.0158,17.5215,0.0466,17.4507,0.0188,16.3646,0.0111,16.2344,0.0802,16.4725,0.0797,16.023,0.0124,16.0596,0.0235,16.0256,0.0173,15.7549,0.0102,15.7863,0.0221,15.7637,0.0138,15.5592,0.0151,15.6207,0.024,15.5636,0.0208,6.39,430156877
202.27,430156972,20,3,100035.77-545041.2,150.149025,-54.844767,36,45,57935.9014,0,0.98,,,,,,,,,,,,,17.7555,0.0544,17.7565,0.0893,17.7566,0.0569,17.1004,0.0345,17.0427,0.0643,17.1076,0.0384,16.4444,0.0195,16.2823,0.036,16.435,0.0155,16.1045,0.0286,15.8034,0.1097,16.0964,0.0196,6.6,430156971
202.45,430156823,3,0,100046.91-545040.4,150.195463,-54.844497,63,36,58033.2839,0,0.637,,,,,,,,,,,,,,,,,,,19.6026,0.0413,19.8931,0.1182,19.6405,0.0858,19.1132,0.031,19.2995,0.152,19.1599,0.1062,18.5921,0.0736,18.8543,0.1402,18.7799,0.1435,7.95,430156839
202.6,2618877598,0,531,100102.27-544558.3,150.259497,-54.766206,36,36,59329.4051,124,0.0,14.7233,,,,15.8804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,430155372
202.62,430155733,21,2,100100.69-544913.9,150.253216,-54.8205,126,86,58105.3391,0,0.892,,,,,,,,,,,,,18.5111,0.0379,18.4176,0.1137,18.5149,0.02,17.9135,0.0551,17.6782,0.0507,17.8647,0.0224,17.0887,0.0828,17.055,0.0195,17.2427,0.0176,16.7696,0.0978,16.7992,0.0607,16.8912,0.0255,2.87,2618877987
202.68,430155713,16,0,100101.39-544905.3,150.25578,-54.818104,36,36,58233.5685,0,0.945,,,,,,,,,,,,,19.6562,0.023,20.1422,0.1846,19.6749,0.0431,18.8466,0.0219,19.218,0.1124,18.864,0.0378,18.1034,0.0181,18.1178,0.0444,18.0979,0.025,17.7213,0.0213,17.832,0.0833,17.7406,0.035,10.13,430155733
202.74,430155438,43,3,100103.58-544821.0,150.264881,-54.805822,36,41,58282.4002,0,0.985,18.2767,0.0244,18.3518,0.0989,18.2933,0.0361,17.6154,0.0187,17.6821,0.0653,17.6206,0.0182,16.0384,0.0092,16.0727,0.0083,16.0338,0.0118,15.4407,0.0098,15.4829,0.0113,15.4373,0.0135,14.9913,0.0086,15.045,0.0083,14.9897,0.0122,14.7085,0.0121,14.7695,0.0123,14.7056,0.0157,8.62,430155439
202.86,430163895,42,3,100017.66-544710.4,150.073597,-54.786202,36,39,57995.8307,10,0.988,18.0892,0.04,18.1347,0.1359,18.0992,0.0484,17.6418,0.0247,17.6137,0.0502,17.6469,0.0245,16.6686,0.0159,16.7047,0.0519,16.6685,0.0209,16.2437,0.014,16.2697,0.035,16.2532,0.0175,15.8762,0.0085,15.9207,0.0256,15.8857,0.0118,15.6352,0.0114,15.7022,0.0196,15.6451,0.0145,4.92,430163889
203.05,430157106,16,0,100029.01-545018.4,150.120809,-54.838429,36,54,58130.3929,0,0.978,,,,,,,,,,,,,19.0137,0.0165,19.1787,0.0891,19.0277,0.0314,18.2095,0.0191,18.3407,0.043,18.2259,0.0303,17.5967,0.0147,17.7387,0.0371,17.6148,0.0221,17.3315,0.0258,17.4643,0.0486,17.3909,0.0408,6.08,430157104
203.08,430155368,21,3,100103.81-544633.4,150.265804,-54.775912,36,42,58081.8482,0,0.978,,,,,,,,,,,,,18.8731,0.0179,18.9099,0.0358,18.8869,0.0268,18.1502,0.0192,18.2538,0.0308,18.1597,0.0238,17.4961,0.0118,17.5888,0.0286,17.4882,0.0192,17.1286,0.0149,17.2622,0.0315,17.1423,0.0255,6.82,2618877595
203.2,430163436,4,3,100026.32-544446.1,150.109605,-54.746136,36,41,57498.1435,0,0.984,,,,,,,,,,,,,,,,,,,15.7986,0.0635,15.8049,0.0332,15.7972,0.0328,15.3521,0.0301,15.4509,0.029,15.3607,0.0332,15.0753,0.0229,15.128,0.0225,15.0682,0.0288,3.09,430163507
203.3,430164874,3,1,100018.86-544832.1,150.078728,-54.808851,60,36,57876.3384,0,0.807,,,,,,,,,,,,,,,,,,,,,,,,,18.1636,0.2275,18.6593,0.2351,18.419,0.1952,18.1368,0.0892,17.9618,0.3404,18.1021,0.0828,5.53,430164873
203.67,430164869,3,0,100019.87-544852.6,150.08267,-54.814587,68,36,58758.6213,0,0.766,,,,,,,,,,,,,,,,,,,,,,,,,18.8257,0.0406,19.0869,0.1114,18.8664,0.0658,18.3364,0.0316,18.6498,0.198,18.3446,0.1046,8.33,430164868
203.69,430155364,4,3,100102.78-544605.0,150.261512,-54.768074,36,101,58559.6954,0,0.661,,,,,,,,,,,,,,,,,,,,,,,,,18.9183,0.0899,18.6295,0.0729,18.9158,0.0538,18.2601,0.2794,18.3126,0.1244,18.4682,0.115,3.93,430155372
203.7,430163816,28,3,100018.09-544639.8,150.075335,-54.777709,36,48,57855.9779,1,0.981,,,,,,,,,,,,,17.8468,0.0609,17.3619,0.1246,18.003,0.0322,17.3791,0.0224,17.4017,0.0634,17.3842,0.0361,16.8083,0.0153,16.8067,0.038,16.8325,0.0173,16.5219,0.02,16.4634,0.04,16.5384,0.0197,4.9,430163817
203.76,430159509,25,3,100041.32-544400.4,150.17218,-54.733443,52,40,58168.9793,0,0.981,,,,,,,,,,,,,18.9693,0.056,18.9078,0.173,19.0005,0.0687,17.6299,0.0418,17.4429,0.061,17.7188,0.0236,16.3598,0.016,16.3089,0.012,16.3769,0.0145,15.5811,0.0144,15.555,0.0215,15.5902,0.0163,5.06,430159508
203.8,430159525,24,3,100036.70-544403.9,150.152803,-54.734423,36,57,57981.6685,0,0.978,,,,,,,,,,,,,18.4208,0.0221,18.2062,0.0884,18.4518,0.0238,17.7982,0.0168,17.873,0.0397,17.8372,0.0365,17.3233,0.0112,17.3835,0.0236,17.3396,0.0188,17.1167,0.0267,17.2135,0.0338,17.1563,0.0332,5.73,430159526
204.05,430159523,7,3,100038.31-544401.6,150.159537,-54.733754,48,97,57607.827,0,0.769,,,,,,,,,,,,,,,,,,,,,,,,,17.6383,0.0411,17.6413,0.0888,17.6893,0.0713,17.2777,0.0347,17.1267,0.1135,17.2667,0.0394,9.13,430159524
204.1,430159508,8,3,100041.93-544400.3,150.174613,-54.733381,36,40,58269.5127,0,0.961,,,,,,,,,,,,,19.3163,0.0386,19.1444,0.1525,19.3177,0.0539,,,,,,,18.21,0.0173,18.3369,0.0613,18.2031,0.0335,17.8255,0.0524,17.958,0.072,17.8006,0.0728,5.06,430159509
204.1,2618877592,1,3,100103.56-544622.8,150.264863,-54.773002,36,36,58831.6968,0,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4622,0.0957,18.3955,0.1671,18.3905,0.1082,3.17,430155369
204.11,430156881,23,3,100042.58-545047.8,150.177433,-54.84662,36,59,57989.2094,4,0.981,,,,,,,,,,,,,17.6378,0.0466,17.5466,0.0771,17.6483,0.0566,16.6301,0.0173,16.5351,0.0791,16.6398,0.0308,15.6909,0.0114,15.6793,0.0142,15.6883,0.0136,15.1605,0.0162,15.1885,0.0316,15.1624,0.0194,7.98,430156878
204.28,430163422,29,0,100029.77-544424.8,150.123989,-54.740229,36,53,58062.6968,2,0.937,,,,,,,,,,,,,18.3998,0.0485,18.3539,0.0273,18.3944,0.0236,17.5813,0.0414,17.5015,0.0277,17.5535,0.0274,16.7639,0.0363,16.7206,0.0153,16.7538,0.0143,16.4005,0.0331,16.3481,0.0257,16.3644,0.0171,8.21,2618886238
204.32,430155357,12,1,100104.70-544720.9,150.26952,-54.789105,36,36,58365.1851,0,0.856,,,,,,,,,,,,,20.1796,0.0402,20.3706,0.1374,20.2172,0.0882,19.337,0.039,19.412,0.0759,19.3942,0.053,18.6088,0.0277,18.8015,0.049,18.6798,0.0371,18.0949,0.0411,18.3241,0.084,18.1591,0.0634,7.85,430155418
204.37,430163897,23,2,100017.45-544720.6,150.072655,-54.789031,36,60,57806.5696,3,0.979,,,,,,,,,,,,,18.344,0.0304,18.2724,0.0311,18.3505,0.0297,17.7407,0.0345,17.6761,0.0669,17.7412,0.0395,17.3301,0.0207,17.2595,0.0177,17.2889,0.0176,17.1185,0.0237,17.0542,0.0352,17.0623,0.0242,5.61,430163896
204.43,430156969,41,3,100037.56-545046.3,150.156471,-54.846196,36,48,58168.9338,5,0.993,17.533,0.0285,17.6243,0.0453,17.5431,0.0312,17.0979,0.0152,17.155,0.0319,17.1077,0.0181,15.8601,0.0084,15.8534,0.0168,15.8623,0.0121,15.4507,0.0093,15.4392,0.0216,15.4537,0.0137,15.1465,0.0087,15.1522,0.0143,15.1467,0.0122,15.0152,0.012,15.0593,0.0136,15.0133,0.0163,5.86,430156968
204.45,430155841,2,19,100053.89-545016.0,150.224504,-54.83777,92,43,56755.4496,0,0.916,,,,,,,,,,,,,,,,,,,18.0322,0.0494,18.1819,0.2186,17.9829,0.1246,17.2624,0.0361,17.4522,0.1352,17.2726,0.0805,16.8173,,16.726,,16.8134,,4.61,430155840
204.5,2618877993,9,3,100100.08-544925.6,150.25037,-54.823801,268,78,57928.0784,0,0.974,,,,,,,,,,,,,19.2602,0.18,19.0933,0.1163,19.3688,0.0673,,,,,,,18.0677,0.0148,18.1855,0.0403,18.066,0.0303,17.689,0.0228,17.8052,0.0585,17.6596,0.0406,1.66,430155737
204.53,430157084,1,0,100021.63-544920.5,150.090008,-54.822343,36,36,57053.626,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7606,0.1021,17.9998,0.1783,17.7752,0.1356,5.25,430157085
204.57,430152050,6,0,100051.14-544419.2,150.213026,-54.738621,36,57,58032.9596,0,0.821,,,,,,,,,,,,,,,,,,,,,,,,,18.8273,0.0336,19.0217,0.067,18.896,0.0459,18.3974,0.0637,18.6941,0.1383,18.4505,0.1442,8.55,430152051
204.59,430157094,22,3,100031.35-545030.7,150.130576,-54.841852,36,47,58168.7071,0,0.982,,,,,,,,,,,,,18.2572,0.0174,18.2721,0.0253,18.2704,0.0224,17.5219,0.0179,17.5257,0.0233,17.5281,0.0236,16.917,0.0109,16.991,0.0138,16.9364,0.0165,16.5386,0.0142,16.684,0.0228,16.56,0.0209,6.75,430157093
204.63,430152049,56,0,100052.37-544424.4,150.218197,-54.740112,36,36,58147.5633,2,0.999,16.3188,0.0163,16.3308,0.0234,16.3213,0.0173,15.8344,0.0098,15.8314,0.0203,15.8358,0.0113,14.7941,0.0069,14.8122,0.0066,14.79,0.0093,14.2962,0.0081,14.3176,0.0077,14.2932,0.011,13.879,0.0072,13.9164,0.007,13.8754,0.0104,13.5742,0.0109,13.6175,0.0105,13.5725,0.0136,10.73,430152051
204.68,430163819,19,3,100017.77-544648.6,150.074004,-54.78015,73,36,57803.0424,0,0.709,,,,,,,,,,,,,,,,,,,17.8235,0.31,17.7314,0.1556,17.9475,0.1246,17.3805,0.062,16.8356,0.0807,17.3089,0.0187,16.777,0.0777,16.3057,0.0524,16.8574,0.0211,4.09,430163820
204.76,430155710,21,3,100102.45-544852.2,150.260194,-54.814492,36,36,57928.6234,0,0.98,,,,,,,,,,,,,18.2551,0.0126,18.0918,0.0731,18.2593,0.0219,17.7902,0.0177,17.7316,0.0272,17.7928,0.0254,17.3953,0.0108,17.4035,0.0912,17.4079,0.0189,17.0781,0.0152,17.2146,0.0297,17.1019,0.0251,5.91,430155709
204.78,430159526,15,3,100036.03-544404.2,150.150046,-54.73447,36,36,57847.5807,0,0.846,,,,,,,,,,,,,,,,,,,18.7945,0.1602,18.6249,0.0676,18.8559,0.0506,17.8633,0.0503,17.6896,0.0611,17.7941,0.0234,17.1864,0.0294,17.0938,0.0484,17.1508,0.0276,2.09,2618882152
204.92,430155739,42,3,100059.36-544934.6,150.247292,-54.826263,36,36,58094.4967,1,0.982,18.0617,0.0409,18.116,0.108,18.0691,0.0352,17.2339,0.0143,17.2318,0.0527,17.2278,0.0177,16.0117,0.0135,15.9423,0.0226,16.0177,0.0124,15.6319,0.0152,15.5427,0.0377,15.6359,0.0139,15.3354,0.0178,15.1998,0.027,15.3299,0.0118,15.1489,0.0199,15.0583,0.0326,15.1326,0.0152,6.59,430155738
204.97,430157139,19,3,100024.97-544954.5,150.103967,-54.831815,36,77,58109.4606,0,0.942,,,,,,,,,,,,,18.93,0.0207,18.9979,0.0492,18.9134,0.0294,18.2894,0.025,18.2995,0.0406,18.2783,0.0303,17.8348,0.0204,17.809,0.0502,17.7679,0.021,17.4767,0.0255,17.3983,0.0582,17.4216,0.0305,5.97,430157143
205.1,430155372,18,2,100102.76-544601.0,150.26143,-54.766982,36,55,58085.8984,0,0.971,,,,,,,,,,,,,19.3541,0.0312,19.2818,0.09,19.3788,0.0351,18.5071,0.0336,18.4793,0.0483,18.5514,0.0321,17.8725,0.0146,17.8663,0.0589,17.8699,0.0221,17.4924,0.0218,17.4722,0.0675,17.5105,0.0306,3.93,430155364
205.43,2618882152,0,16,100035.77-544403.8,150.149045,-54.734412,400,63,57743.6921,0,0.543,,,,,,,,,,,,,,,,,,,,,,,,,17.8743,,17.8592,,18.0072,,17.9274,,18.0471,,17.8578,,2.09,430159526
205.44,430152013,2,2,100057.75-544458.0,150.240582,-54.749419,36,232,56904.5377,0,0.755,,,,,,,,,,,,,,,,,,,,,,,,,17.6637,0.1579,17.7349,0.1555,17.804,0.0811,,,,,,,4.64,430152024
205.64,430163809,29,3,100018.43-544621.6,150.076738,-54.772672,38,59,58171.4444,0,0.985,,,,,,,,,,,,,17.2649,0.024,17.2649,0.0313,17.29,0.0252,16.555,0.0119,16.5605,0.0233,16.5632,0.0183,16.0442,0.01,16.0336,0.0181,16.0559,0.0136,15.8079,0.0134,15.828,0.0188,15.8183,0.0168,6.77,430163810
205.81,430155737,9,1,100100.05-544925.6,150.251168,-54.823787,255,36,58633.0695,0,0.252,,,,,,,,,,,,,19.1437,0.1411,19.04,0.0723,19.3231,0.0341,18.1471,0.1532,18.2263,0.0348,18.5522,0.0288,17.2902,0.2102,17.4616,0.0383,17.8122,0.0386,16.9651,0.2119,17.1842,0.1044,17.3538,0.0493,1.66,2618877993
205.86,430152019,40,0,100056.72-544449.2,150.236324,-54.746981,36,36,58028.0511,0,1.0,14.092,0.0149,14.0954,0.0148,14.0953,0.0153,13.7065,0.0087,13.7088,0.0087,13.7072,0.0095,11.9039,0.0096,11.9115,0.0086,11.9014,0.0111,11.3805,0.0102,11.3933,0.0102,11.3784,0.0127,11.0346,0.0112,11.0589,0.011,11.0342,0.014,10.8712,0.0149,10.892,0.0145,10.8694,0.0172,12.46,430152013
205.98,2618886349,0,512,100024.58-544455.5,150.102418,-54.748762,36,36,59329.4051,0,0.0,16.7344,,,,18.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,430163515
206.01,430155729,1,3,100101.15-544915.2,150.254747,-54.820868,36,36,57053.626,0,0.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1226,0.098,18.7398,0.4994,18.0289,0.1579,3.44,430155733
206.16,430156971,41,3,100036.27-545046.1,150.151136,-54.846139,37,48,58168.9338,7,0.983,17.6064,0.0255,17.5634,0.0505,17.6402,0.0296,16.7608,0.0139,16.7483,0.0223,16.7654,0.0158,15.5791,0.0117,15.4749,0.0303,15.5997,0.0116,15.2234,0.014,15.0981,0.0559,15.249,0.0148,14.9349,0.0097,14.9316,0.0268,14.9405,0.0142,14.7298,0.0138,14.7513,0.0138,14.7177,0.0159,6.6,430156972
206.17,430163896,6,1,100017.27-544715.2,150.071873,-54.787538,36,36,58287.6952,0,0.782,,,,,,,,,,,,,,,,,,,,,,,,,18.9335,0.0307,18.8625,0.0836,18.9324,0.0485,18.425,0.0728,18.5473,0.0954,18.5661,0.0901,5.61,430163897
206.18,430163428,8,3,100028.19-544430.9,150.117382,-54.741876,36,42,58260.2915,0,0.88,,,,,,,,,,,,,,,,,,,19.3423,0.0413,19.5241,0.098,19.3552,0.0693,18.658,0.0159,18.7799,0.0572,18.6886,0.0404,18.2385,0.0436,18.3514,0.073,18.3075,0.0599,5.11,430163429
206.21,430163511,7,0,100024.06-544459.9,150.100173,-54.749951,36,41,58178.6627,0,0.718,,,,,,,,,,,,,,,,,,,,,,,,,18.9024,0.0233,19.1762,0.0596,18.9902,0.0454,18.2619,0.0273,18.7622,0.1214,18.4193,0.0808,6.33,2618886349
206.22,430156818,4,1,100049.10-545038.1,150.204689,-54.843954,246,97,58287.6951,0,0.569,,,,,,,,,,,,,,,,,,,,,,,,,18.7564,0.2531,18.4224,0.1079,18.8198,0.0905,18.3641,0.0801,18.1224,0.175,18.2876,0.0582,5.76,430156820
206.27,430155705,6,3,100102.95-544847.0,150.262105,-54.813093,177,300,58432.491,0,0.841,,,,,,,,,,,,,,,,,,,,,,,,,18.7829,0.067,18.2848,0.1189,18.4379,0.0971,18.3365,0.1089,18.1029,0.3404,18.1161,0.2744,1.89,2618877953
206.28,430157143,19,3,100024.37-544951.5,150.101501,-54.83096,36,66,58103.0555,0,0.97,,,,,,,,,,,,,19.5363,0.0558,19.2549,0.071,19.5618,0.0919,18.5804,0.0384,18.2371,0.2061,18.5782,0.0358,17.7673,0.0287,17.5966,0.0509,17.7598,0.0232,17.273,0.0357,17.0553,0.0632,17.2747,0.027,5.97,430157139
206.35,430164873,7,3,100018.76-544837.4,150.078108,-54.810345,36,39,58012.818,0,0.958,,,,,,,,,,,,,,,,,,,,,,,,,17.7931,0.1067,16.9311,0.1327,17.8999,0.029,17.5601,0.0507,17.496,0.0501,17.5736,0.0421,4.57,2618887809
206.43,430163820,5,3,100017.56-544646.1,150.073505,-54.77905,82,117,58418.5346,0,0.822,,,,,,,,,,,,,17.6366,0.3661,16.8498,0.03,18.8666,0.0563,16.5741,0.5061,16.0726,0.0245,18.2605,0.0395,17.2142,0.7486,15.5318,0.6253,17.6123,0.0442,15.8613,0.3571,15.1223,0.0552,16.9465,0.0672,2.71,430163818
206.58,430156973,7,0,100034.87-545043.7,150.145183,-54.845446,40,47,58209.9806,0,0.939,,,,,,,,,,,,,,,,,,,,,,,,,18.3602,0.0172,18.3223,0.045,18.3338,0.032,17.9599,0.0251,17.9617,0.0657,17.9498,0.0465,8.33,430156972
206.67,430157081,6,0,100020.48-544909.2,150.085242,-54.819141,36,104,58287.6952,0,0.559,,,,,,,,,,,,,,,,,,,,,,,,,19.0971,0.0725,18.9557,0.0884,19.0554,0.0535,18.5694,0.0829,18.3765,0.1426,18.4586,0.0825,9.88,430164896
206.74,430163796,23,0,100019.62-544552.9,150.081782,-54.764662,36,51,58097.6916,0,0.969,,,,,,,,,,,,,18.2451,0.0234,18.18,0.0415,18.2493,0.0287,17.665,0.0275,17.5398,0.0849,17.6636,0.031,17.1768,0.021,17.0086,0.0196,17.1658,0.0166,16.9496,0.0184,16.7702,0.0705,16.9269,0.0224,5.74,430163801
206.79,2618886238,0,1024,100030.42-544418.9,150.126763,-54.738607,36,36,58612.4648,0,0.92,,,,,,,16.6275,,18.175,,17.8769,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,430163422
206.89,430155836,4,3,100056.20-545004.6,150.234093,-54.834595,36,36,58287.6958,0,0.627,,,,,,,,,,,,,,,,,,,,,,,,,18.8402,0.1464,19.464,0.2567,18.7623,0.0856,18.2122,0.053,18.3705,0.09,18.1671,0.0532,5.89,430155821
206.95,430155351,11,0,100104.60-544649.3,150.269338,-54.780254,159,90,58513.7649,0,0.703,,,,,,,,,,,,,20.3563,0.041,20.3028,0.1417,20.3451,0.0981,19.5203,0.0478,19.6096,0.1019,19.5084,0.0576,18.6141,0.0549,18.5403,0.0584,18.5504,0.0413,18.1074,0.0986,18.1536,0.1093,18.0739,0.0504,8.11,430155384
207.0,2618877953,2,3,100103.06-544845.8,150.262762,-54.812729,63,36,58831.6961,0,0.738,,,,,,,,,,,,,,,,,,,,,,,,,18.9808,0.0424,19.0345,0.1237,19.0205,0.1055,18.5538,0.0348,18.6442,0.197,18.5435,0.1219,1.89,430155705
207.05,430155439,19,3,100103.81-544829.5,150.265792,-54.808157,36,57,58215.9978,0,0.894,,,,,,,,,,,,,18.9436,0.0341,19.0876,0.0698,18.9387,0.0241,18.2984,0.0273,18.5473,0.0617,18.2799,0.0266,17.7596,0.0251,17.8639,0.0324,17.7055,0.0244,17.5038,0.0278,17.5724,0.0904,17.3886,0.0433,8.62,430155438
207.08,430152058,14,0,100047.60-544405.0,150.198282,-54.734698,36,36,58299.4593,0,0.885,,,,,,,,,,,,,20.13,0.0319,20.2938,0.1154,20.1717,0.0847,19.3255,0.025,19.3744,0.0716,19.3408,0.0508,18.5476,0.02,18.5596,0.0421,18.5464,0.0296,18.1204,0.0343,18.1224,0.0535,18.1239,0.044,5.98,430152057
207.16,430163817,7,3,100017.80-544635.6,150.074093,-54.776553,36,36,57405.3536,0,0.864,,,,,,,,,,,,,,,,,,,,,,,,,18.1037,0.0608,18.057,0.0528,18.1291,0.0381,17.8131,0.0417,17.7974,0.0695,17.8017,0.0492,4.9,430163816
207.16,430156877,2,3,100043.96-545049.9,150.183057,-54.847171,36,102,57743.6949,0,0.574,,,,,,,,,,,,,,,,,,,,,,,,,18.2692,0.0599,18.1288,0.0974,18.2383,0.0595,17.8749,0.104,17.883,0.2013,17.8861,0.0792,6.39,430156878
207.23,430163801,7,0,100019.31-544557.8,150.080384,-54.766036,36,36,58209.9806,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,19.1506,0.0167,19.471,0.1042,19.2073,0.0606,18.6566,0.0289,18.9957,0.1172,18.8304,0.0917,3.74,2618886665
207.32,430155419,16,2,100105.01-544741.2,150.270665,-54.794676,38,56,58361.7095,0,0.605,,,,,,,,,,,,,19.6952,0.087,19.7056,0.0791,19.7044,0.044,18.7442,0.0832,18.7243,0.0735,18.7831,0.0321,17.899,0.0952,17.7947,0.0298,17.9813,0.0236,17.528,0.0995,17.4425,0.1195,17.5083,0.0504,10.25,2618877638
207.33,430155353,20,2,100104.92-544703.6,150.270485,-54.784318,68,65,58157.8791,0,0.853,,,,,,,,,,,,,18.6029,0.1305,18.5299,0.0342,18.8644,0.0233,17.9349,0.1241,17.9037,0.0326,18.2001,0.0247,17.2258,0.1323,17.111,0.0231,17.6085,0.0202,16.8036,0.1443,16.6877,0.038,17.1836,0.026,2.78,430155352
207.36,430159493,15,0,100043.08-544357.6,150.179489,-54.732645,36,88,58110.9164,0,0.815,,,,,,,,,,,,,19.1868,0.0313,19.3715,0.103,19.1829,0.0344,18.4491,0.0374,18.339,0.1271,18.4185,0.0334,17.67,0.0605,17.5679,0.0397,17.7097,0.023,17.2995,0.0564,17.1898,0.0478,17.3093,0.0429,9.62,430159492
