,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
46,90.36,481592574,16,0,201216.87-564736.3,303.07018,-56.7935,57,44,58130.4856,0,0.974,,,,,,,,,,,,,19.6893,0.0591,19.3149,0.2068,19.6975,0.0306,18.8629,0.0733,18.6261,0.088,18.8971,0.0246,18.175,0.0211,18.1108,0.0497,18.2142,0.0199,17.8553,0.0361,17.8282,0.0535,17.8905,0.0293,15.0,
47,95.23,481592595,6,1,201228.66-564958.9,303.119387,-56.833023,57,192,57861.331,0,0.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8497,0.0366,17.823,0.0874,17.9015,0.0298,9.51,2686746308.0
48,95.76,481592572,44,0,201215.71-564910.2,303.06546,-56.819555,36,36,57859.4453,18,0.995,15.1449,0.0118,15.1685,0.0148,15.1467,0.0147,14.6821,0.0117,14.6816,0.0123,14.6819,0.0128,12.465,0.0096,12.4665,0.0093,12.4625,0.0102,11.8911,0.0089,11.8952,0.0085,11.8906,0.0097,11.5377,0.0087,11.5529,0.0085,11.5366,0.0095,11.3723,0.0082,11.3759,0.008,11.3724,0.0089,15.0,
49,96.22,481592661,34,0,201223.75-564651.6,303.098898,-56.781043,36,36,58206.5758,3,0.99,16.1218,0.0143,16.1419,0.0194,16.1147,0.0178,15.7707,0.014,15.7729,0.0232,15.7758,0.0152,14.6071,0.0076,14.6094,0.0078,14.6071,0.008,14.2957,0.0076,14.2992,0.0074,14.2988,0.0077,14.1268,0.0064,14.1323,0.0093,14.1269,0.007,14.0832,0.0081,14.0963,0.009,14.0829,0.009,15.0,
50,99.76,481592573,27,0,201215.03-564744.2,303.062571,-56.79565,36,68,57753.4921,0,0.983,,,,,,,,,,,,,17.9419,0.0099,17.9769,0.0141,17.9411,0.0116,17.6186,0.017,17.68,0.0214,17.6302,0.0129,17.4166,0.0112,17.492,0.02,17.4228,0.0119,17.3269,0.016,17.3832,0.0347,17.3249,0.0227,15.0,
51,100.63,1585661290,2,0,201226.47-565006.5,303.110268,-56.835181,36,44,58317.5416,0,0.406,,,,,,,,,,,,,,,,,,,20.1149,0.1125,19.7608,0.1848,20.0876,0.0801,19.6077,0.1585,19.1087,0.1776,19.5282,0.0924,,,,,,,15.0,
52,103.33,1585661422,2,0,201237.51-564908.7,303.156257,-56.819146,36,36,58318.0766,0,0.492,,,,,,,,,,,,,20.5477,0.0265,20.5919,0.132,20.5516,0.0806,20.4776,0.0615,20.4768,0.1833,20.4951,0.1134,,,,,,,,,,,,,13.77,481592677.0
53,105.07,1585661393,1,0,201220.56-564651.1,303.085662,-56.780884,36,36,58317.5438,0,0.605,,,,,,,,,,,,,,,,,,,,,,,,,19.4994,0.0276,19.6663,0.1219,19.5161,0.0906,,,,,,,12.28,1585661392.0
54,108.12,481592663,19,0,201224.69-564638.2,303.102927,-56.777369,36,38,58177.2043,0,0.982,,,,,,,,,,,,,19.4748,0.0164,19.5447,0.066,19.4752,0.0224,18.5274,0.012,18.5927,0.0321,18.5281,0.0157,17.5111,0.01,17.5461,0.0327,17.5086,0.0127,17.1327,0.0158,17.181,0.0254,17.1328,0.0173,15.0,
55,112.5,1585661256,1,0,201213.09-564749.4,303.054537,-56.797132,36,36,58317.5438,0,0.524,,,,,,,,,,,,,,,,,,,,,,,,,19.6815,0.269,19.8416,0.1474,19.7841,0.1141,,,,,,,15.0,
