,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
10,54.56,481592687,12,0,201249.20-564906.7,303.205008,-56.818638,36,58,58340.4932,0,0.959,,,,,,,,,,,,,19.2583,0.032,19.2597,0.1034,19.2802,0.0482,19.0735,0.0219,19.0636,0.0735,19.0476,0.0406,18.8655,0.026,18.9614,0.0541,18.841,0.0336,18.8128,0.0761,18.6375,0.1298,18.6909,0.092,15.0,
11,56.21,481595870,9,0,201300.66-565001.8,303.252779,-56.833852,37,51,58393.5828,0,0.588,,,,,,,,,,,,,20.2109,0.0804,20.155,0.0917,20.2103,0.0472,19.5951,0.1045,19.5498,0.0752,19.5999,0.0421,19.1029,0.0718,19.0513,0.0772,19.0348,0.0429,18.6548,0.1083,18.7985,0.0803,18.7058,0.0745,15.0,
12,61.91,481592688,10,0,201249.86-564852.2,303.20779,-56.81453,42,36,58380.1955,0,0.798,,,,,,,,,,,,,20.1727,0.062,20.102,0.0838,20.1696,0.0454,19.5944,0.0843,19.3115,0.1278,19.5695,0.046,19.0868,0.0548,18.9519,0.0639,19.1035,0.0373,18.5464,0.2649,18.4962,0.1194,18.7241,0.1003,15.0,
13,62.62,481595903,15,0,201300.75-564910.4,303.25316,-56.819615,36,36,58275.2813,0,0.953,,,,,,,,,,,,,19.8698,0.0616,19.569,0.2294,19.892,0.0361,19.0735,0.0528,18.7918,0.1766,19.064,0.0376,18.4419,0.0216,18.4027,0.0634,18.4471,0.0217,18.0712,0.0383,18.0095,0.1192,18.0331,0.0458,12.28,1585666290.0
14,62.7,481592706,36,2,201257.32-564845.3,303.238728,-56.812635,78,36,58000.2095,4,0.983,,,,,,,18.6854,0.1032,18.5578,0.2135,18.71,0.1225,17.7825,0.0127,17.8141,0.0158,17.7889,0.0112,17.4453,0.0123,17.4375,0.026,17.4446,0.0123,17.2227,0.0087,17.2495,0.0202,17.2205,0.0091,17.14,0.0133,17.1983,0.0253,17.1326,0.0165,7.72,1585661478.0
15,66.61,481592707,8,0,201258.76-564847.4,303.244828,-56.813238,40,43,58330.6443,0,0.742,,,,,,,,,,,,,,,,,,,,,,,,,19.3224,0.0497,19.6144,0.1428,19.3725,0.0842,18.4852,0.0448,18.6093,0.1349,18.5417,0.0825,9.11,1585661478.0
16,66.81,481595867,11,1,201255.44-565048.9,303.231074,-56.846919,79,50,57786.1133,0,0.974,,,,,,,,,,,,,,,,,,,,,,,,,17.3758,0.0402,17.2917,0.1057,17.377,0.0415,16.863,0.0267,16.7958,0.1021,16.8267,0.0289,15.0,
17,69.58,1585661478,4,3,201258.05-564840.6,303.241816,-56.811317,56,36,58317.8088,0,0.75,,,,,,,,,,,,,20.0963,0.0387,20.156,0.0977,20.0794,0.0675,19.7563,0.0349,19.7838,0.0875,19.7491,0.0599,19.6882,0.0261,20.0504,0.2046,19.6797,0.1048,,,,,,,7.72,481592706.0
18,69.72,1585666290,1,0,201302.09-564916.3,303.25866,-56.821221,36,36,58317.5438,0,0.514,,,,,,,,,,,,,,,,,,,,,,,,,19.7919,0.0665,20.6775,0.4292,19.9191,0.1297,,,,,,,12.28,481595903.0
19,70.5,481595875,5,0,201301.13-565024.2,303.254769,-56.840173,36,39,58230.193,0,0.869,,,,,,,,,,,,,20.4296,0.046,20.5824,0.2035,20.5124,0.096,19.7355,0.029,19.9133,0.2035,19.7906,0.0493,19.1685,0.029,19.2892,0.087,19.2477,0.0586,,,,,,,10.96,481595876.0
20,72.39,481595871,3,30,201258.04-565047.9,303.24186,-56.846698,36,36,57654.7595,19366,1.0,9.0133,0.0805,9.0122,0.0372,9.0129,0.0467,8.6195,0.0372,8.617,0.0333,8.615,0.037,7.9344,,8.5284,,8.5543,,8.3694,,8.8133,,8.8378,,8.6481,,9.0686,,9.0981,,8.6325,,9.2623,,9.2723,,15.0,
21,75.38,1585661474,5,0,201254.50-564827.4,303.227033,-56.807648,48,54,58317.97,0,0.67,,,,,,,,,,,,,20.0232,0.0759,20.092,0.1332,20.0308,0.0406,19.7188,0.0617,19.6969,0.1867,19.663,0.0598,19.3721,0.1652,19.6018,0.1743,19.3059,0.076,,,,,,,15.0,
22,79.08,481592689,45,0,201250.59-564829.6,303.210787,-56.808231,36,36,58121.8476,3,0.985,17.5517,0.0243,17.5974,0.0553,17.5565,0.025,17.1754,0.0204,17.2694,0.0756,17.2083,0.0304,16.2042,0.0084,16.2148,0.0142,16.2047,0.0085,15.9233,0.01,15.9384,0.0115,15.9234,0.0109,15.7635,0.0053,15.7796,0.0062,15.7641,0.0062,15.7106,0.0069,15.7419,0.0111,15.7121,0.0083,14.64,481592690.0
23,79.28,1585666291,5,0,201303.72-564928.1,303.265475,-56.824508,36,36,58317.97,0,0.834,,,,,,,,,,,,,20.036,0.0233,20.1594,0.0686,20.0403,0.0407,19.7902,0.0253,20.0288,0.1138,19.8596,0.0752,19.6284,0.0536,19.6168,0.186,19.5892,0.097,,,,,,,15.0,
24,80.8,1585661480,1,0,201259.07-564832.5,303.246115,-56.809044,36,36,58591.7617,0,0.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.042,0.0552,18.0994,0.1187,18.1166,0.0787,11.78,1585661478.0
25,81.28,481595876,19,0,201302.36-565029.0,303.259813,-56.84146,36,36,57992.1421,0,0.98,,,,,,,,,,,,,18.6254,0.0221,18.66,0.0362,18.6168,0.0229,18.3015,0.0205,18.2748,0.0527,18.2933,0.0168,18.1233,0.0149,18.184,0.0301,18.1264,0.0168,18.0552,0.032,18.0832,0.0771,18.0485,0.0294,10.96,481595875.0
26,82.96,481592705,32,0,201256.17-564821.3,303.234087,-56.805971,36,69,57977.5029,2,0.983,,,,,,,,,,,,,17.8503,0.0127,17.8601,0.0265,17.8507,0.0115,17.3522,0.0186,17.348,0.0262,17.3445,0.0118,17.0321,0.007,17.051,0.0165,17.0324,0.009,16.9023,0.0095,16.8992,0.0183,16.9108,0.0129,12.61,1585661476.0
27,83.33,481595858,13,0,201250.16-565058.9,303.20897,-56.849786,36,36,58384.0735,0,0.945,,,,,,,,,,,,,19.7954,0.0256,19.7893,0.1568,19.8395,0.03,19.2214,0.0217,19.32,0.0552,19.222,0.0253,18.7586,0.0212,18.6817,0.099,18.7705,0.0282,18.4899,0.0728,18.4538,0.0953,18.47,0.0602,15.0,
28,83.61,481592690,29,0,201252.05-564821.1,303.216859,-56.805887,36,36,58093.0741,0,0.983,,,,,,,18.578,0.1279,18.4909,0.1491,18.655,0.1163,17.7363,0.0094,17.7684,0.0134,17.733,0.0111,17.4451,0.014,17.4693,0.0152,17.4373,0.0123,17.2672,0.0092,17.3176,0.0195,17.2666,0.0128,17.2062,0.0116,17.3053,0.0237,17.2128,0.0157,10.47,1585661464.0
29,83.88,1585661476,2,0,201257.70-564823.8,303.240363,-56.806658,47,36,58317.5416,2,0.728,,,,,,,,,,,,,,,,,,,19.7178,0.0658,20.0842,0.1294,19.8041,0.0629,19.3756,0.027,19.4815,0.1371,19.3511,0.0789,,,,,,,12.61,481592705.0
30,86.73,2686751528,0,528,201245.73-565034.6,303.190578,-56.842951,36,36,56927.409,0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9901,,21.1873,,16.1023,,13.17,1585666228.0
31,86.87,481595904,23,0,201303.02-564854.3,303.262565,-56.815159,36,36,57950.9236,0,0.982,,,,,,,,,,,,,18.6553,0.0336,18.6668,0.0733,18.6597,0.0357,18.2438,0.0249,18.3079,0.0606,18.2361,0.0346,18.013,0.0111,18.1099,0.0239,18.0243,0.0147,17.8967,0.0192,17.9738,0.037,17.9447,0.0246,10.54,1585661487.0
32,87.26,1585666292,1,0,201304.46-565006.6,303.268535,-56.835202,36,36,58317.5438,0,0.486,,,,,,,,,,,,,,,,,,,,,,,,,19.9591,0.0375,20.1992,0.2084,19.9594,0.134,,,,,,,15.0,
33,89.86,2686751540,0,24,201252.42-565111.5,303.218453,-56.853202,278,42,56927.4083,132,0.966,,,,,,,17.3931,,17.6985,,17.3854,,16.1378,,16.0693,,16.3488,,15.0208,,15.1427,,15.341,,14.9472,,15.006,,15.4452,,14.0848,,14.3056,,14.7263,,3.39,481595862.0
34,90.39,481592681,37,0,201243.75-565010.3,303.1822,-56.836218,61,36,57947.5277,1,0.983,,,,,,,18.6676,0.0499,19.0115,0.1713,18.6986,0.0919,17.4992,0.0092,17.5238,0.0184,17.5054,0.0106,17.1278,0.0126,17.1562,0.0188,17.1359,0.0129,16.9214,0.0077,16.9648,0.0123,16.9243,0.0095,16.8538,0.0096,16.9067,0.0176,16.8551,0.0131,15.0,
35,90.6,481595862,28,0,201252.01-565111.4,303.21673,-56.853237,36,36,57901.601,15,0.997,14.6376,0.0132,14.6295,0.0131,14.6376,0.0171,14.1601,0.0121,14.1608,0.0121,14.1605,0.0129,12.0716,0.0133,12.0816,0.0127,12.0721,0.0141,11.5238,0.0129,11.5307,0.0127,11.5221,0.0138,11.1605,0.0124,11.1775,0.0124,11.1604,0.0137,10.9828,0.0112,10.99,0.0109,10.9827,0.0119,3.39,2686751540.0
36,90.84,481592686,14,0,201244.86-564854.4,303.186941,-56.815095,36,36,58371.9202,0,0.971,,,,,,,,,,,,,19.4238,0.0121,19.4238,0.0405,19.4195,0.0252,18.9405,0.0219,18.9827,0.0436,18.9589,0.0259,18.6224,0.024,18.6652,0.0618,18.637,0.0328,18.4616,0.0276,18.5022,0.122,18.4393,0.0431,15.0,
37,91.36,2686751538,0,16,201251.51-565111.4,303.21463,-56.853191,36,36,58301.5275,0,0.424,15.0162,,15.6053,,16.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,2686751537.0
38,91.52,1585661464,4,0,201252.71-564812.0,303.219592,-56.803392,36,49,58317.8088,0,0.546,,,,,,,,,,,,,20.3198,0.0337,20.4985,0.0884,20.3486,0.0527,20.0951,0.0341,20.3256,0.1489,20.1278,0.0822,19.7821,0.0512,20.5964,0.2972,19.9791,0.1364,,,,,,,10.47,481592690.0
39,91.75,2686751537,0,16,201251.25-565111.3,303.213577,-56.853152,317,116,58301.5291,0,0.7,,,,,,,,,,,,,13.6062,,14.7281,,16.2451,,13.8023,,14.6087,,16.3639,,13.5224,,14.13,,15.1687,,13.8973,,14.4837,,16.0572,,2.08,2686751538.0
40,91.98,2686751550,1,0,201258.07-565109.2,303.241978,-56.852569,36,36,56927.409,0,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8646,0.189,17.8042,0.2844,17.8121,0.1399,15.0,
41,92.22,481595874,8,0,201302.47-565045.4,303.260322,-56.845957,45,118,58405.0864,0,0.934,,,,,,,,,,,,,,,,,,,,,,,,,19.0585,0.0302,19.2164,0.0675,19.0713,0.0447,18.328,0.0264,18.3541,0.0921,18.3201,0.0561,5.79,2686751554.0
42,92.37,1585666228,8,0,201246.16-565047.2,303.192318,-56.846482,38,66,58418.0452,0,0.758,,,,,,,,,,,,,20.2747,0.0326,20.1245,0.083,20.2798,0.0494,19.6817,0.0428,19.5492,0.1407,19.63,0.0605,19.1759,0.0498,19.3655,0.1071,19.2028,0.0686,,,,,,,13.17,2686751528.0
43,93.03,481592682,36,0,201242.95-564932.9,303.178964,-56.825806,36,66,57937.078,6,0.736,,,,,,,,,,,,,17.5376,0.0584,17.3541,0.021,17.6638,0.0131,16.9949,0.0517,16.7151,0.0289,17.0588,0.0109,16.4331,0.0459,16.2367,0.0167,16.5373,0.0083,16.099,0.0464,15.8492,0.0245,16.2031,0.01,15.0,
44,93.17,1585666237,3,1,201255.93-565114.9,303.233013,-56.854166,36,40,58322.1748,0,0.51,,,,,,,,,,,,,,,,,,,20.0383,0.1795,19.3468,0.3603,20.2714,0.0693,19.8724,0.0372,20.1443,0.2629,19.819,0.1188,,,,,,,15.0,
45,94.23,1585661487,1,0,201303.22-564843.9,303.263317,-56.81226,36,36,58317.5438,0,0.488,,,,,,,,,,,,,,,,,,,,,,,,,19.8435,0.0942,19.7271,0.1553,19.8226,0.1187,,,,,,,10.54,481595904.0
46,94.32,2686751554,0,1024,201302.20-565050.7,303.259168,-56.847436,36,36,58317.5466,1,0.992,15.9802,,17.36,,17.1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79,481595874.0
47,96.12,481592709,56,0,201300.12-564819.8,303.250514,-56.80552,36,43,57974.3274,7,0.993,16.1772,0.0123,16.1818,0.0213,16.1801,0.015,15.8479,0.0117,15.8729,0.0188,15.8504,0.0128,14.5443,0.0065,14.5515,0.0066,14.545,0.0071,14.1994,0.0071,14.2137,0.0071,14.1985,0.0077,14.0156,0.0052,14.0271,0.0065,14.0164,0.0058,13.9576,0.0062,13.9777,0.0076,13.9584,0.007,12.19,1585661481.0
48,96.42,481595905,33,0,201304.50-564856.0,303.268795,-56.81566,36,99,57979.4295,0,0.654,,,,,,,,,,,,,17.8721,0.0702,17.6418,0.0253,18.0808,0.0166,17.5108,0.0967,17.2735,0.0305,17.6914,0.016,17.2089,0.0519,16.8601,0.0262,17.3253,0.0095,17.088,0.0493,16.7796,0.033,17.1261,0.0156,12.41,481595904.0
49,96.86,1585661481,5,1,201258.86-564813.6,303.245166,-56.803821,36,36,58317.97,0,0.905,,,,,,,,,,,,,20.0487,0.0507,20.0329,0.0791,20.0458,0.0413,19.6537,0.0499,19.7054,0.1667,19.7238,0.0472,19.512,0.072,19.737,0.1336,19.6271,0.1005,,,,,,,9.95,481592708.0
50,103.55,481595859,8,1,201250.66-565122.1,303.211135,-56.85618,36,36,57511.7799,0,0.967,,,,,,,,,,,,,20.3836,0.0775,20.2588,0.1345,20.3876,0.0856,,,,,,,18.0315,0.049,17.7293,0.2568,17.9992,0.034,17.4953,0.0432,17.3718,0.1042,17.5123,0.0353,11.91,2686751537.0
51,104.66,481595906,37,0,201306.67-565005.0,303.277828,-56.834801,36,36,57951.7883,0,0.983,,,,,,,18.5834,0.0336,18.9317,0.2421,18.5742,0.0603,17.6771,0.0138,17.6945,0.0185,17.6811,0.0109,17.4462,0.0114,17.4373,0.0191,17.4466,0.012,17.3317,0.008,17.381,0.0168,17.3266,0.0103,17.2993,0.0157,17.3785,0.0301,17.3159,0.0173,15.0,
52,106.57,481595873,10,1,201301.54-565110.8,303.256486,-56.853008,68,36,58304.6718,0,0.835,,,,,,,,,,,,,20.3273,0.045,19.8141,0.2035,20.2946,0.0672,19.74,0.0312,20.1332,0.1325,19.7815,0.0645,19.0191,0.0313,19.093,0.1061,19.0606,0.0622,18.8397,0.0241,19.0089,0.1757,18.8327,0.1105,15.0,
53,106.66,1585661488,3,0,201302.62-564821.2,303.260849,-56.805944,36,49,58317.899,0,0.673,,,,,,,,,,,,,20.545,0.1231,20.5079,0.1226,20.6243,0.086,19.9461,0.0464,20.0792,0.165,20.0025,0.0745,19.3336,0.0963,19.383,0.1023,19.4208,0.0836,,,,,,,6.67,481592711.0
54,106.8,481592708,20,1,201259.37-564804.5,303.247297,-56.801315,36,47,58009.0686,0,0.536,,,,,,,,,,,,,18.1798,0.1778,17.9013,0.1025,18.5016,0.015,17.805,0.1588,17.5493,0.1126,18.1112,0.0177,17.4462,0.0905,17.0429,0.0501,17.7008,0.0151,17.2081,0.1059,16.7618,0.0638,17.4791,0.0189,9.95,1585661481.0
55,107.07,1585661467,2,0,201254.07-564755.7,303.225244,-56.798839,140,36,58317.5416,0,0.567,,,,,,,,,,,,,,,,,,,20.4333,0.0423,20.7096,0.206,20.4585,0.11,19.6002,0.0256,19.7569,0.1375,19.672,0.1041,,,,,,,15.0,
56,108.51,481592685,22,0,201248.96-564803.3,303.203989,-56.800928,36,41,58015.2331,0,0.983,,,,,,,,,,,,,18.1007,0.0093,18.104,0.0168,18.1041,0.0126,17.7621,0.0129,17.7818,0.0177,17.7592,0.0139,17.5447,0.0147,17.5927,0.0217,17.558,0.0119,17.4649,0.0132,17.4982,0.0282,17.4696,0.0187,15.0,
57,109.49,481592710,23,1,201300.82-564807.6,303.253442,-56.802157,36,41,57957.9783,0,0.983,,,,,,,,,,,,,18.1188,0.0113,18.1343,0.0286,18.121,0.0126,17.8364,0.0158,17.8839,0.065,17.8468,0.0209,17.6723,0.0094,17.7147,0.0199,17.6738,0.0128,17.6131,0.0136,17.6995,0.0394,17.6194,0.0208,12.49,481592708.0
58,111.03,481592711,18,0,201303.41-564821.3,303.264233,-56.805963,36,41,58129.5291,0,0.977,,,,,,,,,,,,,19.8492,0.0551,19.9355,0.1985,19.9091,0.092,19.0202,0.0266,19.1752,0.0403,19.0612,0.0408,18.1353,0.0114,18.1795,0.0526,18.1484,0.0175,17.7075,0.0171,17.7327,0.0348,17.7098,0.0221,6.67,1585661488.0
59,111.67,481592678,36,0,201240.64-564949.1,303.169312,-56.830306,36,61,57949.9068,5,0.676,,,,,,,,,,,,,16.9282,0.0663,16.6021,0.0161,17.1412,0.0095,16.3253,0.071,16.0225,0.0169,16.5383,0.0107,15.7463,0.0708,15.5037,0.0145,16.0065,0.008,15.4754,0.0617,15.2132,0.0186,15.6976,0.0088,15.0,
60,113.55,481595909,42,0,201307.99-564953.6,303.283302,-56.831596,36,50,57989.4839,10,0.985,,,,,,,18.4888,0.0269,19.1407,0.1884,18.5411,0.0509,16.8705,0.015,16.8897,0.0211,16.8847,0.0156,16.459,0.0105,16.4644,0.0194,16.4554,0.0095,16.2061,0.0062,16.2085,0.0125,16.209,0.007,16.1114,0.0071,16.122,0.0184,16.1142,0.0092,15.0,
61,116.41,1585666303,1,1,201306.18-564840.1,303.275724,-56.811178,36,36,58317.5438,0,0.204,,,,,,,,,,,,,,,,,,,,,,,,,19.2086,0.3945,18.9291,0.15,19.6119,0.0998,,,,,,,15.0,
