,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,rank,slit_width,slit_length,good,ymax,ymin
117,182,150.17689071513,0.051,-54.80115800751,0.0474,5260177499769655040,0.5077,0.062,-5.031,0.102,7.65,0.09,0,3973.5,2.3148,16.6904,0.0006,1869.3,12.273,17.1722,0.0071,3138.7,10.43,16.0201,0.0036,1.1522,,,4993.98,0.7783,0.378,1.1,0.673,IN,TARGET,3,9,1,-54.80093300751,-54.80138300751
48,98,150.14727212255,0.0418,-54.80451788068,0.0406,5260177327980396544,0.5054,0.0512,-0.853,0.086,1.342,0.073,0,6265.6,3.5515,16.196,0.0006,2932.3,13.033,16.6834,0.0048,4931.0,16.962,15.5296,0.0037,1.1538,,,5073.89,0.814,0.414,1.33,1.054,IN,TARGET,3,9,1,-54.80429288068,-54.80474288068
152,220,150.17137048237,0.0631,-54.79895444228,0.0611,5260177499778942720,0.0026,0.0789,-4.479,0.132,2.57,0.108,0,3015.8,2.9841,16.9899,0.0011,2031.3,74.108,17.082,0.0396,3050.7,52.634,16.0509,0.0187,1.031,,,5143.45,,,,,IN,TARGET,3,9,1,-54.79872944228,-54.79917944228
287,387,150.15546961041,0.1221,-54.78811063573,0.1224,5260177705937374336,0.1251,0.1448,-10.522,0.277,3.277,0.26,0,5413.6,16.589,16.3546,0.0033,3552.9,37.623,16.4749,0.0115,6292.2,26.464,15.2649,0.0046,1.21,,,5143.45,,,,,IN,TARGET,3,9,1,-54.78788563573,-54.78833563573
1,3,150.20923546453,0.0315,-54.81035681808,0.0284,5260176675145227136,0.5338,0.0355,-12.167,0.062,4.922,0.053,0,10229.0,5.4399,15.6638,0.0006,5164.6,10.778,16.0688,0.0023,7466.4,11.599,15.0791,0.0017,0.9896,,,5287.0,,,1.45,1.488,IN,TARGET,3,9,1,-54.81013181808,-54.81058181808
143,210,150.18510274092,0.0342,-54.80640845352,0.0293,5260177431059466240,0.3783,0.0403,-6.782,0.068,5.808,0.055,0,10745.0,5.6058,15.6104,0.0006,5600.0,14.345,15.9809,0.0028,7661.4,12.65,15.0512,0.0018,0.9298,,,5292.0,,,2.1,3.11,IN,TARGET,3,9,1,-54.80618345352,-54.80663345352
218,302,150.1801558715,0.0285,-54.77134873492,0.0289,5260177637217917952,0.5083,0.0335,-5.823,0.059,5.609,0.057,0,16116.0,6.0127,15.1702,0.0004,8366.6,13.031,15.545,0.0017,11413.0,17.043,14.6184,0.0016,0.9266,,,5296.38,,,1.91,2.581,IN,TARGET,3,9,1,-54.771123734919996,-54.77157373492
286,386,150.15600323796,0.0235,-54.78492939578,0.024,5260177705937375872,0.4665,0.0282,-5.883,0.048,4.607,0.044,0,18831.0,6.6885,15.0012,0.0004,9847.8,16.587,15.368,0.0018,13428.0,20.785,14.4419,0.0017,0.9261,,,5317.38,,,2.23,3.571,IN,TARGET,3,9,1,-54.78470439578,-54.78515439578
227,317,150.19330148257,0.0225,-54.77196720898,0.0196,5260177637217920512,0.4059,0.0239,-7.206,0.048,4.27,0.037,0,28739.0,8.4408,14.5422,0.0003,16248.0,21.849,14.8244,0.0015,18526.0,17.328,14.0924,0.001,0.7319,,,5923.76,,,2.48,6.835,IN,TARGET,3,9,1,-54.77174220898,-54.77219220898
6,27,150.16585717594,0.152,-54.80520704419,0.1279,5260177117499591552,0.099,0.1624,-4.445,0.3,4.15,0.241,0,882.43,1.2219,18.3242,0.0015,338.86,8.3599,19.0264,0.0268,872.23,9.5812,17.4103,0.0119,1.616,,,,,,,,IN,FILLER,3,9,1,-54.80498204419,-54.80543204419
7,28,150.17072770792,0.1073,-54.81289807971,0.096,5260177117499592320,0.0902,0.1202,-4.164,0.209,2.601,0.176,0,1291.2,1.5337,17.9109,0.0013,568.38,7.0606,18.4648,0.0135,1148.3,11.692,17.1118,0.0111,1.353,,,,,,,,IN,FILLER,3,9,1,-54.81267307971,-54.81312307971
25,56,150.16208886563,0.1009,-54.81242820011,0.0935,5260177117504050560,0.2303,0.12,-5.186,0.204,3.262,0.177,0,1479.4,1.5822,17.7631,0.0012,594.79,8.1796,18.4155,0.0149,1435.9,9.244,16.8691,0.007,1.5464,,,,,,,,IN,FILLER,3,9,1,-54.81220320011,-54.81265320011
30,71,150.14439072676,0.1868,-54.80199542695,0.1771,5260177327970898048,0.1756,0.2308,-3.41,0.375,1.86,0.328,0,613.85,1.2914,18.7182,0.0023,251.32,8.399,19.3508,0.0363,706.86,10.416,17.6386,0.016,1.7122,,,,,,,,IN,FILLER,3,9,1,-54.80177042695,-54.80222042695
31,73,150.12929903693,0.1646,-54.80963120451,0.1632,5260177289298278400,0.317,0.1922,-4.88,0.336,3.812,0.322,0,775.22,1.2853,18.4648,0.0018,317.5,8.2159,19.097,0.0281,772.0,10.331,17.5429,0.0145,1.5542,,,,,,,,IN,FILLER,3,9,1,-54.80940620451,-54.80985620451
34,76,150.13565938235,0.0872,-54.81104186666,0.0796,5260177289298265216,0.2128,0.1006,-4.009,0.175,2.262,0.151,0,1922.3,1.9136,17.4788,0.0011,879.23,8.0622,17.9911,0.01,1597.8,8.7634,16.7531,0.006,1.238,,,,,,,,IN,FILLER,3,9,1,-54.81081686666,-54.81126686666
45,94,150.14448290532,0.1678,-54.79185501181,0.1558,5260177327970922496,-0.0005,0.2008,-4.567,0.34,3.8,0.3,0,606.03,1.0972,18.7321,0.002,183.37,6.2004,19.6931,0.0367,749.68,12.038,17.5747,0.0174,2.1183,,,,,,,,IN,FILLER,3,9,1,-54.79163001181,-54.79208001181
46,95,150.14498025679,0.1882,-54.79279162382,0.1743,5260177327970921344,0.1896,0.2242,-4.193,0.377,2.678,0.336,0,534.22,1.3049,18.8691,0.0027,222.65,7.6896,19.4823,0.0375,563.0,9.4719,17.8856,0.0183,1.5967,,,,,,,,IN,FILLER,3,9,1,-54.79256662382,-54.79301662382
66,127,150.12805129614,0.0768,-54.78170421107,0.0737,5260177396699724288,0.6478,0.0905,-14.922,0.156,5.326,0.134,0,2163.9,2.0716,17.3503,0.001,950.3,9.0069,17.9067,0.0103,1975.8,11.907,16.5226,0.0065,1.3842,,,,,,,,IN,FILLER,3,9,1,-54.78147921107,-54.78192921107
69,130,150.14248186019,0.2163,-54.79803259773,0.2008,5260177327980243712,0.1724,0.2601,-6.029,0.44,4.129,0.41,0,651.08,1.3598,18.6543,0.0023,282.65,6.5803,19.2233,0.0253,704.8,10.583,17.6417,0.0163,1.5815,,,,,,,,IN,FILLER,3,9,1,-54.79780759773,-54.79825759773
71,134,150.12591420535,0.6428,-54.8071136009,0.6206,5260177289302738944,1.4085,0.7684,-13.37,1.392,0.692,1.21,1,494.63,2.6451,18.9527,0.0058,230.37,8.2445,19.4453,0.0389,650.53,7.6893,17.7288,0.0128,1.7166,,,,,,,,IN,FILLER,3,9,1,-54.8068886009,-54.8073386009
72,136,150.14258454223,0.1069,-54.8038302373,0.1011,5260177323662479104,0.1609,0.1267,-4.696,0.214,3.261,0.186,0,1273.2,1.5898,17.9261,0.0014,556.81,7.1429,18.4871,0.0139,1179.1,10.191,17.083,0.0094,1.4041,,,,,,,,IN,FILLER,3,9,1,-54.8036052373,-54.8040552373
81,146,150.1746387032,0.1106,-54.79657013188,0.1054,5260177495461259264,0.1628,0.1313,-4.014,0.225,2.622,0.203,0,1496.4,1.8008,17.7507,0.0013,700.11,10.284,18.2385,0.0159,1383.7,9.2188,16.9093,0.0072,1.3291,,,,,,,,IN,FILLER,3,9,1,-54.79634513188,-54.79679513188
90,155,150.16368435369,0.0816,-54.79940930892,0.0801,5260177499769639552,0.2548,0.0941,-4.089,0.167,2.578,0.159,0,1980.6,1.9427,17.4464,0.0011,982.79,13.025,17.8702,0.0144,1853.9,31.218,16.5917,0.0183,1.2786,,,,,,,,IN,FILLER,3,9,1,-54.79918430892,-54.79963430892
97,162,150.18708581451,0.0697,-54.79427298916,0.0624,5260177529816490112,0.0062,0.0803,-4.323,0.139,2.592,0.117,0,2324.6,1.7546,17.2725,0.0008,1066.2,7.6241,17.7818,0.0078,1909.2,7.444,16.5598,0.0042,1.222,,,,,,,,IN,FILLER,3,9,1,-54.79404798916,-54.79449798916
101,166,150.17970705028,0.1612,-54.80576424869,0.1445,5260177499769647232,-0.1995,0.1924,-4.804,0.32,2.618,0.275,0,668.01,1.1214,18.6264,0.0018,258.96,8.2712,19.3183,0.0347,684.65,8.1274,17.6732,0.0129,1.645,,,,,,,,IN,FILLER,3,9,1,-54.805539248689996,-54.80598924869
110,175,150.17718933407,0.0869,-54.8000139449,0.0796,5260177499769657984,0.3736,0.1037,-3.712,0.175,2.269,0.151,0,1624.0,1.7212,17.6619,0.0012,726.11,11.45,18.1989,0.0171,1498.1,12.973,16.8231,0.0094,1.3758,,,,,,,,IN,FILLER,3,9,1,-54.7997889449,-54.8002389449
114,179,150.17797803412,0.2537,-54.7856658547,0.2607,5260177529816921600,0.595,0.3139,2.405,0.555,7.751,0.515,0,1191.6,5.1404,17.9981,0.0047,685.56,10.051,18.2613,0.0159,1469.9,13.399,16.8437,0.0099,1.4176,,,,,,,,IN,FILLER,3,9,1,-54.7854408547,-54.7858908547
137,204,150.20107672446,0.1193,-54.80903911334,0.11,5260177431059468544,0.1664,0.1442,-4.213,0.242,2.957,0.209,0,1153.5,1.7332,18.0334,0.0016,519.85,10.22,18.5617,0.0213,1371.5,16.788,16.919,0.0133,1.6427,,,,,,,,IN,FILLER,3,9,1,-54.80881411334,-54.80926411334
144,211,150.16567664884,0.0756,-54.79590978468,0.0762,5260177499778943232,0.2575,0.0972,-4.298,0.153,2.471,0.133,0,2399.4,2.1727,17.2381,0.001,,,,,,,,,,,,,,,,,IN,FILLER,3,9,1,-54.79568478468,-54.79613478468
207,282,150.21175893736,0.2469,-54.76882432382,0.2329,5260177598545204096,0.4364,0.2521,-2.188,0.566,-0.329,0.457,0,620.49,2.2663,18.7065,0.004,,,,,,,,,,,,,,,,,IN,FILLER,3,9,1,-54.76859932382,-54.76904932382
210,292,150.2098293122,0.1704,-54.76995013927,0.1657,5260177667255515008,0.5166,0.2033,9.083,0.35,-0.763,0.315,0,551.24,1.1161,18.835,0.0022,213.69,8.0276,19.5269,0.0408,562.42,8.3488,17.8868,0.0161,1.6401,,,,,,,,IN,FILLER,3,9,1,-54.76972513927,-54.77017513927
213,295,150.19423247427,0.1179,-54.77613906761,0.1165,5260177632895748096,0.3844,0.1427,-4.384,0.245,2.057,0.206,0,1053.9,1.3948,18.1314,0.0014,394.51,7.9641,18.8612,0.0219,1104.6,9.6312,17.1539,0.0095,1.7074,,,,,,,,IN,FILLER,3,9,1,-54.77591406761,-54.776364067610004
225,313,150.19028068945,0.0704,-54.76782961694,0.0674,5260177637217922560,0.0917,0.0791,-4.799,0.144,3.295,0.126,0,2243.2,1.8723,17.3112,0.0009,867.26,9.6069,18.006,0.012,2196.6,9.2477,16.4076,0.0046,1.5985,,,,,,,,IN,FILLER,3,9,1,-54.76760461694,-54.76805461694
235,333,150.1654737835,0.195,-54.7708892516,0.1797,5260177735984159104,0.1673,0.2357,-4.245,0.393,2.715,0.346,0,512.72,1.2148,18.9137,0.0026,206.31,6.4179,19.5651,0.0338,501.68,8.8085,18.0109,0.0191,1.5542,,,,,,,,IN,FILLER,3,9,1,-54.7706642516,-54.771114251600004
237,335,150.14209930674,0.1566,-54.77563456478,0.1673,5260177770343897856,0.4126,0.1891,-5.896,0.327,1.375,0.325,0,709.59,1.3991,18.5608,0.0021,286.19,8.8113,19.2098,0.0334,691.99,8.9121,17.6617,0.014,1.5481,,,,,,,,IN,FILLER,3,9,1,-54.77540956478,-54.77585956478
240,338,150.1686294425,0.1985,-54.77903722559,0.1986,5260177735979427072,-0.0108,0.2368,-2.73,0.419,2.986,0.387,0,577.5,1.2445,18.7845,0.0023,210.98,12.888,19.5408,0.0663,820.21,12.695,17.4771,0.0168,2.0637,,,,,,,,IN,FILLER,3,9,1,-54.77881222559,-54.77926222559
244,343,150.15608112923,0.1908,-54.79231401652,0.1608,5260177705928079872,0.5275,0.2092,-6.377,0.354,3.272,0.291,0,672.24,1.3117,18.6195,0.0021,366.74,7.6002,18.9405,0.0225,900.11,17.25,17.3762,0.0208,1.5643,,,,,,,,IN,FILLER,3,9,1,-54.79208901652,-54.79253901652
249,348,150.15985196276,0.1468,-54.79081122766,0.169,5260177705928087552,0.3283,0.2004,-2.381,0.33,2.465,0.303,0,1192.1,3.6143,17.9976,0.0033,1195.3,244.06,17.6577,0.2217,2180.1,240.02,16.4157,0.1195,1.242,,,,,,,,IN,FILLER,3,9,1,-54.79058622766,-54.79103622766
282,382,150.15223455235,0.149,-54.77754219974,0.1459,5260177705928120832,0.1034,0.1775,-3.196,0.308,2.854,0.282,0,721.69,1.522,18.5425,0.0023,373.15,8.4334,18.9217,0.0245,1072.3,11.493,17.1861,0.0116,1.7356,,,,,,,,IN,FILLER,3,9,1,-54.77731719974,-54.77776719974
327,428,150.14167519187,0.3068,-54.76625147515,0.3194,5260177804694473856,-0.1461,0.3836,-3.386,0.659,3.28,0.617,0,527.14,1.5802,18.8835,0.0033,194.76,8.4097,19.6276,0.0469,575.77,11.244,17.8613,0.0212,1.7663,,,,,,,,IN,FILLER,3,9,1,-54.76602647515,-54.76647647515
341,445,150.17487170566,0.1516,-54.76685733363,0.1449,5260177843367144064,0.4566,0.1778,-2.207,0.311,4.69,0.273,0,648.81,1.2791,18.6581,0.0021,243.54,8.0404,19.385,0.0358,655.53,9.4193,17.7204,0.0156,1.6645,,,,,,,,IN,FILLER,3,9,1,-54.76663233363,-54.76708233363
342,446,150.169704212,0.1186,-54.76502790035,0.1133,5260177839058642432,0.2228,0.1377,-4.168,0.248,2.501,0.23,0,982.29,1.4191,18.2078,0.0016,399.7,6.8076,18.8471,0.0185,892.23,12.019,17.3857,0.0146,1.4613,,,,,,,,IN,FILLER,3,9,1,-54.76480290035,-54.76525290035
343,449,150.17348372095,0.1778,-54.76565944007,0.1717,5260177843376348928,-0.2826,0.2062,-3.703,0.385,4.118,0.346,0,763.48,1.7986,18.4814,0.0026,331.33,9.0885,19.0508,0.0298,999.56,15.603,17.2624,0.0169,1.7884,,,,,,,,IN,FILLER,3,9,1,-54.76543444007,-54.76588444007
