,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,rank,slit_width,slit_length,good,ymax,ymin
119,184,150.16659305265,0.0896,-54.79027577466,0.0926,5260177499769674752,0.4956,0.1017,-3.549,0.193,2.394,0.192,0,1724.8,1.7498,17.5965,0.0011,818.38,7.4704,18.069,0.0099,1591.4,14.062,16.7575,0.0096,1.3115,,,,,,,,IN,FILLER,3,9,1,-54.79005077466,-54.79050077466
130,196,150.17117301522,0.1949,-54.78882018684,0.1968,5260177499769684736,0.347,0.2355,-2.508,0.418,1.841,0.399,0,680.06,1.3637,18.607,0.0022,473.37,42.867,18.6634,0.0983,1187.7,28.237,17.0752,0.0258,1.5882,,,,,,,,IN,FILLER,3,9,1,-54.78859518684,-54.78904518684
138,205,150.16418109925,0.0924,-54.78953290581,0.0947,5260177499778945536,0.202,0.1126,-4.224,0.191,2.673,0.173,0,1531.5,1.6402,17.7256,0.0012,706.18,10.134,18.2291,0.0156,1535.5,15.83,16.7963,0.0112,1.4328,,,,,,,,IN,FILLER,3,9,1,-54.78930790581,-54.78975790581
139,206,150.1791607004,0.0735,-54.79708766257,0.0688,5260177499778946048,0.2443,0.0869,-3.907,0.147,3.849,0.132,0,2186.5,1.8913,17.339,0.0009,674.8,7.9299,18.2784,0.0128,2407.7,11.737,16.3079,0.0053,1.9705,,,,,,,,IN,FILLER,3,9,1,-54.79686266257,-54.79731266257
156,224,150.18498199173,0.2808,-54.78732777476,0.2493,5260177534138694016,0.14,0.1918,-5.314,0.693,1.914,0.558,0,2970.0,11.047,17.0065,0.004,,,,,,,,,,,,,,,,,IN,FILLER,3,9,1,-54.78710277476,-54.78755277476
157,225,150.18350053616,0.209,-54.78654296139,0.1862,5260177534138694272,1.1561,0.2379,-4.228,0.413,3.504,0.349,0,1182.0,2.7586,18.0069,0.0025,,,,,,,,,,,,,,,,,IN,FILLER,3,9,1,-54.78631796139,-54.78676796139
169,239,150.20704979086,0.1164,-54.80470368994,0.1059,5260177465409957376,-0.1223,0.1339,-4.467,0.232,2.459,0.197,1,1030.2,1.3056,18.156,0.0014,580.02,19.328,18.4428,0.0362,1256.2,29.013,17.0142,0.0251,1.4286,,,,,,,,IN,FILLER,3,9,1,-54.80447868994,-54.80492868994
180,251,150.18841228007,0.1154,-54.79281691538,0.1033,5260177534129447424,0.1688,0.1336,-4.235,0.229,2.528,0.194,0,1077.8,1.385,18.107,0.0014,476.36,11.868,18.6566,0.027,944.25,9.928,17.3242,0.0114,1.3323,,,,,,,,IN,FILLER,3,9,1,-54.79259191538,-54.79304191538
181,252,150.1749132731,0.177,-54.78562369882,0.1745,5260177534129448320,0.1203,0.2148,-3.936,0.366,3.206,0.342,0,563.42,1.1389,18.8113,0.0022,397.88,6.7937,18.852,0.0185,677.2,22.891,17.6851,0.0367,1.1669,,,,,,,,IN,FILLER,3,9,1,-54.785398698819996,-54.78584869882
182,253,150.17797511102,0.0896,-54.78321452753,0.0856,5260177534129459200,0.1695,0.1033,-5.689,0.184,5.469,0.165,0,1525.7,1.5718,17.7297,0.0011,643.72,21.149,18.3296,0.0357,1648.6,21.135,16.7192,0.0139,1.6105,,,,,,,,IN,FILLER,3,9,1,-54.78298952753,-54.78343952753
184,255,150.19290875354,0.4023,-54.81253220744,0.5014,5260177431050170752,-0.2366,0.4734,-3.723,0.728,0.965,0.975,1,526.45,3.74,18.885,0.0077,551.82,60.159,18.4969,0.1184,913.84,9.2771,17.3597,0.011,1.1372,,,,,,,,IN,FILLER,3,9,1,-54.81230720744,-54.81275720744
187,258,150.17818419647,0.1357,-54.78100569897,0.1285,5260177534129468416,0.2687,0.1583,-4.278,0.291,3.107,0.259,0,815.0,1.3736,18.4105,0.0018,366.97,9.3704,18.9398,0.0277,854.91,8.7478,17.4321,0.0111,1.5077,,,,,,,,IN,FILLER,3,9,1,-54.78078069897,-54.78123069897
194,266,150.18677623511,0.1707,-54.78176999914,0.1651,5260177534129480320,-0.1397,0.2046,-4.72,0.359,1.319,0.314,0,580.94,1.1469,18.778,0.0021,318.26,12.838,19.0944,0.0438,672.54,17.072,17.6926,0.0276,1.4018,,,,,,,,IN,FILLER,3,9,1,-54.78154499914,-54.781994999140004
199,271,150.18413740058,0.2038,-54.80208213546,0.1757,5260177426737247488,-0.0338,0.2271,-4.745,0.403,2.572,0.357,0,593.77,1.1535,18.7543,0.0021,269.49,8.5902,19.275,0.0346,631.98,8.3883,17.7602,0.0144,1.5149,,,,,,,,IN,FILLER,3,9,1,-54.80185713546,-54.80230713546
200,272,150.18108899962,0.0843,-54.79359918103,0.0868,5260177499778949248,0.2287,0.1044,-4.101,0.175,2.615,0.161,0,1604.5,1.8877,17.675,0.0013,740.06,6.7819,18.1782,0.0099,1361.2,8.6464,16.9271,0.0069,1.2511,,,,,,,,IN,FILLER,3,9,1,-54.793374181029996,-54.79382418103
214,297,150.20622326463,0.1532,-54.77829067749,0.1527,5260177564176691456,0.192,0.1713,-3.341,0.31,1.387,0.299,0,910.53,1.3964,18.2901,0.0017,154.46,7.5959,19.8793,0.0534,1282.9,8.6654,16.9914,0.0073,2.8879,,,,,,,,IN,FILLER,3,9,1,-54.77806567749,-54.77851567749
236,334,150.15155028628,0.0792,-54.77655067739,0.0761,5260177701624420864,0.0033,0.091,-5.065,0.168,4.001,0.152,0,2448.4,3.465,17.2161,0.0015,1071.9,12.77,17.776,0.0129,2265.7,12.067,16.3739,0.0058,1.402,,,,,,,,IN,FILLER,3,9,1,-54.77632567739,-54.77677567739
254,353,150.13985002187,0.146,-54.78387771207,0.1599,5260177701615203840,0.1387,0.1756,-6.86,0.302,3.531,0.34,0,703.18,1.1819,18.5707,0.0018,222.94,6.7047,19.4809,0.0327,753.9,7.7347,17.5686,0.0111,1.9123,,,,,,,,IN,FILLER,3,9,1,-54.78365271207,-54.78410271207
256,355,150.15909610632,0.226,-54.79217000161,0.2154,5260177705928084480,0.1422,0.2675,-5.083,0.466,2.907,0.416,0,484.15,1.3126,18.9759,0.0029,309.6,8.8769,19.1244,0.0311,813.59,29.758,17.4859,0.0397,1.6385,,,,,,,,IN,FILLER,3,9,1,-54.79194500161,-54.792395001610004
257,356,150.13258030035,0.1638,-54.77889766658,0.1731,5260177774647558656,0.2854,0.203,-10.795,0.342,3.561,0.326,0,641.68,1.3219,18.6701,0.0022,275.55,10.831,19.2509,0.0427,614.95,8.775,17.7898,0.0155,1.4611,,,,,,,,IN,FILLER,3,9,1,-54.77867266658,-54.77912266658
261,361,150.148740861,0.2159,-54.78438954757,0.203,5260177705928091904,0.4322,0.258,-4.487,0.434,3.526,0.383,0,490.37,1.0557,18.9621,0.0023,214.32,9.8644,19.5237,0.05,584.28,10.481,17.8454,0.0195,1.6783,,,,,,,,IN,FILLER,3,9,1,-54.78416454757,-54.78461454757
264,364,150.15566037069,0.1474,-54.78832243275,0.1359,5260177705928090240,0.5777,0.1238,-7.997,0.387,3.877,0.349,0,2707.9,5.3231,17.1068,0.0021,,,,,,,,,,,,,,,,,IN,FILLER,3,9,1,-54.78809743275,-54.78854743275
274,374,150.1437686181,0.1792,-54.77571084726,0.1539,5260177774647589376,0.4596,0.2064,-4.815,0.363,3.32,0.321,0,891.64,1.6362,18.3129,0.002,,,,,,,,,,,,,,,,,IN,FILLER,3,9,1,-54.77548584726,-54.77593584726
277,377,150.15526737484,0.1448,-54.78230322316,0.137,5260177705928109440,0.8929,0.1681,-4.618,0.297,0.262,0.264,0,803.14,1.2659,18.4264,0.0017,275.24,11.012,19.2521,0.0434,894.4,7.956,17.3831,0.0097,1.869,,,,,,,,IN,FILLER,3,9,1,-54.78207822316,-54.78252822316
278,378,150.16027150217,0.2174,-54.78491570927,0.2087,5260177705928109952,0.0346,0.2709,-3.578,0.427,3.196,0.366,0,486.59,1.2172,18.9705,0.0027,259.52,7.3011,19.316,0.0305,537.63,9.982,17.9357,0.0202,1.3802,,,,,,,,IN,FILLER,3,9,1,-54.78469070927,-54.78514070927
290,390,150.13917981108,0.1447,-54.77244477346,0.1441,5260177770334713216,0.3099,0.1741,-7.273,0.301,4.124,0.272,0,696.85,1.1905,18.5805,0.0019,238.32,7.9661,19.4085,0.0363,730.46,7.9368,17.6029,0.0118,1.8056,,,,,,,,IN,FILLER,3,9,1,-54.77221977346,-54.77266977346
301,401,150.15090867524,0.2338,-54.77183597062,0.2678,5260177740297123584,-0.5565,0.3077,-3.285,0.524,3.148,0.497,0,1451.3,2.2247,17.784,0.0017,598.36,7.5245,18.409,0.0137,1426.5,9.038,16.8763,0.0069,1.5327,,,,,,,,IN,FILLER,3,9,1,-54.77161097062,-54.772060970620004
336,439,150.17495871721,0.1686,-54.77322824743,0.141,5260177740287917056,-0.1865,0.1817,-4.514,0.34,2.403,0.249,0,1189.6,1.8904,17.9998,0.0017,541.8,12.271,18.5168,0.0246,1394.4,27.204,16.9009,0.0212,1.6159,,,,,,,,IN,FILLER,3,9,1,-54.77300324743,-54.77345324743
339,442,150.17370895299,0.0873,-54.77022602125,0.0828,5260177740287921280,-0.1382,0.1022,-4.186,0.178,3.502,0.16,0,1549.2,1.9226,17.7131,0.0013,404.53,24.062,18.834,0.0646,1966.8,21.48,16.5275,0.0119,2.3065,,,,,,,,IN,FILLER,3,9,1,-54.770001021249996,-54.77045102125
