,RA,DEC,_r,recno,ID,F555W,e_F555W,F814W,e_F814W,RAJ2000,DEJ2000,MPG,d,in_field,Weight
25674,14.80990417,-72.18665278,0.015671,56010,68680,25.096,0.069,24.008,0.038,00 59 14.377,-72 11 11.95,,3.2521386,IN,5
1582,14.700475,-72.19338333,0.02614,61017,76369,25.346,0.03,24.383,0.029,00 58 48.114,-72 11 36.18,,3.2521386,IN,5
28066,14.82392083,-72.19435278,0.023942,62597,78955,25.425,0.09,24.501,0.063,00 59 17.741,-72 11 39.67,,3.252584,IN,5
17579,14.77607083,-72.19689167,0.019536,57442,70826,25.169,0.048,24.117,0.021,00 59 06.257,-72 11 48.81,,3.2525847,IN,5
26061,14.8121,-72.17319722,0.014071,64356,81922,25.523,0.037,24.648,0.025,00 59 14.904,-72 10 23.51,,3.2525847,IN,5
30442,14.84006667,-72.17335556,0.022346,56380,69228,25.113,0.039,24.033,0.034,00 59 21.616,-72 10 24.08,,3.2525847,IN,5
8997,14.74649167,-72.15873056,0.019926,59179,73439,25.253,0.041,24.243,0.029,00 58 59.158,-72 09 31.43,,3.2525847,IN,5
24914,14.80571667,-72.18854444,0.0159,46593,55384,24.618,0.032,23.29,0.021,00 59 13.372,-72 11 18.76,,3.2530308,IN,5
25179,14.807225,-72.20143333,0.026727,62063,78076,25.396,0.041,24.457,0.027,00 59 13.734,-72 12 05.16,,3.2530308,IN,5
8971,14.74635,-72.16688333,0.01257,60225,75119,25.306,0.066,24.322,0.025,00 58 59.124,-72 10 00.78,,3.2530308,IN,5
7555,14.73947083,-72.17795833,0.008846,28238,31734,23.57,0.048,21.718,0.065,00 58 57.473,-72 10 40.65,,3.2530308,IN,5
15419,14.769525,-72.17987222,0.0024,44993,53286,24.534,0.036,23.164,0.051,00 59 04.686,-72 10 47.54,,3.2530327,IN,5
10024,14.75097083,-72.19596667,0.019215,61449,77084,25.369,0.05,24.416,0.033,00 59 00.233,-72 11 45.48,,3.2534778,IN,5
9229,14.74761667,-72.16682222,0.012419,41567,48777,24.355,0.023,22.895,0.017,00 58 59.428,-72 10 00.56,,3.2534778,IN,5
24006,14.80135833,-72.16228333,0.01827,53620,65177,24.977,0.037,23.828,0.029,00 59 12.326,-72 09 44.22,,3.2534788,IN,5
11317,14.7559875,-72.18212778,0.005974,55329,67657,25.061,0.073,23.954,0.022,00 59 01.437,-72 10 55.66,,3.2534795,IN,5
5859,14.73005417,-72.16831111,0.014892,64006,81319,25.504,0.058,24.618,0.046,00 58 55.213,-72 10 05.92,,3.2539256,IN,5
20946,14.78775,-72.17805833,0.005969,43916,51848,24.476,0.097,23.076,0.039,00 59 09.060,-72 10 41.01,,3.2539256,IN,5
14620,14.76701667,-72.16966111,0.007849,51132,61648,24.852,0.083,23.64,0.055,00 59 04.084,-72 10 10.78,,3.2539256,IN,5
18491,14.77914583,-72.19777778,0.020546,63543,80526,25.476,0.059,24.576,0.033,00 59 06.995,-72 11 52.00,,3.2539256,IN,5
27491,14.82034583,-72.17524444,0.016079,58484,72399,25.218,0.041,24.189,0.022,00 59 16.883,-72 10 30.88,,3.2539275,IN,5
8243,14.74301667,-72.16208889,0.017251,62549,78874,25.426,0.041,24.501,0.029,00 58 58.324,-72 09 43.52,,3.2539275,IN,5
19105,14.78119583,-72.1987,0.021562,65699,84252,25.585,0.057,24.739,0.034,00 59 07.487,-72 11 55.32,,3.254372,IN,5
7469,14.73905,-72.18890278,0.014502,59144,73387,25.251,0.029,24.238,0.028,00 58 57.372,-72 11 20.05,,3.254372,IN,5
21666,14.79077917,-72.15591667,0.022652,58978,73136,25.241,0.058,24.223,0.023,00 59 09.787,-72 09 21.30,,3.2543726,IN,5
212,14.68870833,-72.19013889,0.027446,65526,83944,25.581,0.064,24.733,0.029,00 58 45.290,-72 11 24.50,,3.2543726,IN,5
16587,14.77304167,-72.18961944,0.012205,63853,81054,25.491,0.041,24.598,0.031,00 59 05.530,-72 11 22.63,,3.2543726,IN,5
11526,14.75674583,-72.19561667,0.01846,63669,80753,25.487,0.047,24.592,0.029,00 59 01.619,-72 11 44.22,,3.2543736,IN,5
2084,14.704175,-72.20190833,0.031319,56248,69040,25.105,0.03,24.019,0.045,00 58 49.002,-72 12 06.87,,3.2543736,IN,5
22591,14.795,-72.15615556,0.022853,58997,73160,25.243,0.049,24.226,0.027,00 59 10.800,-72 09 22.16,,3.2543736,IN,5
5123,14.7253,-72.17529444,0.013355,59291,73615,25.263,0.041,24.256,0.026,00 58 54.072,-72 10 31.06,,3.2543736,IN,5
21738,14.79115,-72.19814167,0.02179,60237,75136,25.311,0.041,24.328,0.037,00 59 09.876,-72 11 53.31,,3.2543752,IN,5
24461,14.80355833,-72.191675,0.017807,56789,69866,25.134,0.046,24.062,0.046,00 59 12.854,-72 11 30.03,,3.2548213,IN,5
30394,14.83977083,-72.17222778,0.022495,59089,73305,25.252,0.036,24.239,0.036,00 59 21.545,-72 10 20.02,,3.2548213,IN,5
22075,14.79266667,-72.16988333,0.010654,56262,69061,25.106,0.054,24.02,0.031,00 59 10.240,-72 10 11.58,,3.2548213,IN,5
2133,14.70451667,-72.20055833,0.030211,60662,75809,25.332,0.039,24.359,0.034,00 58 49.084,-72 12 02.01,,3.2548223,IN,5
13342,14.76292083,-72.19564444,0.01822,56777,69845,25.135,0.041,24.063,0.048,00 59 03.101,-72 11 44.32,,3.2552683,IN,5
396,14.69048333,-72.16813611,0.025607,59255,73565,25.258,0.044,24.247,0.038,00 58 45.716,-72 10 05.29,,3.2557144,IN,5
23955,14.80116667,-72.15779722,0.02212,61894,77797,25.392,0.038,24.448,0.034,00 59 12.280,-72 09 28.07,,3.2557151,IN,5
30942,14.84385833,-72.15814444,0.030159,58585,72559,25.228,0.045,24.202,0.027,00 59 22.526,-72 09 29.32,,3.255716,IN,5
16651,14.77322083,-72.18763611,0.010246,56163,68914,25.105,0.047,24.017,0.027,00 59 05.573,-72 11 15.49,,3.2561615,IN,5
14994,14.768175,-72.15440833,0.023092,59352,73721,25.265,0.064,24.257,0.054,00 59 04.362,-72 09 15.87,,3.2561615,IN,5
1024,14.69604167,-72.17189444,0.022829,61084,76475,25.355,0.043,24.392,0.034,00 58 47.050,-72 10 18.82,,3.2561615,IN,5
15342,14.76930833,-72.16803611,0.009469,55137,67366,25.051,0.061,23.936,0.02,00 59 04.634,-72 10 04.93,,3.2561622,IN,5
13189,14.76242917,-72.15601389,0.021562,60400,75404,25.315,0.047,24.332,0.028,00 59 02.983,-72 09 21.65,,3.2561622,IN,5
28251,14.8252125,-72.17683333,0.017422,60886,76170,25.342,0.047,24.372,0.025,00 59 18.051,-72 10 36.60,,3.2566082,IN,5
24379,14.80312917,-72.15393333,0.025864,62846,79373,25.442,0.048,24.522,0.028,00 59 12.751,-72 09 14.16,,3.2566092,IN,5
10665,14.75345833,-72.19126389,0.014497,59714,74272,25.282,0.042,24.282,0.029,00 59 00.830,-72 11 28.55,,3.2566092,IN,5
28062,14.8238875,-72.16469444,0.021291,64936,82948,25.552,0.039,24.687,0.026,00 59 17.733,-72 09 52.90,,3.2566092,IN,5
27500,14.82041667,-72.16406389,0.020853,60988,76313,25.346,0.035,24.378,0.023,00 59 16.900,-72 09 50.63,,3.25661,IN,5
11972,14.75835833,-72.17112778,0.007066,60108,74925,25.298,0.033,24.306,0.037,00 59 02.006,-72 10 16.06,,3.25661,IN,5
21739,14.79115417,-72.16231944,0.016712,60875,76150,25.333,0.046,24.358,0.031,00 59 09.877,-72 09 44.35,,3.257057,IN,5
25727,14.8101625,-72.16103889,0.020857,57241,70521,25.153,0.053,24.088,0.031,00 59 14.439,-72 09 39.74,,3.257057,IN,5
37,14.68705417,-72.19718889,0.031715,49535,59413,24.772,0.044,23.516,0.05,00 58 44.893,-72 11 49.88,,3.2575023,IN,5
27712,14.82157917,-72.17012222,0.017892,60927,76231,25.34,0.035,24.368,0.024,00 59 17.179,-72 10 12.44,,3.257504,IN,5
6037,14.73108333,-72.16170556,0.019482,32187,36698,23.822,0.018,22.091,0.022,00 58 55.460,-72 09 42.14,,3.2575047,IN,5
19996,14.78425,-72.15873333,0.019389,63439,80374,25.469,0.066,24.561,0.04,00 59 08.220,-72 09 31.44,,3.25795,IN,5
3091,14.711175,-72.19426111,0.024222,63480,80430,25.473,0.034,24.567,0.026,00 58 50.682,-72 11 39.34,,3.257951,IN,5
10823,14.75406667,-72.18411944,0.00793,59864,74525,25.291,0.083,24.294,0.043,00 59 00.976,-72 11 02.83,,3.257951,IN,5
18235,14.7783,-72.17273056,0.005662,63482,80433,25.479,0.082,24.576,0.09,00 59 06.792,-72 10 21.83,,3.257951,IN,5
24985,14.80615833,-72.18886667,0.016222,64344,81901,25.521,0.053,24.639,0.025,00 59 13.478,-72 11 19.92,,3.257951,IN,5
3778,14.71590417,-72.15469167,0.027893,38596,44909,24.191,0.059,22.644,0.078,00 58 51.817,-72 09 16.89,,3.2579517,IN,5
21413,14.7897125,-72.15583056,0.022637,57940,71573,25.191,0.061,24.144,0.067,00 59 09.531,-72 09 20.99,,3.2579517,IN,5
6018,14.73099583,-72.19916667,0.024493,63379,80280,25.471,0.056,24.564,0.029,00 58 55.439,-72 11 57.00,,3.2579527,IN,5
7877,14.74116667,-72.19016389,0.015148,61723,77540,25.386,0.036,24.436,0.031,00 58 57.880,-72 11 24.59,,3.258397,IN,5
26545,14.81477917,-72.16006667,0.022499,61693,77486,25.384,0.042,24.433,0.034,00 59 15.547,-72 09 36.24,,3.2583988,IN,5
9391,14.748275,-72.16897222,0.010509,38793,45159,24.2,0.018,22.657,0.012,00 58 59.586,-72 10 08.30,,3.2583995,IN,5
27645,14.8212375,-72.16098056,0.023137,60937,76247,25.347,0.058,24.377,0.029,00 59 17.097,-72 09 39.53,,3.2588449,IN,5
1039,14.69614167,-72.18093889,0.02236,47981,57262,24.691,0.057,23.393,0.091,00 58 47.074,-72 10 51.38,,3.2588458,IN,5
4444,14.7205875,-72.18414167,0.01605,60931,76237,25.343,0.047,24.371,0.036,00 58 52.941,-72 11 02.91,,3.2588458,IN,5
15329,14.769275,-72.18804444,0.010548,58011,71677,25.193,0.065,24.146,0.068,00 59 04.626,-72 11 16.96,,3.2588465,IN,5
31561,14.84871667,-72.16348611,0.028322,61070,76449,25.352,0.039,24.384,0.034,00 59 23.692,-72 09 48.55,,3.259291,IN,5
7935,14.74139583,-72.16696667,0.013378,60874,76148,25.338,0.052,24.363,0.033,00 58 57.935,-72 10 01.08,,3.259291,IN,5
6253,14.73234167,-72.16661389,0.01549,46139,54808,24.536,0.054,23.16,0.079,00 58 55.762,-72 09 59.81,,3.259292,IN,5
4208,14.7189625,-72.20075,0.027724,59846,74490,25.286,0.045,24.285,0.036,00 58 52.551,-72 12 02.70,,3.259292,IN,5
19187,14.78145417,-72.16732222,0.010942,57072,70265,25.15,0.041,24.081,0.033,00 59 07.549,-72 10 02.36,,3.2592926,IN,5
19264,14.7817125,-72.19525556,0.018221,63176,79928,25.462,0.047,24.549,0.051,00 59 07.611,-72 11 42.92,,3.2592926,IN,5
25487,14.8089125,-72.17063056,0.014195,52215,63166,24.906,0.055,23.715,0.071,00 59 14.139,-72 10 14.27,,3.2592926,IN,5
11512,14.75670833,-72.19552778,0.018375,58809,72888,25.236,0.053,24.21,0.024,00 59 01.610,-72 11 43.90,,3.2592936,IN,5
20573,14.78634167,-72.19648611,0.019769,61194,76637,25.356,0.044,24.39,0.058,00 59 08.722,-72 11 47.35,,3.2592943,IN,5
27054,14.81765833,-72.19643889,0.024215,62955,79530,25.445,0.087,24.523,0.055,00 59 16.238,-72 11 47.18,,3.2597387,IN,5
19612,14.78285833,-72.20076944,0.02369,62960,79542,25.445,0.04,24.523,0.032,00 59 07.886,-72 12 02.77,,3.2597387,IN,5
21202,14.78876667,-72.18720556,0.011545,58590,72567,25.225,0.039,24.193,0.036,00 59 09.304,-72 11 13.94,,3.2597396,IN,5
18829,14.7802125,-72.16113333,0.016766,57712,71241,25.177,0.059,24.121,0.029,00 59 07.251,-72 09 40.08,,3.2597396,IN,5
28804,14.82869167,-72.17601111,0.018534,62105,78140,25.407,0.047,24.466,0.036,00 59 18.886,-72 10 33.64,,3.2597396,IN,5
24188,14.8021625,-72.16283056,0.017958,41490,48678,24.347,0.022,22.876,0.015,00 59 12.519,-72 09 46.19,,3.2597406,IN,5
18661,14.77965833,-72.16310278,0.014809,57834,71425,25.187,0.04,24.136,0.025,00 59 07.118,-72 09 47.17,,3.2597406,IN,5
5234,14.72586667,-72.18919722,0.017483,57503,70916,25.17,0.051,24.11,0.048,00 58 54.208,-72 11 21.11,,3.2601867,IN,5
20395,14.78566667,-72.19451667,0.017824,61464,77104,25.372,0.049,24.413,0.036,00 59 08.560,-72 11 40.26,,3.2601867,IN,5
6476,14.73370833,-72.169375,0.013356,58850,72948,25.234,0.096,24.206,0.084,00 58 56.090,-72 10 09.75,,3.2601867,IN,5
28088,14.8240875,-72.18862778,0.020368,42823,50414,24.424,0.027,22.991,0.031,00 59 17.781,-72 11 19.06,,3.2601874,IN,5
30828,14.842925,-72.16693056,0.025164,65840,84507,25.6,0.049,24.755,0.028,00 59 22.302,-72 10 00.95,,3.2601883,IN,5
2252,14.70541667,-72.16908333,0.02102,59886,74565,25.293,0.031,24.294,0.032,00 58 49.300,-72 10 08.70,,3.2606328,IN,5
6617,14.73459167,-72.16481667,0.016358,62921,79485,25.449,0.063,24.528,0.04,00 58 56.302,-72 09 53.34,,3.2606335,IN,5
26291,14.813425,-72.19194167,0.019972,56002,68670,25.089,0.075,23.988,0.043,00 59 15.222,-72 11 30.99,,3.2606344,IN,5
28622,14.82750417,-72.17782778,0.018113,64418,82043,25.523,0.089,24.639,0.057,00 59 18.601,-72 10 40.18,,3.2606354,IN,5
20592,14.78646667,-72.1534,0.024732,54761,66847,24.981,0.038,23.826,0.057,00 59 08.752,-72 09 12.24,,3.2606354,IN,5
3706,14.71540833,-72.19478056,0.023681,61410,77018,25.371,0.027,24.411,0.023,00 58 51.698,-72 11 41.21,,3.2606354,IN,5
1698,14.70143333,-72.17918889,0.020545,58559,72516,25.226,0.04,24.193,0.048,00 58 48.344,-72 10 45.08,,3.2610805,IN,5
117,14.68778333,-72.1723,0.0252,56355,69194,25.108,0.038,24.016,0.047,00 58 45.068,-72 10 20.28,,3.2610805,IN,5
20198,14.78497917,-72.15814444,0.020016,59046,73234,25.248,0.067,24.226,0.065,00 59 08.395,-72 09 29.32,,3.2610805,IN,5
21760,14.79122083,-72.16049167,0.018396,55602,68080,25.072,0.061,23.962,0.068,00 59 09.893,-72 09 37.77,,3.2610822,IN,5
30278,14.8389875,-72.16432778,0.025328,57741,71286,25.176,0.048,24.118,0.045,00 59 21.357,-72 09 51.58,,3.2610822,IN,5
6693,14.73495833,-72.174475,0.010654,57273,70570,25.157,0.034,24.089,0.029,00 58 56.390,-72 10 28.11,,3.2615275,IN,5
2936,14.710075,-72.19045556,0.022036,54310,66198,25.007,0.025,23.864,0.024,00 58 50.418,-72 11 25.64,,3.2615285,IN,5
7600,14.73971667,-72.17536111,0.009017,55550,68007,25.071,0.042,23.96,0.027,00 58 57.532,-72 10 31.30,,3.2615285,IN,5
436,14.69090833,-72.17389167,0.023973,59214,73492,25.259,0.033,24.242,0.037,00 58 45.818,-72 10 26.01,,3.2615292,IN,5
22116,14.7929125,-72.18358333,0.009674,49919,59921,24.787,0.043,23.534,0.017,00 59 10.299,-72 11 00.90,,3.2615292,IN,5
24274,14.8025875,-72.17775833,0.010487,64932,82941,25.547,0.037,24.674,0.025,00 59 12.621,-72 10 39.93,,3.2615302,IN,5
1113,14.6966875,-72.19296944,0.026828,57617,71096,25.179,0.037,24.122,0.024,00 58 47.205,-72 11 34.69,,3.2615302,IN,5
27359,14.81949167,-72.18024722,0.015896,62615,78984,25.429,0.029,24.497,0.051,00 59 16.678,-72 10 48.89,,3.2615302,IN,5
14751,14.76745,-72.16511944,0.012384,56667,69679,25.126,0.052,24.042,0.017,00 59 04.188,-72 09 54.43,,3.2619753,IN,5
2264,14.70548333,-72.15814167,0.027298,59954,74679,25.292,0.096,24.291,0.081,00 58 49.316,-72 09 29.31,,3.2619753,IN,5
11991,14.75841667,-72.1897,0.012572,61572,77264,25.376,0.034,24.417,0.029,00 59 02.020,-72 11 22.92,,3.2619753,IN,5
23379,14.7984625,-72.16078611,0.019091,62990,79598,25.448,0.054,24.525,0.039,00 59 11.631,-72 09 38.83,,3.2619762,IN,5
9075,14.74691667,-72.17370556,0.007575,48242,57627,24.704,0.042,23.409,0.035,00 58 59.260,-72 10 25.34,,3.2619762,IN,5
31122,14.8452125,-72.18256944,0.024067,61091,76488,25.35,0.04,24.378,0.028,00 59 22.851,-72 10 57.25,,3.2619762,IN,5
4678,14.7223375,-72.1526,0.028609,60276,75210,25.312,0.074,24.321,0.06,00 58 53.361,-72 09 09.36,,3.261977,IN,5
8081,14.742175,-72.18961111,0.014517,63226,80026,25.459,0.061,24.541,0.068,00 58 58.122,-72 11 22.60,,3.2624223,IN,5
13174,14.76237917,-72.16964722,0.008062,45029,53336,24.539,0.019,23.161,0.014,00 59 02.971,-72 10 10.73,,3.2624233,IN,5
8343,14.74349583,-72.19911944,0.022916,61001,76338,25.347,0.055,24.373,0.029,00 58 58.439,-72 11 56.83,,3.262424,IN,5
16266,14.77207083,-72.15513889,0.02239,61765,77603,25.39,0.042,24.437,0.037,00 59 05.297,-72 09 18.50,,3.2628694,IN,5
20521,14.78614167,-72.15660278,0.021597,63173,79924,25.452,0.051,24.53,0.034,00 59 08.674,-72 09 23.77,,3.2628694,IN,5
4550,14.72130833,-72.170125,0.016175,62860,79394,25.446,0.057,24.521,0.039,00 58 53.114,-72 10 12.45,,3.2628694,IN,5
27517,14.82055833,-72.20221389,0.029427,60772,75983,25.334,0.078,24.353,0.058,00 59 16.934,-72 12 07.97,,3.2628694,IN,5
13782,14.76439167,-72.18740278,0.009976,58488,72404,25.218,0.055,24.179,0.06,00 59 03.454,-72 11 14.65,,3.26287,IN,5
17531,14.77592917,-72.15780278,0.019834,63568,80586,25.484,0.063,24.578,0.032,00 59 06.223,-72 09 28.09,,3.26287,IN,5
2765,14.70889167,-72.16513333,0.022003,61041,76407,25.346,0.032,24.371,0.032,00 58 50.134,-72 09 54.48,,3.262871,IN,5
1603,14.7006375,-72.18245833,0.021302,61067,76445,25.354,0.038,24.383,0.031,00 58 48.153,-72 10 56.85,,3.262871,IN,5
13922,14.7648875,-72.16679167,0.01076,63961,81223,25.501,0.04,24.603,0.027,00 59 03.573,-72 10 00.45,,3.2633162,IN,5
30653,14.84162083,-72.20148611,0.03283,46568,55347,24.613,0.054,23.271,0.052,00 59 21.989,-72 12 05.35,,3.2633188,IN,5
23986,14.80127917,-72.17110278,0.011943,60376,75363,25.31,0.036,24.316,0.022,00 59 12.307,-72 10 15.97,,3.2637641,IN,5
6245,14.7322625,-72.19244444,0.018577,64629,82410,25.534,0.048,24.652,0.029,00 58 55.743,-72 11 32.80,,3.2637649,IN,5
28679,14.82789583,-72.16388889,0.022756,60241,75141,25.304,0.037,24.307,0.021,00 59 18.695,-72 09 50.00,,3.2637665,IN,5
29533,14.8335875,-72.19561389,0.026956,61399,76997,25.365,0.076,24.398,0.078,00 59 20.061,-72 11 44.21,,3.264211,IN,5
30223,14.83867083,-72.18273056,0.022151,62569,78907,25.431,0.046,24.497,0.027,00 59 21.281,-72 10 57.83,,3.264212,IN,5
26039,14.81198333,-72.17743889,0.01336,60620,75744,25.327,0.046,24.341,0.037,00 59 14.876,-72 10 38.78,,3.264212,IN,5
21698,14.79094167,-72.15844444,0.020274,59243,73545,25.259,0.042,24.239,0.042,00 59 09.826,-72 09 30.40,,3.2642128,IN,5
1838,14.702475,-72.15543611,0.029893,52818,64020,24.932,0.076,23.748,0.066,00 58 48.594,-72 09 19.57,,3.264659,IN,5
24709,14.80471667,-72.19746111,0.022854,47063,56027,24.64,0.028,23.31,0.019,00 59 13.132,-72 11 50.86,,3.264659,IN,5
25445,14.808625,-72.15383611,0.026688,63357,80234,25.472,0.042,24.558,0.031,00 59 14.070,-72 09 13.81,,3.264659,IN,5
10281,14.75196667,-72.19283333,0.01613,58813,72896,25.238,0.048,24.207,0.025,00 59 00.472,-72 11 34.20,,3.2646596,IN,5
3450,14.7136,-72.18101111,0.017115,51075,61566,24.85,0.034,23.625,0.041,00 58 51.264,-72 10 51.64,,3.2646596,IN,5
22114,14.7928875,-72.16961944,0.010891,61224,76685,25.359,0.045,24.388,0.02,00 59 10.293,-72 10 10.63,,3.265105,IN,5
21551,14.7902625,-72.171125,0.009258,61545,77224,25.373,0.033,24.409,0.028,00 59 09.663,-72 10 16.05,,3.265105,IN,5
19029,14.78095,-72.191225,0.014257,39077,45521,24.217,0.024,22.675,0.023,00 59 07.428,-72 11 28.41,,3.2651057,IN,5
11125,14.7552625,-72.18274722,0.006598,39853,46557,24.257,0.072,22.735,0.065,00 59 01.263,-72 10 57.89,,3.2651057,IN,5
18724,14.77988333,-72.19536111,0.018207,59703,74261,25.281,0.043,24.271,0.023,00 59 07.172,-72 11 43.30,,3.2651067,IN,5
5414,14.7271625,-72.19513611,0.021672,61477,77126,25.371,0.039,24.406,0.031,00 58 54.519,-72 11 42.49,,3.2651067,IN,5
12429,14.75994167,-72.17347222,0.004777,57200,70450,25.155,0.041,24.082,0.034,00 59 02.386,-72 10 24.50,,3.2651067,IN,5
22721,14.7955375,-72.15404722,0.024889,58679,72692,25.231,0.032,24.196,0.028,00 59 10.929,-72 09 14.57,,3.2651083,IN,5
745,14.69361667,-72.199,0.031378,58344,72187,25.206,0.038,24.158,0.03,00 58 46.468,-72 11 56.40,,3.265552,IN,5
27749,14.82187917,-72.17751667,0.016389,57639,71133,25.176,0.043,24.113,0.029,00 59 17.251,-72 10 39.06,,3.2655537,IN,5
14939,14.76801667,-72.16250833,0.014992,61742,77570,25.386,0.05,24.428,0.026,00 59 04.324,-72 09 45.03,,3.2655537,IN,5
5523,14.727825,-72.20231111,0.027733,61624,77359,25.378,0.033,24.416,0.037,00 58 54.678,-72 12 08.32,,3.2655537,IN,5
15262,14.76906667,-72.16478889,0.012713,62532,78848,25.426,0.039,24.488,0.031,00 59 04.576,-72 09 53.24,,3.2655537,IN,5
20631,14.78661667,-72.15818333,0.020112,60879,76157,25.34,0.041,24.359,0.029,00 59 08.788,-72 09 29.46,,3.2655544,IN,5
22478,14.7944875,-72.15316667,0.025618,60099,74911,25.304,0.047,24.305,0.074,00 59 10.677,-72 09 11.40,,3.2655544,IN,5
10423,14.752525,-72.18730556,0.010934,59498,73940,25.266,0.034,24.248,0.021,00 59 00.606,-72 11 14.30,,3.2655554,IN,5
202,14.68859583,-72.19606944,0.030657,64448,82095,25.525,0.033,24.636,0.026,00 58 45.263,-72 11 45.85,,3.2660005,IN,5
19790,14.78352917,-72.1553,0.022683,64581,82323,25.537,0.073,24.654,0.042,00 59 08.047,-72 09 19.08,,3.2660024,IN,5
28634,14.82760833,-72.18817222,0.021044,65306,83576,25.568,0.056,24.7,0.037,00 59 18.626,-72 11 17.42,,3.2664485,IN,5
23792,14.80037917,-72.15856111,0.02133,54688,66745,25.03,0.05,23.893,0.043,00 59 12.091,-72 09 30.82,,3.2664492,IN,5
10126,14.75139167,-72.16504167,0.013495,62361,78558,25.421,0.031,24.479,0.031,00 59 00.334,-72 09 54.15,,3.2668946,IN,5
1959,14.70319583,-72.19216944,0.024746,61750,77581,25.387,0.033,24.428,0.029,00 58 48.767,-72 11 31.81,,3.2668946,IN,5
27299,14.81912917,-72.15755833,0.025291,53946,65637,24.987,0.026,23.828,0.023,00 59 16.591,-72 09 27.21,,3.2668953,IN,5
17552,14.77599167,-72.18257778,0.005593,60741,75933,25.327,0.076,24.338,0.029,00 59 06.238,-72 10 57.28,,3.2668953,IN,5
13833,14.7645625,-72.16693333,0.01063,59701,74255,25.283,0.032,24.272,0.022,00 59 03.495,-72 10 00.96,,3.2668972,IN,5
19049,14.7810125,-72.15708889,0.020777,63516,80482,25.476,0.035,24.561,0.033,00 59 07.443,-72 09 25.52,,3.2673416,IN,5
27556,14.82075833,-72.17584444,0.016132,61245,76720,25.354,0.048,24.378,0.025,00 59 16.982,-72 10 33.04,,3.2673423,IN,5
1741,14.70169583,-72.17149722,0.021264,59512,73967,25.274,0.047,24.258,0.036,00 58 48.407,-72 10 17.39,,3.2673433,IN,5
15769,14.77060833,-72.20180278,0.024313,65588,84068,25.582,0.036,24.72,0.037,00 59 04.946,-72 12 06.49,,3.267344,IN,5
25653,14.8098,-72.17239722,0.013681,61614,77340,25.379,0.039,24.415,0.026,00 59 14.352,-72 10 20.63,,3.2677884,IN,5
12520,14.76021667,-72.15933889,0.01833,63302,80147,25.465,0.046,24.544,0.045,00 59 02.452,-72 09 33.62,,3.2677894,IN,5
11442,14.75644583,-72.18192222,0.005726,59603,74099,25.271,0.041,24.253,0.044,00 59 01.547,-72 10 54.92,,3.2677894,IN,5
11238,14.75571667,-72.15890278,0.018994,63840,81030,25.495,0.071,24.589,0.099,00 59 01.372,-72 09 32.05,,3.26779,IN,5
11772,14.75762083,-72.15705833,0.020703,60751,75953,25.337,0.069,24.352,0.034,00 59 01.829,-72 09 25.41,,3.26779,IN,5
4643,14.7220625,-72.18681111,0.016946,58168,71923,25.206,0.044,24.155,0.031,00 58 53.295,-72 11 12.52,,3.2682354,IN,5
29249,14.83156667,-72.18534167,0.020878,40919,47916,24.32,0.058,22.826,0.032,00 59 19.576,-72 11 07.23,,3.2682364,IN,5
19873,14.7838375,-72.168975,0.009757,62200,78305,25.404,0.045,24.452,0.031,00 59 08.121,-72 10 08.31,,3.2682364,IN,5
9476,14.74866667,-72.18825278,0.012322,61214,76670,25.354,0.025,24.377,0.024,00 58 59.680,-72 11 17.71,,3.2682364,IN,5
9015,14.74657917,-72.16249167,0.01642,59578,74057,25.274,0.038,24.257,0.02,00 58 59.179,-72 09 44.97,,3.268237,IN,5
2914,14.70992917,-72.15855556,0.026053,55365,67714,25.065,0.089,23.943,0.069,00 58 50.383,-72 09 30.80,,3.2686841,IN,5
26320,14.8135375,-72.16888611,0.016301,58086,71797,25.199,0.033,24.144,0.018,00 59 15.249,-72 10 07.99,,3.2686841,IN,5
12862,14.76131667,-72.16225556,0.015395,62538,78858,25.423,0.037,24.48,0.033,00 59 02.716,-72 09 44.12,,3.2686849,IN,5
8131,14.74241667,-72.19029722,0.015055,60953,76268,25.348,0.054,24.367,0.032,00 58 58.180,-72 11 25.07,,3.2691302,IN,5
31020,14.844525,-72.18448056,0.024338,62651,79037,25.432,0.037,24.493,0.027,00 59 22.686,-72 11 04.13,,3.2691302,IN,5
