,source_id,RA,DEC,g,bp_rp,phot_variable_flag,Star_Id,RA_HST,Dec_HST,RA_toGaia,Dec_toGaia,F125W,eF125W,F139M,eF139M,F160W,eF160W,J,eJ,H,eH,Ks,eKs,inMUSE,membership,Weight,in_field,mask
24,5.94e+18,251.7800655,-45.85570964,18.239925,5.247719,NOT_AVAILABLE,1142.0,251.7800799,-45.8557145,251.7800574,-45.8557165,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.326999,0.014,10.772,0.009999,10.05,0.013,1.0,1.0,1.0,IN,0
90,5.94e+18,251.780933,-45.85004492,17.888573,5.1816216,NOT_AVAILABLE,1371.0,251.7809428,-45.8500537,251.7809253,-45.8500541,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.744999,0.014,11.449,0.010999,10.864999,0.016,1.0,1.0,1.0,IN,0
11,5.94e+18,251.7816622,-45.853324,16.831776,5.244792,NOT_AVAILABLE,6008.0,251.7816748,-45.8533319,251.7816548,-45.853333,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.586,0.013,10.258,0.008999,9.6630001,0.012,1.0,1.0,1.0,IN,0
32,5.94e+18,251.7825437,-45.84342931,16.902033,5.2016993,NOT_AVAILABLE,1583.0,251.7825452,-45.8434395,251.7825336,-45.843438,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.104999,0.016,10.932,0.012,10.409999,0.014999,1.0,1.0,1.0,IN,0
206,5.94e+18,251.7833626,-45.84435505,18.966265,4.830467,NOT_AVAILABLE,26847.0,251.7833799,-45.84435615,251.7833678,-45.8443547,14.1743,0.037,13.5736,0.044,13.2507,0.039,14.166999,0.014,12.949,0.009999,12.463,0.017999,0.0,1.0,2.0,IN,0
203,5.94e+18,251.7844712,-45.85130934,18.83083,4.4498444,NOT_AVAILABLE,1315.0,251.7844794,-45.8513176,251.7844618,-45.8513177,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.677,0.010999,12.359999,0.008999,11.772,0.014,0.0,1.0,2.0,IN,0
201,5.94e+18,251.7852284,-45.8470564,13.233335,5.3708887,NOT_AVAILABLE,108.0,251.785261,-45.847034,251.7852472,-45.8470329,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,8.0240001,0.013,6.9239997,0.020999,6.3299999,0.013,0.0,1.0,2.0,IN,0
199,5.94e+18,251.7863134,-45.8741091,18.448597,4.133255,NOT_AVAILABLE,2763.0,251.7863393,-45.8741079,251.7863034,-45.8741134,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.583,0.013,12.336,0.008,11.677,0.028,0.0,1.0,2.0,IN,0
194,5.94e+18,251.7873081,-45.84154709,17.87769,5.191263,NOT_AVAILABLE,5186.0,251.7873072,-45.841562,251.7872985,-45.8415591,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.027,0.016,11.854999,0.014,11.312999,0.021999,0.0,1.0,2.0,IN,0
190,5.94e+18,251.7883968,-45.83836806,18.316093,4.3503456,NOT_AVAILABLE,4374.0,251.7883926,-45.8383857,251.7883868,-45.8383818,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.375,0.017999,12.145999,0.016,11.585,0.032,0.0,1.0,2.0,IN,0
188,5.94e+18,251.7892984,-45.85122156,18.367422,4.6289997,NOT_AVAILABLE,4334.0,251.7892977,-45.8512331,251.7892815,-45.8512323,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.760999,0.017,12.645999,0.013,12.151,0.023,0.0,1.0,2.0,IN,0
186,5.94e+18,251.790745,-45.86392646,17.622936,5.2344627,NOT_AVAILABLE,866.0,251.7907625,-45.8639303,251.7907362,-45.8639324,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.781,0.009999,11.579999,0.008,11.043999,0.013,0.0,1.0,2.0,IN,0
185,5.94e+18,251.7916343,-45.85759867,18.58364,4.2078075,NOT_AVAILABLE,1067.0,251.7916423,-45.8576059,251.7916215,-45.8576062,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.501999,0.009999,12.222,0.008999,11.652,0.014,0.0,1.0,2.0,IN,0
184,5.94e+18,251.7927063,-45.8451465,18.44864,4.8795395,VARIABLE,3541.0,251.7927051,-45.8451584,251.7926949,-45.8451554,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.673999,0.013,12.501999,0.009999,12.0,0.017,0.0,1.0,2.0,IN,0
182,5.94e+18,251.7936266,-45.83517329,16.44771,5.4975796,NOT_AVAILABLE,1879.0,251.7936254,-45.8351807,251.7936237,-45.835175,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.420999,0.014,10.14,0.008999,9.5719995,0.017,0.0,1.0,2.0,IN,0
178,5.94e+18,251.7947728,-45.8299857,16.434149,4.8669395,NOT_AVAILABLE,5347.0,251.7947682,-45.8299914,251.7947711,-45.8299842,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.843,0.018999,10.729,0.012,10.246999,0.025,0.0,1.0,2.0,IN,0
454,5.94e+18,251.7956365,-45.84889544,20.797663,,NOT_AVAILABLE,27700.0,251.7956505,-45.84889439,251.795638,-45.8488917,17.2553,0.055,16.8266,0.052,16.4847,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0.0,0.0,5.0,IN,0
