,source_id,RA,DEC,g,bp_rp,phot_variable_flag,Star_Id,RA_HST,Dec_HST,RA_toGaia,Dec_toGaia,F125W,eF125W,F139M,eF139M,F160W,eF160W,J,eJ,H,eH,Ks,eKs,inMUSE,membership,Weight,in_field,mask
38,5.94e+18,251.7635382,-45.84784751,12.780431,5.974348,VARIABLE,7.0,251.763543,-45.847847,251.7635224,-45.8478502,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,7.1350002,0.010999,7.0489997,,6.2839999,,1.0,1.0,1.0,IN,1
116,5.94e+18,251.7642725,-45.83988358,18.23111,4.2332706,NOT_AVAILABLE,5211.0,251.7642712,-45.8398935,251.7642574,-45.8398945,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.598999,0.029999,12.425,0.019999,12.02,0.035,1.0,1.0,1.0,IN,1
49,5.94e+18,251.7652207,-45.84763,16.256138,5.689945,NOT_AVAILABLE,5095.0,251.7652291,-45.8476389,251.7652091,-45.8476417,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.454,0.014999,10.246999,0.009999,9.6709995,0.017999,1.0,1.0,1.0,IN,1
30,5.94e+18,251.7662232,-45.86293206,15.675524,4.738517,NOT_AVAILABLE,903.0,251.7662525,-45.8629287,251.7662202,-45.8629352,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.192999,0.014,10.131999,0.007,9.6459999,0.012,1.0,1.0,1.0,IN,1
78,5.94e+18,251.767177,-45.84681885,11.98181,5.1797705,VARIABLE,20.0,251.767229,-45.846809,251.7672103,-45.8468112,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,6.8829998,0.010999,7.0279998,,6.2069997,,1.0,1.0,1.0,IN,1
25,5.94e+18,251.7682907,-45.84646773,14.732966,5.0345144,NOT_AVAILABLE,5102.0,251.7683073,-45.8464807,251.7682892,-45.8464826,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,9.9879999,0.014999,8.8579998,0.041999,8.0209999,0.034,1.0,1.0,1.0,IN,1
39,5.94e+18,251.7695539,-45.85667177,13.639342,8.474987,VARIABLE,25.0,251.769539,-45.856632,251.7695128,-45.8566363,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,6.3779997,0.008999,4.381,0.075,2.6099998,0.407999,1.0,1.0,1.0,IN,1
14,5.94e+18,251.7702775,-45.84247465,20.185143,4.8865547,NOT_AVAILABLE,43389.0,251.7702923,-45.8424708,251.7702781,-45.8424713,16.1553,0.089,15.3366,0.079,15.4077,0.108,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1.0,1.0,1.0,IN,1
77,5.94e+18,251.7711637,-45.84867071,15.149864,4.957369,NOT_AVAILABLE,3446.0,251.7711765,-45.8486788,251.7711574,-45.8486807,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.593,0.012,9.5530004,0.024,8.9180002,0.016,1.0,1.0,1.0,IN,1
122,5.94e+18,251.7720721,-45.85983771,16.368557,5.3386173,NOT_AVAILABLE,3152.0,251.7720995,-45.8598386,251.7720714,-45.8598432,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.873999,0.012,9.5509996,0.019999,8.7700004,0.026,1.0,1.0,1.0,IN,1
54,5.94e+18,251.7733924,-45.83802715,18.236374,4.761801,NOT_AVAILABLE,3717.0,251.7733947,-45.8380383,251.773385,-45.8380371,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.576,0.014,12.463,0.007,11.953,0.014,1.0,1.0,1.0,IN,1
111,5.94e+18,251.7741043,-45.84261806,14.609783,4.8138294,NOT_AVAILABLE,5950.0,251.774107,-45.8426337,251.7740937,-45.8426336,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.057999,0.014999,9.078,0.059999,8.0819997,0.037,1.0,1.0,1.0,IN,1
74,5.94e+18,251.7749519,-45.83996271,16.270184,5.08323,VARIABLE,5961.0,251.7749423,-45.8399475,251.7749314,-45.8399465,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.034999,0.09,10.005,0.072999,9.4499998,0.127,1.0,1.0,1.0,IN,1
63,5.94e+18,251.7756796,-45.84595309,18.460354,5.108078,NOT_AVAILABLE,5651.0,251.7756891,-45.8459613,251.7756735,-45.8459617,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.762999,0.037999,12.64,0.028999,12.121,0.023,1.0,1.0,1.0,IN,1
708,5.94e+18,251.7765892,-45.85485018,20.19407,,NOT_AVAILABLE,26854.0,251.7766018,-45.85485202,251.7765791,-45.8548545,14.3143,0.038,13.7206,0.055,13.2487,0.042,14.347999,0.014999,12.857999,0.010999,12.140999,0.025,1.0,0.0,5.0,IN,1
29,5.94e+18,251.7775525,-45.84506858,11.784122,5.5522127,VARIABLE,70.0,251.777583,-45.845074,251.7775686,-45.8450738,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,6.6030001,0.004999,7.0440001,,6.171,,1.0,1.0,1.0,IN,1
47,5.94e+18,251.7783938,-45.84359523,17.08081,4.778161,NOT_AVAILABLE,5946.0,251.7784031,-45.8436248,251.7783902,-45.8436241,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.173,0.037,11.024,0.028,10.600999,0.050999,1.0,1.0,1.0,IN,1
87,5.94e+18,251.77965,-45.84376466,18.184856,4.6897926,NOT_AVAILABLE,3573.0,251.7796525,-45.8437773,251.7796398,-45.8437764,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.321999,0.014,12.154999,0.010999,11.560999,0.019999,1.0,1.0,1.0,IN,1
105,5.94e+18,251.7804359,-45.84006283,16.31101,4.297879,NOT_AVAILABLE,1696.0,251.780437,-45.8400722,251.7804276,-45.8400702,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.09,0.014,11.086999,0.008999,10.645999,0.014,1.0,1.0,1.0,IN,1
211,5.94e+18,251.7812569,-45.87477446,11.504495,5.3101797,VARIABLE,222.0,251.78124,-45.874744,251.7812021,-45.8747506,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,6.407,0.013,5.2709999,0.032999,4.6319999,0.008999,0.0,1.0,2.0,IN,1
94,5.94e+18,251.7822424,-45.85020908,18.837805,4.6563244,NOT_AVAILABLE,5043.0,251.7822542,-45.8502112,251.7822369,-45.8502114,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.817,0.014999,12.534999,0.016,11.944999,0.039999,1.0,1.0,1.0,IN,1
611,5.94e+18,251.783217,-45.85446637,19.894669,3.3111115,NOT_AVAILABLE,26897.0,251.7832279,-45.85446947,251.7832074,-45.8544706,14.7903,0.064,14.0916,0.054,13.6527,0.05,14.680999,0.010999,13.376,0.008999,12.753,0.014999,0.0,0.0,5.0,IN,1
205,5.94e+18,251.7839469,-45.84194993,19.246077,4.5339775,NOT_AVAILABLE,26874.0,251.7839655,-45.84195448,251.7839555,-45.8419523,14.5533,0.033,14.1606,0.06,13.8997,0.064,14.593999,0.014999,13.435,0.014,12.788,0.027,0.0,1.0,2.0,IN,1
202,5.94e+18,251.7847951,-45.84596551,15.813225,5.5645504,VARIABLE,5806.0,251.7848029,-45.8459784,251.7847898,-45.8459771,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.621,0.010999,9.2670001,0.020999,8.104,0.039,0.0,1.0,2.0,IN,1
200,5.94e+18,251.7862065,-45.84643804,15.871966,5.138444,NOT_AVAILABLE,3506.0,251.7862049,-45.8464531,251.7861918,-45.8464516,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.057,0.010999,9.887,0.008,9.3310003,0.016,0.0,1.0,2.0,IN,1
195,5.94e+18,251.787153,-45.83292231,14.688482,8.178188,VARIABLE,217.0,251.787191,-45.832939,251.7871894,-45.8329339,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,6.933,0.008999,4.6729998,0.013,3.2780001,0.27,0.0,1.0,2.0,IN,1
191,5.94e+18,251.7883193,-45.84679028,16.42242,5.247267,NOT_AVAILABLE,6068.0,251.7883267,-45.8468066,251.7883139,-45.8468048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.576,0.032,10.434,0.019999,9.934,0.021999,0.0,1.0,2.0,IN,1
189,5.94e+18,251.7890843,-45.84714684,13.337629,5.1825094,NOT_AVAILABLE,139.0,251.789101,-45.847126,251.7890882,-45.8471242,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,8.2869997,0.014999,7.25,0.027,6.703,0.023,0.0,1.0,2.0,IN,1
187,5.94e+18,251.7900396,-45.84281599,16.951368,5.0432014,NOT_AVAILABLE,1601.0,251.7900387,-45.8428276,251.7900297,-45.8428245,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.088,0.014,10.871999,0.010999,10.335,0.016,0.0,1.0,2.0,IN,1
514,5.94e+18,251.7908268,-45.85731912,17.72689,2.4455605,NOT_AVAILABLE,26937.0,251.7908404,-45.85732235,251.7908196,-45.8573227,15.0703,0.033,14.6856,0.045,14.5077,0.053,15.130999,0.012,14.401,0.014999,14.104,0.018999,0.0,0.0,5.0,IN,1
506,5.94e+18,251.791538,-45.83406539,15.238852,1.8210096,NOT_AVAILABLE,5300.0,251.7915402,-45.8340661,251.7915389,-45.8340605,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.053,0.013,12.411,0.009999,12.190999,0.018999,0.0,0.0,5.0,IN,1
501,5.94e+18,251.7922796,-45.85182466,19.045923,2.1581726,NOT_AVAILABLE,27267.0,251.7922971,-45.85182756,251.7922813,-45.8518263,16.3523,0.035,15.9796,0.039,15.8617,0.045,16.419,0.018999,15.442999,0.018999,14.862,0.032,0.0,0.0,5.0,IN,1
183,5.94e+18,251.7929867,-45.87659433,17.887854,5.021223,VARIABLE,413.0,251.7930144,-45.8765908,251.7929783,-45.8765956,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.647999,0.009999,11.199999,0.006,10.322999,0.016,0.0,1.0,2.0,IN,1
480,5.94e+18,251.7939607,-45.82696342,19.476173,2.0734882,NOT_AVAILABLE,43421.0,251.793986,-45.82696652,251.7939913,-45.8269587,16.6643,0.035,16.2646,0.038,16.0517,0.039,16.788999,0.018999,15.980999,0.026,15.668999,0.034,0.0,0.0,5.0,IN,1
179,5.94e+18,251.7947221,-45.84966118,17.698622,4.792309,VARIABLE,1381.0,251.7947254,-45.8496723,251.7947121,-45.84967,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.029999,0.013,11.906,0.010999,11.420999,0.017,0.0,1.0,2.0,IN,1
455,5.94e+18,251.7954818,-45.8476798,18.61701,3.3652725,NOT_AVAILABLE,27013.0,251.7954961,-45.84768723,251.7954846,-45.8476843,15.5113,0.027,15.0566,0.037,14.8617,0.037,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0.0,0.0,5.0,IN,1
