,source_id,RA,DEC,g,bp_rp,phot_variable_flag,Star_Id,RA_HST,Dec_HST,RA_toGaia,Dec_toGaia,F125W,eF125W,F139M,eF139M,F160W,eF160W,J,eJ,H,eH,Ks,eKs,inMUSE,membership,Weight,in_field,mask
157,5.94e+18,251.7591434,-45.86099985,15.885628,4.923789,NOT_AVAILABLE,4307.0,251.7591765,-45.8610023,251.7591438,-45.8610096,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.303999,0.009999,10.178,0.014,9.6730003,0.017999,1.0,1.0,1.0,IN,4
99,5.94e+18,251.7599964,-45.85044149,16.913315,5.336364,NOT_AVAILABLE,6097.0,251.7600127,-45.8504434,251.759989,-45.8504479,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.951,0.014999,10.715999,0.019999,10.194999,0.025,1.0,1.0,1.0,IN,4
85,5.94e+18,251.7610045,-45.8642248,16.578358,4.6743803,NOT_AVAILABLE,858.0,251.7610394,-45.8642193,251.7610045,-45.8642271,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.196999,0.008,11.142999,0.008999,10.661,0.014999,1.0,1.0,1.0,IN,4
240,5.94e+18,251.761852,-45.83514168,16.418102,4.8460293,NOT_AVAILABLE,1882.0,251.7618576,-45.8351521,251.761847,-45.8351524,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.803999,0.010999,10.684,0.008,10.190999,0.010999,0.0,1.0,2.0,IN,4
100,5.94e+18,251.7627548,-45.85037342,17.647964,5.14845,NOT_AVAILABLE,1354.0,251.7627708,-45.8503827,251.7627479,-45.8503867,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.623999,0.013,11.359999,0.009999,10.819,0.017999,1.0,1.0,1.0,IN,4
108,5.94e+18,251.7640387,-45.8509511,16.16946,5.7610054,NOT_AVAILABLE,5627.0,251.764056,-45.8509569,251.764033,-45.8509608,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.956,0.013,9.6649999,0.006,9.071,0.010999,1.0,1.0,1.0,IN,4
309,5.94e+18,251.7648047,-45.84938526,14.562051,5.273041,VARIABLE,,,,,,,,,,,,,,,,,,0.0,1.0,3.0,IN,4
131,5.94e+18,251.7656498,-45.84958122,15.625835,4.432521,NOT_AVAILABLE,3424.0,251.7656657,-45.8495901,251.7656443,-45.8495933,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.918,0.008999,9.7969999,0.006,9.25,0.013,1.0,1.0,1.0,IN,4
106,5.94e+18,251.7664954,-45.86047896,15.982361,5.512189,VARIABLE,36.0,251.766501,-45.860477,251.7664708,-45.8604828,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.130999,0.045,7.9650001,,6.7389998,,1.0,1.0,1.0,IN,4
121,5.94e+18,251.7672095,-45.86453279,15.281551,4.8799276,NOT_AVAILABLE,3024.0,251.7672365,-45.8645311,251.7672031,-45.8645378,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.715999,0.008999,9.6639995,0.012,9.1099996,0.013,1.0,1.0,1.0,IN,4
109,5.94e+18,251.7680462,-45.84345118,16.712032,4.377614,NOT_AVAILABLE,5947.0,251.7680469,-45.8434551,251.7680312,-45.8434563,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.064999,0.014,11.097,0.032,10.501999,0.043,1.0,1.0,1.0,IN,4
353,5.94e+18,251.7687966,-45.85541992,16.19354,2.0152712,NOT_AVAILABLE,26743.0,251.7688317,-45.85540941,251.7688064,-45.8554135,13.9793,0.035,13.7456,0.06,13.5027,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1.0,0.0,4.0,IN,4
226,5.94e+18,251.7695559,-45.83329564,17.879107,4.7060738,NOT_AVAILABLE,1949.0,251.7695579,-45.8333032,251.769551,-45.8333016,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.06,0.010999,11.899999,0.008999,11.348999,0.010999,0.0,1.0,2.0,IN,4
104,5.94e+18,251.7703985,-45.8541545,18.258547,4.870693,NOT_AVAILABLE,1190.0,251.7704142,-45.8541578,251.7703903,-45.8541613,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.777999,0.013,11.427,0.010999,10.781999,0.012,1.0,1.0,1.0,IN,4
143,5.94e+18,251.7712638,-45.85285509,16.351313,6.399494,NOT_AVAILABLE,3344.0,251.771285,-45.852858,251.7712624,-45.852861,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.888999,0.012,9.5640001,0.020999,8.7530002,0.023,1.0,1.0,1.0,IN,4
152,5.94e+18,251.77237,-45.85135319,16.519518,6.134616,VARIABLE,3385.0,251.7723874,-45.8513602,251.7723664,-45.8513626,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.170999,0.014,9.8380002,0.008,9.0270004,0.027,1.0,1.0,1.0,IN,4
120,5.94e+18,251.7732079,-45.8538335,18.65569,4.605713,VARIABLE,5795.0,251.7732289,-45.8538372,251.7732061,-45.8538401,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.317999,0.017,11.984999,0.014,11.357,0.023,1.0,1.0,1.0,IN,4
223,5.94e+18,251.7742614,-45.86529993,16.525822,4.8835297,NOT_AVAILABLE,4732.0,251.7742865,-45.865296,251.7742545,-45.8653015,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.954,0.014,10.875,0.008999,10.394,0.014999,0.0,1.0,2.0,IN,4
220,5.94e+18,251.7754737,-45.87564029,16.026514,4.413656,NOT_AVAILABLE,440.0,251.7755101,-45.8756312,251.7754699,-45.8756391,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.534999,0.012,10.484999,0.007,9.9779996,0.017,0.0,1.0,2.0,IN,4
712,5.94e+18,251.7763839,-45.83066382,20.342972,2.2556248,NOT_AVAILABLE,2013.0,251.7763858,-45.830667,251.776383,-45.8306634,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.567,0.017999,14.463999,0.014999,13.942,0.023,0.0,0.0,5.0,IN,4
219,5.94e+18,251.7770923,-45.83511717,18.5921,4.056534,NOT_AVAILABLE,5697.0,251.7770928,-45.8351268,251.7770865,-45.8351242,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,14.043999,0.014,12.951999,0.013,12.487999,0.014999,0.0,1.0,2.0,IN,4
218,5.94e+18,251.7782071,-45.83204205,16.441807,4.661211,NOT_AVAILABLE,1996.0,251.7782054,-45.8320478,251.778202,-45.8320442,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.994999,0.014999,10.928999,0.008999,10.461,0.014,0.0,1.0,2.0,IN,4
216,5.94e+18,251.7791568,-45.82783423,15.867704,5.0524454,NOT_AVAILABLE,2139.0,251.779153,-45.8278355,251.7791533,-45.8278307,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.177,0.013,10.038,0.006,9.5089998,0.013,0.0,1.0,2.0,IN,4
212,5.94e+18,251.7802418,-45.86291082,19.785908,4.6146603,NOT_AVAILABLE,18921.0,251.7802787,-45.86290008,251.7802503,-45.8629039,14.6473,0.029,14.0616,0.046,13.6637,0.044,14.677,0.026,13.392999,0.020999,12.744,0.032,0.0,1.0,2.0,IN,4
315,5.94e+18,251.7810433,-45.85851692,20.06188,2.3035393,NOT_AVAILABLE,27697.0,251.7810529,-45.85852074,251.7810284,-45.8585233,17.2503,0.032,16.7816,0.048,16.6037,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1.0,0.0,4.0,IN,4
209,5.94e+18,251.7819158,-45.87667296,16.068209,5.184309,NOT_AVAILABLE,2701.0,251.7819495,-45.8766647,251.7819102,-45.8766717,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.237,0.013,10.026,0.009999,9.3179998,0.019999,0.0,1.0,2.0,IN,4
617,5.94e+18,251.7826628,-45.82752349,20.08107,3.4789505,NOT_AVAILABLE,44487.0,251.7826288,-45.82752818,251.7826304,-45.8275226,15.2603,0.035,14.6716,0.04,14.3547,0.047,15.326999,0.016,14.185999,0.012,13.677,0.014999,0.0,0.0,5.0,IN,4
607,5.94e+18,251.783454,-45.86132769,17.869205,2.3473358,NOT_AVAILABLE,26927.0,251.7834611,-45.8613347,251.7834349,-45.8613375,14.9823,0.059,14.5986,0.05,14.3607,0.055,15.137999,0.010999,14.255,0.008999,13.963,0.017,0.0,0.0,5.0,IN,4
594,5.94e+18,251.7843402,-45.8602467,17.497574,1.9164562,NOT_AVAILABLE,26952.0,251.7843517,-45.86025029,251.7843267,-45.8602527,15.1533,0.045,14.7966,0.048,14.6687,0.039,15.265,0.012,14.517,0.010999,14.244999,0.017999,0.0,0.0,5.0,IN,4
583,5.94e+18,251.7851627,-45.84788313,19.00026,3.9357433,NOT_AVAILABLE,27219.0,251.7851841,-45.84788419,251.7851695,-45.8478833,16.2723,0.051,15.8656,0.047,15.4417,0.064,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0.0,0.0,5.0,IN,4
577,5.94e+18,251.7858999,-45.866466,20.243904,2.089878,NOT_AVAILABLE,18438.0,251.7859293,-45.8664606,251.7858996,-45.8664642,17.0623,0.043,16.6236,0.052,16.3997,0.045,17.135999,0.030999,16.208,0.029999,15.822999,0.050999,0.0,0.0,5.0,IN,4
198,5.94e+18,251.7866277,-45.84120059,18.964705,4.196085,NOT_AVAILABLE,5671.0,251.7866295,-45.8412133,251.7866209,-45.8412104,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,14.140999,0.016,12.961,0.013,12.453,0.016,0.0,1.0,2.0,IN,4
548,5.94e+18,251.7875788,-45.84817813,20.263092,,NOT_AVAILABLE,26977.0,251.7876029,-45.84817795,251.7875888,-45.8481767,15.3173,0.053,14.8216,0.046,14.5417,0.041,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0.0,0.0,5.0,IN,4
538,5.94e+18,251.7882641,-45.87650524,19.747866,5.870764,NOT_AVAILABLE,16353.0,251.7883006,-45.8765001,251.7882632,-45.8765058,14.5913,0.064,14.0536,0.053,13.6947,0.056,14.848999,0.012,13.631999,0.009999,13.055,0.017,0.0,0.0,5.0,IN,4
528,5.94e+18,251.7890243,-45.83383307,20.743376,3.244316,NOT_AVAILABLE,26971.0,251.789046,-45.83383249,251.7890441,-45.8338273,15.2993,0.041,14.6516,0.048,14.2347,0.045,15.223999,0.037,13.965,0.034,13.432999,0.061,0.0,0.0,5.0,IN,4
522,5.94e+18,251.7898226,-45.84154512,17.73195,2.1466274,NOT_AVAILABLE,26972.0,251.7898287,-45.84153835,251.7898207,-45.841535,15.3043,0.041,14.7726,0.04,14.6057,0.04,15.222999,0.013,14.333999,0.010999,13.973999,0.030999,0.0,0.0,5.0,IN,4
516,5.94e+18,251.7907103,-45.84248991,18.980362,2.3709965,NOT_AVAILABLE,27268.0,251.7907276,-45.84249125,251.7907191,-45.8424879,16.3533,0.047,15.9366,0.048,15.7167,0.042,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0.0,0.0,5.0,IN,4
508,5.94e+18,251.7915008,-45.85457063,19.830978,2.5700092,NOT_AVAILABLE,27456.0,251.7915113,-45.8545804,251.791493,-45.85458,16.7853,0.035,16.3396,0.047,16.1607,0.04,16.879999,0.021999,15.859,0.025,15.536,0.030999,0.0,0.0,5.0,IN,4
502,5.94e+18,251.7922292,-45.84657866,18.807678,2.2873936,NOT_AVAILABLE,27205.0,251.792242,-45.84658304,251.7922306,-45.8465805,16.2533,0.039,15.7556,0.059,15.5797,0.059,16.202999,0.019999,15.342,0.026,15.142999,0.029999,0.0,0.0,5.0,IN,4
493,5.94e+18,251.7929482,-45.84717155,20.545149,2.8225517,NOT_AVAILABLE,27625.0,251.7929579,-45.84717504,251.7929461,-45.8471725,17.0923,0.038,16.6806,0.064,16.3727,0.065,17.313999,0.029999,16.34,0.039999,16.149,0.059999,0.0,0.0,5.0,IN,4
483,5.94e+18,251.7938666,-45.85026258,,,NOT_AVAILABLE,27122.0,251.7938838,-45.85026533,251.7938698,-45.8502634,15.9593,0.049,15.3556,0.049,15.0457,0.05,15.897999,0.014999,14.670999,0.014999,14.109999,0.023,0.0,0.0,5.0,IN,4
470,5.94e+18,251.7946289,-45.87611861,19.462723,2.4233322,NOT_AVAILABLE,427.0,251.7946546,-45.8761115,251.7946194,-45.8761159,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.815999,0.030999,16.034,0.026,15.652999,0.037,0.0,0.0,5.0,IN,4
458,5.94e+18,251.7953851,-45.84796908,18.69561,3.6518764,VARIABLE,26840.0,251.7954027,-45.84797243,251.795391,-45.8479696,14.0953,0.035,13.6996,0.046,13.4407,0.041,14.098999,0.037999,13.057999,0.023,12.618,0.018999,0.0,0.0,5.0,IN,4
