,RA,DEC,J,H,Av,R,Weight,in_field
222,274.6595668,-13.79761899,13.97597117,13.062774,8.8288288,23.568764,4,IN
223,274.6750134,-13.78120301,13.86940825,13.009993,8.8288288,23.462201,4,IN
224,274.6794421,-13.75594512,16.06190117,14.650288,8.8288288,25.654694,4,IN
225,274.6848197,-13.77467749,13.87794596,12.899905,8.9489489,23.574042,4,IN
226,274.6689341,-13.79473097,14.52077794,13.595203,9.0690691,24.320177,4,IN
227,274.65558,-13.77596802,13.95655445,12.971553,9.1891892,23.859257,4,IN
228,274.674238,-13.78455154,14.40395841,13.448696,9.3093093,24.409965,4,IN
229,274.6642909,-13.78560363,14.10959401,13.126738,9.4294294,24.218903,4,IN
221,274.6747969,-13.78513322,14.05054556,13.167335,8.7087087,23.540035,4,IN
675,274.6728892,-13.77638168,17.67491741,16.724109,3.3033033,22.515758,4,IN
676,274.6775625,-13.7745149,16.45009278,15.335936,3.3033033,21.290934,4,IN
677,274.6898176,-13.77297911,16.14077156,15.007687,3.3033033,20.981612,4,IN
1123,274.6872933,-13.75019011,17.36220858,16.011714,5.9459459,24.475722,4,IN
1124,274.6956218,-13.79578528,17.74911573,16.460153,5.9459459,24.862629,4,IN
1125,274.6986083,-13.79261105,15.4435257,14.306353,5.9459459,22.557039,4,IN
1126,274.6709309,-13.79182267,15.59855773,14.436236,5.9459459,22.712071,4,IN
1127,274.6730745,-13.78687152,15.15238243,14.064346,5.9459459,22.265896,4,IN
1128,274.6802231,-13.77878711,15.02495564,13.951844,6.0660661,22.241773,4,IN
1129,274.6584865,-13.7740193,15.3218348,14.200684,6.0660661,22.538652,4,IN
1130,274.6974649,-13.77339261,16.36050728,15.032395,6.0660661,23.577324,4,IN
1131,274.6795635,-13.76832749,15.13578131,14.044975,6.0660661,22.352598,4,IN
1132,274.6568985,-13.76679325,17.41683244,16.038732,6.0660661,24.633649,4,IN
1133,274.6569268,-13.75607338,16.0558392,14.802579,6.0660661,23.272656,4,IN
1134,274.6705062,-13.79082586,15.27722549,14.163161,6.0660661,22.494042,4,IN
1135,274.6551488,-13.79081031,13.83102978,12.882667,6.0660661,21.047847,4,IN
1136,274.6600331,-13.79031203,16.06824624,14.810436,6.0660661,23.285063,4,IN
1137,274.6789521,-13.77997893,16.48147931,15.12902,6.1861862,23.8016,4,IN
1138,274.6717166,-13.76996656,15.73849064,14.534083,6.1861862,23.058611,4,IN
1139,274.6952855,-13.76988128,16.65316416,15.288996,6.1861862,23.973284,4,IN
1122,274.6796586,-13.75153039,19.35865723,18.303687,5.9459459,26.472171,4,IN
1140,274.6976229,-13.76475458,15.73704863,14.53003,6.1861862,23.057169,4,IN
1121,274.6557012,-13.75314311,16.01960582,14.768469,5.9459459,23.133119,4,IN
1119,274.6965163,-13.75462971,17.3409503,15.976304,5.9459459,24.454464,4,IN
1102,274.6630401,-13.78155504,15.65195419,14.486517,5.8258258,22.662164,4,IN
1103,274.6740436,-13.77967717,18.21965367,16.982213,5.8258258,25.229864,4,IN
1104,274.6897379,-13.77700609,15.70141594,14.526732,5.8258258,22.711626,4,IN
1105,274.6614433,-13.77630379,16.15467701,14.881936,5.8258258,23.164887,4,IN
1106,274.7005875,-13.775908,18.30585423,17.096105,5.8258258,25.316065,4,IN
1107,274.6654804,-13.77164441,15.41382089,14.287011,5.8258258,22.424031,4,IN
1108,274.7005824,-13.76496908,17.51509326,16.202899,5.8258258,24.525304,4,IN
1109,274.6902678,-13.7632746,18.1228317,16.871943,5.8258258,25.133042,4,IN
1110,274.6717966,-13.79656923,14.39952561,13.410041,5.8258258,21.409736,4,IN
1111,274.6941609,-13.79600636,14.26724512,13.284128,5.8258258,21.277455,4,IN
1112,274.6766414,-13.79308868,15.25422996,14.156937,5.8258258,22.26444,4,IN
1113,274.6551537,-13.79236075,19.30527573,18.184334,5.8258258,26.315486,4,IN
1114,274.6762719,-13.79002126,15.39510565,14.282362,5.8258258,22.405316,4,IN
1115,274.6643471,-13.78907405,15.25674411,14.153312,5.8258258,22.266954,4,IN
1116,274.6504875,-13.78076422,15.67923135,14.505297,5.9459459,22.792745,4,IN
1117,274.6965909,-13.77632626,15.87516957,14.654305,5.9459459,22.988683,4,IN
1118,274.6496814,-13.77092896,15.78397359,14.594446,5.9459459,22.897487,4,IN
1120,274.6938948,-13.75366271,16.63118684,15.268017,5.9459459,23.7447,4,IN
1101,274.688164,-13.7836293,16.34522212,15.039841,5.7057057,23.252129,4,IN
1141,274.6722139,-13.76193779,18.83069671,17.585504,6.1861862,26.150817,4,IN
1143,274.6930921,-13.79256717,15.4367548,14.291034,6.1861862,22.756875,4,IN
1165,274.6795964,-13.75357492,15.5627122,14.377787,6.4264264,23.089439,4,IN
1166,274.6608815,-13.75110322,14.79469614,13.712046,6.4264264,22.321423,4,IN
1167,274.6653256,-13.78478925,18.72933214,17.45944,6.4264264,26.256059,4,IN
1168,274.6822979,-13.7835619,18.64648842,17.374164,6.4264264,26.173215,4,IN
1169,274.6770162,-13.77536029,14.61422207,13.556612,6.5465465,22.244252,4,IN
1170,274.6616759,-13.76206847,15.09548919,13.976075,6.5465465,22.725519,4,IN
1171,274.6572309,-13.75925623,15.46285715,14.286562,6.5465465,23.092887,4,IN
1172,274.6994577,-13.75177102,17.75014734,16.375159,6.5465465,25.380177,4,IN
1173,274.695875,-13.75175691,17.32810303,15.873407,6.5465465,24.958133,4,IN
1174,274.6734258,-13.75068804,18.77026744,17.479086,6.5465465,26.400298,4,IN
1175,274.6677352,-13.79193414,14.11697328,13.099774,6.5465465,21.747003,4,IN
1176,274.6777391,-13.78257652,18.42908596,17.108086,6.5465465,26.059116,4,IN
1177,274.6733551,-13.78097,19.18482626,17.897155,6.6666667,26.91816,4,IN
1178,274.6873583,-13.76806469,18.3629762,17.021771,6.6666667,26.09631,4,IN
1179,274.6999798,-13.76778471,15.77742754,14.538108,6.6666667,23.510761,4,IN
1180,274.6886413,-13.76124773,15.13691171,14.002216,6.6666667,22.870245,4,IN
1181,274.6509741,-13.76015262,15.35806116,14.197293,6.6666667,23.091395,4,IN
1164,274.6514383,-13.76861576,15.43126345,14.263667,6.4264264,22.95799,4,IN
1142,274.6820327,-13.79970091,14.62660235,13.58497,6.1861862,21.946723,4,IN
1163,274.6533066,-13.77964917,15.94488025,14.693598,6.4264264,23.471607,4,IN
1161,274.6808171,-13.78509368,17.77987631,16.430875,6.3063063,25.2033,4,IN
1144,274.6707176,-13.79236871,15.51919995,14.357398,6.1861862,22.83932,4,IN
1145,274.6836423,-13.78568478,18.40472557,17.133373,6.1861862,25.724846,4,IN
1146,274.6794109,-13.78511648,18.31682216,17.021959,6.1861862,25.636942,4,IN
1147,274.6638725,-13.78178413,14.23378155,13.229192,6.3063063,21.657205,4,IN
1148,274.6745022,-13.77776474,15.82519498,14.599695,6.3063063,23.248618,4,IN
1149,274.6949204,-13.7745679,15.69330067,14.484901,6.3063063,23.116724,4,IN
1150,274.6981693,-13.77419982,15.47476748,14.319078,6.3063063,22.898191,4,IN
1151,274.677323,-13.77080066,17.08325444,15.630331,6.3063063,24.506678,4,IN
1152,274.699606,-13.76057802,19.40097174,18.177489,6.3063063,26.824395,4,IN
1153,274.6736525,-13.75265646,18.72477343,17.470253,6.3063063,26.148197,4,IN
1154,274.6779085,-13.75005273,17.7781094,16.396818,6.3063063,25.201533,4,IN
1155,274.6621283,-13.797251,19.25823883,18.022781,6.3063063,26.681662,4,IN
1156,274.6804185,-13.79638376,14.40053618,13.3778,6.3063063,21.82396,4,IN
1157,274.6967587,-13.79343133,17.40212322,15.997269,6.3063063,24.825547,4,IN
1158,274.6779088,-13.79171413,13.88316137,12.908814,6.3063063,21.306585,4,IN
1159,274.6614777,-13.78876215,16.74582401,15.345157,6.3063063,24.169248,4,IN
1160,274.6605213,-13.78631139,15.34168799,14.195244,6.3063063,22.765112,4,IN
1162,274.6805069,-13.78438332,14.66344126,13.601582,6.3063063,22.086865,4,IN
1100,274.6735631,-13.78685598,15.08153321,14.012676,5.7057057,21.98844,4,IN
1099,274.6991328,-13.78756726,15.08488131,14.013616,5.7057057,21.991788,4,IN
1098,274.6620187,-13.79195483,15.59836411,14.451185,5.7057057,22.505271,4,IN
1038,274.6917996,-13.76303607,17.79744222,16.608487,5.2252252,24.291136,4,IN
1039,274.6524531,-13.75899229,13.30128552,12.77997,5.2252252,19.794979,4,IN
1040,274.6503915,-13.75831036,16.69879008,15.376958,5.2252252,23.192484,4,IN
1041,274.6706017,-13.75151223,18.2099796,17.043691,5.2252252,24.703673,4,IN
1042,274.6883443,-13.75133242,19.19397069,18.287614,5.2252252,25.687664,4,IN
1043,274.6700393,-13.75035069,15.89851952,14.721511,5.2252252,22.392213,4,IN
1044,274.7004022,-13.79542064,19.1864361,18.278689,5.2252252,25.68013,4,IN
1045,274.6815122,-13.79398818,19.17695832,18.271564,5.2252252,25.670652,4,IN
1046,274.677084,-13.78828267,14.1965115,13.269427,5.2252252,20.690205,4,IN
1047,274.6644372,-13.78575555,14.72809596,13.744731,5.2252252,21.22179,4,IN
1048,274.6783668,-13.77545279,15.70671449,14.557302,5.3453453,22.303712,4,IN
1049,274.68106,-13.76768854,15.28255528,14.21008,5.3453453,21.879552,4,IN
1050,274.6860313,-13.7664367,15.62071913,14.484963,5.3453453,22.217716,4,IN
1051,274.6628427,-13.76049329,17.59504305,16.352033,5.3453453,24.19204,4,IN
1052,274.6786026,-13.76024824,15.63872697,14.500328,5.3453453,22.235724,4,IN
1053,274.7003491,-13.75984842,17.25346086,15.97416,5.3453453,23.850458,4,IN
1054,274.667651,-13.75670472,15.48660372,14.369712,5.3453453,22.083601,4,IN
1037,274.6682727,-13.76519851,15.80745762,14.641544,5.2252252,22.301151,4,IN
1055,274.6700877,-13.75564069,15.77476003,14.602703,5.3453453,22.371757,4,IN
1036,274.6680891,-13.76693193,18.30706259,17.166085,5.2252252,24.800756,4,IN
1034,274.6593512,-13.75287298,19.10370136,18.140194,5.1051051,25.494092,4,IN
1017,274.6609504,-13.77941893,13.67912188,12.82774,4.984985,19.966209,4,IN
1018,274.6823093,-13.77659956,15.50571499,14.401724,4.984985,21.792802,4,IN
1019,274.6606674,-13.77451764,16.07822376,14.862283,4.984985,22.365311,4,IN
1020,274.6772882,-13.7715633,18.90520386,17.812634,4.984985,25.192291,4,IN
1021,274.6862788,-13.77070307,14.38443038,13.459602,4.984985,20.671518,4,IN
1022,274.6915046,-13.76715671,16.24143084,15.00383,4.984985,22.528518,4,IN
1023,274.6757809,-13.79738267,19.11083015,18.200967,4.984985,25.397917,4,IN
1024,274.6503939,-13.79087073,16.14633307,14.921677,4.984985,22.43342,4,IN
1025,274.6691752,-13.78751455,14.96268752,13.960936,4.984985,21.249775,4,IN
1026,274.6777672,-13.77860834,15.07175311,14.041441,5.1051051,21.462144,4,IN
1027,274.6742309,-13.77735836,18.63368835,17.508585,5.1051051,25.024079,4,IN
1028,274.6640393,-13.77564035,15.95109668,14.75388,5.1051051,22.341487,4,IN
1029,274.6952376,-13.77076745,17.12029818,15.837713,5.1051051,23.510689,4,IN
1030,274.6516247,-13.76746521,15.87002309,14.694503,5.1051051,22.260414,4,IN
1031,274.6970474,-13.76579767,17.63866508,16.461506,5.1051051,24.029056,4,IN
1032,274.6863593,-13.76035146,17.12705064,15.859667,5.1051051,23.517441,4,IN
1033,274.6786246,-13.7594262,19.09091724,18.001625,5.1051051,25.481308,4,IN
1035,274.6877058,-13.78885901,16.0903434,14.873234,5.1051051,22.480734,4,IN
1056,274.6798395,-13.75510065,18.72961962,17.591039,5.3453453,25.326617,4,IN
1057,274.6514554,-13.75370144,17.9748949,16.774083,5.3453453,24.571892,4,IN
1058,274.6892076,-13.79623434,15.63169668,14.493313,5.3453453,22.228694,4,IN
1081,274.6982847,-13.79083399,19.28433452,18.368451,5.5855856,26.087938,4,IN
1082,274.6673978,-13.78889552,15.18140674,14.109056,5.5855856,21.98501,4,IN
1083,274.6783384,-13.7861813,18.81361843,17.650078,5.5855856,25.617222,4,IN
1084,274.6970747,-13.78328087,19.3140208,18.48868,5.5855856,26.117624,4,IN
1085,274.6625988,-13.77558883,17.33696669,16.002106,5.7057057,24.243874,4,IN
1086,274.6936674,-13.7750931,16.01234516,14.779172,5.7057057,22.919252,5,IN
1087,274.6641187,-13.77421327,15.53184797,14.387976,5.7057057,22.438755,5,IN
1088,274.6582262,-13.76881328,17.32009934,15.987954,5.7057057,24.227006,5,IN
1089,274.6507493,-13.76749405,16.1076956,14.859183,5.7057057,23.014603,5,IN
1090,274.6781112,-13.76745942,18.29091045,17.079802,5.7057057,25.197817,5,IN
1091,274.6623406,-13.75867139,15.59191114,14.439431,5.7057057,22.498818,5,IN
1092,274.681471,-13.75753152,15.81323298,14.624422,5.7057057,22.72014,5,IN
1093,274.6751448,-13.75467641,19.33466528,18.395492,5.7057057,26.241572,5,IN
1094,274.6550414,-13.75089316,19.3867395,18.575389,5.7057057,26.293646,5,IN
1095,274.6663391,-13.79749326,15.36299408,14.260865,5.7057057,22.269901,5,IN
1096,274.6580817,-13.79566081,16.52317956,15.188413,5.7057057,23.430087,5,IN
1097,274.6588108,-13.79481809,15.44224139,14.325126,5.7057057,22.349148,5,IN
1080,274.6570882,-13.79273788,15.63240025,14.482372,5.5855856,22.436004,5,IN
1079,274.6617677,-13.75092357,17.18950971,15.856637,5.5855856,23.993113,5,IN
1078,274.6523492,-13.75725411,15.83433953,14.648534,5.5855856,22.637943,5,IN
1077,274.683185,-13.77032463,16.2288287,14.964196,5.5855856,23.032432,5,IN
1059,274.6961053,-13.78890274,16.91947181,15.599882,5.3453453,23.516469,5,IN
1060,274.6515855,-13.78444871,17.86168165,16.672467,5.3453453,24.458679,5,IN
1061,274.6508908,-13.78380919,17.70859147,16.462597,5.3453453,24.305589,5,IN
1062,274.6782019,-13.7765995,15.64718575,14.51027,5.4654655,22.347486,5,IN
1063,274.6863437,-13.77582833,15.24479136,14.168028,5.4654655,21.945092,5,IN
1064,274.6766186,-13.76935468,18.86199275,17.703364,5.4654655,25.562293,5,IN
1065,274.6507548,-13.76832597,15.79626355,14.620243,5.4654655,22.496564,5,IN
1066,274.6536965,-13.75596562,16.04914478,14.831547,5.4654655,22.749445,5,IN
1182,274.6520132,-13.75595984,19.53294754,18.341229,6.6666667,27.266281,5,IN
1067,274.6674005,-13.79902314,15.28474671,14.186902,5.4654655,21.985047,5,IN
1069,274.6869652,-13.78821329,17.74160672,16.502659,5.4654655,24.441907,5,IN
1070,274.662368,-13.78711309,15.37507622,14.277842,5.4654655,22.075377,5,IN
1071,274.6669205,-13.77998315,18.47287232,17.295269,5.5855856,25.276476,5,IN
1072,274.6539354,-13.77962717,16.88136133,15.522096,5.5855856,23.684965,5,IN
1073,274.6726691,-13.77576098,15.47855405,14.357725,5.5855856,22.282158,5,IN
1074,274.6665015,-13.77544009,17.2835287,15.960621,5.5855856,24.087132,5,IN
1075,274.6588698,-13.77173439,15.46508752,14.341252,5.5855856,22.268691,5,IN
1076,274.6759415,-13.77061,15.19299165,14.116238,5.5855856,21.996595,5,IN
1068,274.6712559,-13.79701704,16.30115488,15.022601,5.4654655,23.001455,5,IN
1183,274.6524508,-13.79789847,14.94893395,13.83599,6.6666667,22.682267,5,IN
1184,274.674086,-13.79211852,15.05462868,13.926354,6.6666667,22.787962,5,IN
1185,274.6664233,-13.77729917,19.52561082,18.227028,6.7867868,27.362248,5,IN
1292,274.6681806,-13.7534641,16.63117719,15.174671,7.8678679,25.397544,5,IN
1293,274.6846302,-13.75329704,19.14068643,17.725892,7.8678679,27.907053,5,IN
1294,274.6661951,-13.78921574,17.96687214,16.431751,7.8678679,26.733239,5,IN
1295,274.6684328,-13.78789895,17.96039319,16.417669,7.8678679,26.72676,5,IN
1296,274.6624057,-13.78776075,17.6601721,16.058359,7.8678679,26.426539,5,IN
1297,274.6614908,-13.78758544,15.30298059,14.067082,7.8678679,24.069347,5,IN
1298,274.6722891,-13.78692898,17.79383894,16.221672,7.8678679,26.560205,5,IN
1299,274.6642782,-13.78525418,15.35344991,14.10758,7.8678679,24.119816,5,IN
1300,274.6828757,-13.77794034,17.88580793,16.29665,7.987988,26.755478,5,IN
1301,274.6640372,-13.77382513,18.43755484,16.909389,7.987988,27.307225,5,IN
1302,274.6968517,-13.77037142,16.52680953,15.086227,7.987988,25.396479,5,IN
1303,274.6636836,-13.76588913,18.82584903,17.363299,7.987988,27.695519,5,IN
1304,274.6901012,-13.76108153,15.87756713,14.547256,7.987988,24.747237,5,IN
1305,274.670381,-13.75535054,17.57443264,15.966011,7.987988,26.444102,5,IN
1306,274.6932615,-13.75179603,15.89572348,14.564536,7.987988,24.765393,5,IN
1307,274.6621069,-13.79608946,18.121611,16.55902,7.987988,26.991281,5,IN
1308,274.6957464,-13.79251131,17.81441988,16.216032,7.987988,26.68409,5,IN
1291,274.6859551,-13.75644893,16.63179711,15.172108,7.8678679,25.398164,5,IN
1309,274.6708973,-13.78843618,14.26292443,13.450404,7.987988,23.132594,5,IN
1290,274.6799329,-13.7576446,17.79223752,16.215331,7.8678679,26.558604,5,IN
1288,274.6897081,-13.76646558,15.63640668,14.356127,7.8678679,24.402773,5,IN
1271,274.6801512,-13.75361102,17.85976695,16.304854,7.7477477,26.52283,5,IN
1272,274.6684431,-13.75151478,14.81950039,13.638627,7.7477477,23.482564,5,IN
1273,274.6785205,-13.75000237,15.73327251,14.444349,7.7477477,24.396336,5,IN
1274,274.6615081,-13.79489763,18.38743398,16.898206,7.7477477,27.050497,5,IN
1275,274.6597528,-13.79266683,14.91687761,13.724212,7.7477477,23.579941,5,IN
1276,274.6843649,-13.78935362,18.65772096,17.200332,7.7477477,27.320784,5,IN
1277,274.6502794,-13.77967756,18.30133761,16.814983,7.8678679,27.067704,5,IN
1278,274.6585148,-13.77825725,17.65390882,16.064068,7.8678679,26.420275,5,IN
1279,274.6646668,-13.77816475,19.72662549,18.328447,7.8678679,28.492992,5,IN
1280,274.666167,-13.77643975,16.98042056,15.454113,7.8678679,25.746787,5,IN
1281,274.6968516,-13.77601586,18.5690518,17.090253,7.8678679,27.335418,5,IN
1282,274.6784549,-13.77427828,18.42657059,16.958189,7.8678679,27.192937,5,IN
1283,274.6614771,-13.77342259,18.24218523,16.701234,7.8678679,27.008552,5,IN
1284,274.6987852,-13.77163627,18.1089589,16.603008,7.8678679,26.875325,5,IN
1285,274.6985069,-13.77112155,18.58702146,17.11779,7.8678679,27.353388,5,IN
1286,274.6582785,-13.76913863,17.91023942,16.343806,7.8678679,26.676606,5,IN
1287,274.6882656,-13.76689666,18.42569906,16.954816,7.8678679,27.192066,5,IN
1289,274.6731037,-13.76049454,17.79884033,16.222112,7.8678679,26.565207,5,IN
1310,274.6596501,-13.78452764,18.15396887,16.620776,7.987988,27.023639,5,IN
1311,274.6609378,-13.78445126,17.74194768,16.148512,7.987988,26.611617,5,IN
1312,274.6699773,-13.78414853,17.47612685,15.863271,7.987988,26.345797,5,IN
1335,274.6984828,-13.77600497,18.83198276,17.339615,8.3483483,28.011562,5,IN
1336,274.660621,-13.76136054,15.35695097,14.074129,8.3483483,24.536531,5,IN
1337,274.6733752,-13.76069872,17.04071436,15.4851,8.3483483,26.220294,5,IN
1338,274.6542374,-13.78467598,16.64281601,15.151585,8.3483483,25.822396,5,IN
1339,274.6567073,-13.7781877,17.94887616,16.304027,8.4684685,27.231759,5,IN
1340,274.6897714,-13.77334839,18.15769813,16.5513,8.4684685,27.440581,5,IN
1341,274.6592304,-13.7713301,18.58640511,17.02939,8.4684685,27.869288,5,IN
1342,274.6878437,-13.76887898,15.95923463,14.594597,8.4684685,25.242118,5,IN
1343,274.6842649,-13.76777696,19.30976942,17.833443,8.4684685,28.592652,5,IN
1344,274.6546477,-13.76711053,17.86264648,16.219996,8.4684685,27.145529,5,IN
1345,274.6809,-13.7656182,18.95758683,17.450472,8.4684685,28.24047,5,IN
1346,274.6693126,-13.76145954,15.10732572,13.842001,8.4684685,24.390209,5,IN
1347,274.6771489,-13.75387034,19.87937726,18.413449,8.4684685,29.16226,5,IN
1348,274.6568579,-13.79909502,17.57643918,15.911941,8.4684685,26.859322,5,IN
1349,274.6711588,-13.79542886,13.98160209,12.850821,8.4684685,23.264485,5,IN
1350,274.6771508,-13.79313136,15.02568331,13.792207,8.4684685,24.308566,5,IN
1351,274.6641158,-13.78841182,17.93955774,16.292243,8.4684685,27.222441,5,IN
1334,274.688793,-13.77914511,18.2199114,16.631486,8.3483483,27.399491,5,IN
1333,274.6543176,-13.78024637,17.97712294,16.356489,8.3483483,27.156703,5,IN
1332,274.6513253,-13.78502678,17.55064078,15.905828,8.2282282,26.626917,5,IN
1331,274.6774863,-13.79552253,15.20268167,13.945087,8.2282282,24.278958,5,IN
1313,274.6727787,-13.78066299,13.73104542,12.891512,8.1081081,22.704019,5,IN
1314,274.6997875,-13.7770962,17.92232991,16.315461,8.1081081,26.895303,5,IN
1315,274.6648579,-13.77532609,16.19453264,14.808484,8.1081081,25.167506,5,IN
1316,274.6554292,-13.76583966,14.35958998,13.192503,8.1081081,23.332563,5,IN
1317,274.6685224,-13.76271115,15.37229153,14.11385,8.1081081,24.345265,5,IN
1318,274.6602777,-13.79912254,18.2926583,16.758067,8.1081081,27.265631,5,IN
1319,274.6876546,-13.79778891,14.74666131,13.553152,8.1081081,23.719634,5,IN
1320,274.6858806,-13.78198814,17.62468113,15.971552,8.2282282,26.700958,5,IN
1270,274.6496301,-13.75475077,19.85507614,18.536822,7.7477477,28.518139,5,IN
1321,274.6715562,-13.78196369,18.15660885,16.570058,8.2282282,27.232885,5,IN
1323,274.6633309,-13.77791054,17.63578083,15.982292,8.2282282,26.712057,5,IN
1324,274.680717,-13.76614615,15.88623962,14.535489,8.2282282,24.962516,5,IN
1325,274.6892559,-13.76460411,17.79480052,16.179985,8.2282282,26.871077,5,IN
1326,274.6774629,-13.76111894,19.51139794,18.053866,8.2282282,28.587674,5,IN
1327,274.6891618,-13.75827232,18.17156037,16.59793,8.2282282,27.247837,5,IN
1328,274.6806868,-13.75597302,14.95443709,13.728053,8.2282282,24.030713,5,IN
1329,274.6803864,-13.75096191,17.88261455,16.278616,8.2282282,26.958891,5,IN
1330,274.688244,-13.75028225,18.01744634,16.418653,8.2282282,27.093723,5,IN
1322,274.6569988,-13.77869708,17.63662045,16.005486,8.2282282,26.712897,5,IN
1016,274.6886307,-13.78414785,17.36274669,16.150721,4.8648649,23.546531,5,IN
1269,274.6788733,-13.77250014,19.96192878,18.947957,7.7477477,28.624992,5,IN
1267,274.674687,-13.775166,14.76196336,13.588662,7.7477477,23.425027,5,IN
1207,274.6927263,-13.79434427,18.02211946,16.604742,6.9069069,25.962059,5,IN
1208,274.6734974,-13.79211522,14.71658753,13.626544,6.9069069,22.656528,5,IN
1209,274.6984193,-13.78821298,16.54423897,15.150924,6.9069069,24.484179,5,IN
1210,274.6772383,-13.78764475,15.11937189,13.971734,6.9069069,23.059312,5,IN
1211,274.682841,-13.78495187,13.63358026,12.943831,6.9069069,21.57352,5,IN
1212,274.6641077,-13.78434625,18.30074231,16.896711,6.9069069,26.240682,5,IN
1213,274.6685848,-13.77735936,15.06306919,13.920618,7.027027,23.106313,5,IN
1214,274.6779842,-13.77271182,19.62809456,18.362608,7.027027,27.671338,5,IN
1215,274.6812056,-13.77215398,19.72787329,18.756054,7.027027,27.771117,5,IN
1216,274.6891494,-13.77023923,18.33288978,16.923395,7.027027,26.376133,5,IN
1217,274.6680154,-13.78663535,15.11946149,13.963732,7.027027,23.162705,5,IN
1218,274.6923455,-13.78574801,19.71572503,18.723171,7.027027,27.758968,5,IN
1219,274.662587,-13.78329659,17.5365449,16.039997,7.027027,25.579788,5,IN
1220,274.6613162,-13.77525635,17.48784048,15.964992,7.1471471,25.634387,5,IN
1221,274.6568947,-13.76845968,15.01073855,13.850812,7.1471471,23.157285,5,IN
1222,274.6803621,-13.7600059,16.85516439,15.394965,7.1471471,25.001711,5,IN
1223,274.6816098,-13.75458061,17.64996356,16.16167,7.1471471,25.79651,5,IN
1206,274.6671336,-13.79477324,17.36274518,15.871173,6.9069069,25.302685,5,IN
1224,274.6954571,-13.75109271,19.51685047,18.202123,7.1471471,27.663397,5,IN
1205,274.6692567,-13.79803178,16.55057484,15.151941,6.9069069,24.490515,5,IN
1203,274.6710978,-13.75654193,15.4307059,14.23167,6.9069069,23.370646,5,IN
1186,274.6882244,-13.7622005,16.26462358,14.93702,6.7867868,24.10126,5,IN
1187,274.6534013,-13.75831379,14.54645254,13.47112,6.7867868,22.383089,5,IN
1188,274.6893396,-13.75329221,17.44704576,15.975781,6.7867868,25.283682,5,IN
1189,274.6745766,-13.79334975,19.36872092,18.084638,6.7867868,27.205358,5,IN
1190,274.6810317,-13.7928535,19.65322251,18.644109,6.7867868,27.489859,5,IN
1191,274.6524015,-13.79156319,14.15868801,13.114594,6.7867868,21.995325,5,IN
1192,274.6724566,-13.78898151,17.52138562,16.069329,6.7867868,25.358022,5,IN
1193,274.6710266,-13.78436569,17.39160319,15.901318,6.7867868,25.22824,5,IN
1194,274.6690809,-13.7823909,16.04493792,14.743659,6.9069069,23.984878,5,IN
1195,274.6675752,-13.78231162,16.37839953,15.023613,6.9069069,24.31834,5,IN
1196,274.6845395,-13.78160458,15.49977041,14.300521,6.9069069,23.43971,5,IN
1197,274.6573188,-13.77955883,16.79697403,15.352866,6.9069069,24.736914,5,IN
1198,274.6672263,-13.77858008,14.1905202,13.133369,6.9069069,22.13046,5,IN
1199,274.665506,-13.77521842,17.41935777,15.925384,6.9069069,25.359298,5,IN
1200,274.6514784,-13.77019858,14.7096916,13.613229,6.9069069,22.649632,5,IN
1201,274.6734561,-13.76930039,15.27395305,14.099926,6.9069069,23.213893,5,IN
1202,274.6742414,-13.76127314,16.91593662,15.464268,6.9069069,24.855877,5,IN
1204,274.6952217,-13.75574034,16.54577735,15.155675,6.9069069,24.485717,5,IN
1225,274.6823309,-13.79895475,15.1544693,13.988535,7.1471471,23.301016,5,IN
1226,274.6694648,-13.78846107,18.04217969,16.58799,7.1471471,26.188726,5,IN
1227,274.687396,-13.78555913,17.25583071,15.725662,7.1471471,25.402377,5,IN
1250,274.680676,-13.75822155,17.49582595,15.933049,7.5075075,25.952283,5,IN
1251,274.6938628,-13.75295135,13.46529241,12.579435,7.5075075,21.921749,5,IN
1252,274.6971134,-13.78306058,19.76791736,18.496264,7.5075075,28.224374,5,IN
1253,274.6745972,-13.7830524,18.19561721,16.752484,7.5075075,26.652074,5,IN
1254,274.6577029,-13.77378126,18.35880945,16.921933,7.6276276,26.918569,5,IN
1255,274.6707082,-13.77253148,14.22587488,13.116965,7.6276276,22.785635,5,IN
1256,274.6746851,-13.76198195,14.86575318,13.702634,7.6276276,23.425513,5,IN
1257,274.6744719,-13.75827612,19.25342937,17.849678,7.6276276,27.813189,5,IN
1258,274.6949742,-13.75347875,13.10989917,12.382268,7.6276276,21.669659,5,IN
1259,274.6771547,-13.75054081,14.78437647,13.638918,7.6276276,23.344136,5,IN
1260,274.6604762,-13.79773717,17.52938964,15.960643,7.6276276,26.08915,5,IN
1261,274.6865086,-13.79465734,15.14764138,13.945697,7.6276276,23.707401,5,IN
1262,274.6948306,-13.78680976,19.95665659,19.042653,7.6276276,28.516416,5,IN
1263,274.6536787,-13.78427099,19.34302358,17.940924,7.6276276,27.902783,5,IN
1264,274.6516357,-13.78210774,17.56365787,15.968333,7.7477477,26.226721,5,IN
1265,274.6854035,-13.77546564,15.17510792,13.969059,7.7477477,23.838171,5,IN
1266,274.6864462,-13.77522304,18.06200463,16.531288,7.7477477,26.725068,5,IN
1249,274.6752258,-13.75985286,16.40017552,15.007379,7.5075075,24.856632,5,IN
