,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
45,103.62,1585661151,5,0,201158.61-564718.4,302.994166,-56.788481,53,36,58317.97,0,0.773,,,,,,,,,,,,,20.1233,0.0523,19.9832,0.094,20.1762,0.0498,19.6537,0.0687,19.3738,0.1972,19.7166,0.0461,19.2722,0.1433,19.1008,0.1223,19.3364,0.0777,,,,,,,13.13,1585661150.0
46,106.89,481592519,36,0,201215.24-564644.2,303.063493,-56.779002,36,36,58031.9982,3,0.984,18.0039,0.0258,18.0754,0.0811,18.0394,0.0377,17.6714,0.0269,17.7931,0.1004,17.6734,0.0382,16.5295,0.0071,16.5324,0.016,16.529,0.0075,16.2289,0.0087,16.2312,0.0142,16.2318,0.0086,16.0422,0.0071,16.0291,0.0082,16.0459,0.0077,15.9941,0.0094,16.0008,0.019,15.9958,0.0104,15.0,
47,107.64,1585661150,1,0,201157.04-564715.5,302.987667,-56.787682,36,36,58317.5438,0,0.504,,,,,,,,,,,,,,,,,,,,,,,,,19.8909,0.0332,19.9255,0.1841,19.8732,0.1237,,,,,,,8.31,2686746163.0
48,108.56,1585661260,0,1024,201214.23-564657.9,303.059281,-56.782808,36,36,58317.5395,0,0.964,,,,,,,,,,,,,,,,,,,19.1305,,20.2345,,20.0097,,,,,,,,,,,,,,15.0,
49,109.52,1585661239,2,0,201209.89-564725.6,303.041204,-56.790488,48,96,58317.5445,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,19.3584,0.0268,19.5108,0.1323,19.4085,0.0826,18.65,0.054,18.7001,0.1227,18.7351,0.1011,9.1,1585661255.0
50,112.16,1585661330,1,0,201217.54-564614.6,303.073024,-56.770749,36,36,58317.5438,0,0.412,,,,,,,,,,,,,,,,,,,,,,,,,19.8138,0.2375,19.763,0.1402,19.8561,0.1217,,,,,,,15.0,
51,112.19,1585661141,2,0,201201.29-564356.7,303.005357,-56.732462,36,36,58317.5416,0,0.537,,,,,,,,,,,,,,,,,,,20.1978,0.0644,20.3141,0.1756,20.1765,0.0856,19.6264,0.0213,19.8395,0.1993,19.6295,0.0998,,,,,,,12.03,2686746329.0
52,116.39,1585661331,10,0,201217.92-564513.4,303.074656,-56.753781,36,36,58393.5517,0,0.906,,,,,,,,,,,,,20.1583,0.0246,20.277,0.0767,20.1564,0.0383,19.5413,0.0283,19.7348,0.1111,19.5677,0.0485,18.9799,0.0345,18.9692,0.0565,19.0336,0.043,18.8906,0.0699,18.9667,0.1663,18.8703,0.1133,15.0,
53,118.91,1585661152,5,0,201201.68-564743.0,303.006988,-56.795312,36,36,58317.97,0,0.441,,,,,,,,,,,,,20.0162,0.1545,19.5939,0.0803,20.1997,0.0834,19.5461,0.1608,19.0493,0.1159,19.7156,0.046,19.0658,0.264,18.4924,0.1012,19.175,0.0676,,,,,,,15.0,
54,119.1,1585661110,2,0,201150.40-564618.6,302.959967,-56.771874,60,66,58317.5416,0,0.601,,,,,,,,,,,,,,,,,,,20.0868,0.0471,20.1269,0.1292,20.0524,0.0768,19.4853,0.0346,19.54,0.1666,19.4567,0.0858,,,,,,,11.81,481592489.0
55,119.32,481592509,30,0,201159.58-564353.3,302.998118,-56.731548,36,55,58200.734,0,0.983,,,,,,,,,,,,,17.6772,0.0082,17.6848,0.022,17.6766,0.0091,17.2391,0.009,17.2471,0.0138,17.2422,0.0096,16.9534,0.0071,16.9656,0.0175,16.9555,0.0095,16.831,0.0103,16.8899,0.0191,16.8372,0.013,14.67,1585661141.0
56,119.34,481592562,35,0,201209.99-564736.1,303.041611,-56.793373,36,36,57922.7118,3,0.988,18.5238,0.1538,18.3572,0.1398,18.6492,0.1212,18.2769,0.0531,18.4195,0.1816,18.3304,0.0695,16.144,0.0113,16.1484,0.013,16.1416,0.0109,15.5784,0.0082,15.5999,0.0088,15.5761,0.0087,15.245,0.006,15.2571,0.0111,15.247,0.0068,15.1119,0.0074,15.1307,0.0121,15.1122,0.0086,10.42,1585661239.0
57,119.6,1585661118,8,0,201155.50-564721.1,302.981266,-56.789256,36,36,58409.0791,0,0.918,,,,,,,,,,,,,19.6096,0.0188,19.6439,0.0528,19.6071,0.0286,19.2492,0.0377,19.2883,0.0525,19.2507,0.0317,18.988,0.0351,18.8456,0.0727,19.0285,0.0428,18.8404,0.1348,18.8089,0.1587,18.836,0.1098,12.23,1585661117.0
