,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
114,70.85,445133074,1,3,114545.39-645138.6,176.439049,-64.860712,36,36,57087.4926,0,0.635,,,,,,,,,,,,,,,,,,,,,,,,,17.351,0.0632,17.6022,0.1601,17.3903,0.109,,,,,,,4.52,1540335638.0
115,70.88,1540074583,1,0,114541.85-644919.1,176.42426,-64.821924,36,36,58580.5347,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,19.0684,0.0543,19.0843,0.123,19.0208,0.0915,,,,,,,5.79,1540074585.0
116,71.07,2636826945,7,3,114533.92-645111.4,176.391372,-64.853194,36,75,58046.3138,0,0.677,,,,,,,,,,,,,,,,,,,19.0302,0.0617,19.0185,0.0725,19.1292,0.0666,18.1121,0.0466,18.3664,0.1488,18.2429,0.07,17.5984,0.0659,17.2723,0.2181,17.5857,0.0549,6.4,445133473.0
117,71.45,445133079,17,1,114543.09-645141.0,176.429404,-64.861363,36,36,58215.842,0,0.982,,,,,,,,,,,,,17.8889,0.0406,18.0792,0.07,17.894,0.0469,17.2082,0.0156,17.26,0.0233,17.2291,0.0276,16.7605,0.0143,16.7511,0.0866,16.7917,0.0206,16.439,0.0211,16.437,0.1008,16.481,0.0264,7.33,2636826354.0
118,71.85,1540074093,4,0,114547.29-644923.3,176.446965,-64.823112,36,46,58580.5326,0,0.806,,,,,,,,,,,,,20.1974,0.0441,20.6996,0.1758,20.2458,0.0807,19.3091,0.0447,19.7821,0.1339,19.3829,0.0644,18.7526,0.0386,18.9975,0.0974,18.8035,0.0808,18.3564,0.0516,19.1796,0.2685,18.4758,0.1194,7.73,444891240.0
119,72.12,445133480,24,2,114540.39-645139.6,176.418206,-64.861035,42,62,58281.0706,0,0.985,18.039,0.0477,18.0375,0.0815,18.0749,0.0535,17.7011,0.0324,17.7502,0.0838,17.7031,0.0286,16.2869,0.0179,16.3448,0.0372,16.2901,0.0237,15.8027,0.0121,15.8288,0.0133,15.8018,0.0199,15.4666,0.0119,15.4565,0.0147,15.4619,0.0153,15.3058,0.0217,15.2632,0.0368,15.3077,0.0214,5.13,2636826937.0
120,72.15,2636547810,4,1,114537.49-644926.1,176.406236,-64.823927,43,36,57474.6819,0,0.585,,,,,,,,,,,,,,,,,,,,,,,,,18.2304,0.0901,17.825,0.5189,18.31,0.1105,17.6767,0.1403,17.5634,0.0958,17.8087,0.0854,4.86,2636547813.0
121,72.44,445133032,14,3,114553.48-645056.5,176.472743,-64.849023,36,36,58223.0572,0,0.981,,,,,,,,,,,,,18.6895,0.0429,18.9622,0.1529,18.7186,0.0687,17.5273,0.0218,17.4838,0.0229,17.5501,0.03,16.4823,0.0148,16.508,0.0318,16.51,0.0191,15.8198,0.0209,15.8967,0.0344,15.8339,0.0246,7.88,445133033.0
122,72.53,444891649,13,0,114533.11-644952.9,176.387893,-64.831363,36,36,58316.5625,0,0.978,,,,,,,,,,,,,18.9602,0.021,19.0536,0.0453,18.9636,0.0354,18.2199,0.0209,18.331,0.0381,18.2321,0.0326,17.6091,0.0275,17.7247,0.0432,17.6204,0.0339,17.2989,0.026,17.3823,0.0506,17.3081,0.0447,9.99,1540074619.0
123,72.64,444891251,13,1,114553.63-645004.5,176.473419,-64.834619,44,41,58326.1773,0,0.299,,,,,,,,,,,,,19.1008,0.1685,18.8531,0.0502,19.1955,0.0431,18.1927,0.1192,18.0516,0.0339,18.3159,0.0272,17.5382,0.0836,17.3185,0.0586,17.6119,0.0282,17.004,0.1154,16.7847,0.0413,17.1027,0.0411,7.16,1540074106.0
124,73.01,1540335638,19,3,114544.85-645141.5,176.436773,-64.861515,42,58,58023.1744,0,0.945,,,,,,,18.4804,0.0547,18.5559,0.1074,18.4741,0.0696,16.9193,0.0743,16.5661,0.1162,17.0045,0.0294,16.2595,0.1075,15.7958,0.1109,16.4051,0.0275,15.8775,0.0367,15.5644,0.0799,15.8706,0.0184,15.5523,0.0458,15.3255,0.0783,15.561,0.0265,4.27,2636826350.0
125,73.77,1540335617,4,3,114552.66-645109.4,176.46928,-64.852662,139,261,58653.3565,0,0.072,,,,,,,,,,,,,16.8112,0.3284,16.663,0.0448,17.3968,0.042,16.0504,0.256,15.7821,0.0287,16.7321,0.0492,15.1448,0.3842,15.2268,0.0344,16.4387,0.0507,14.8453,0.3499,14.8666,0.0513,16.1039,0.0624,2.29,445133041.0
126,74.34,444891654,12,3,114531.28-645027.4,176.380267,-64.84094,36,36,58325.8168,0,0.978,,,,,,,,,,,,,18.8653,0.0276,18.8829,0.0415,18.8731,0.0344,18.2279,0.0176,18.2839,0.0353,18.2435,0.0267,17.8019,0.0214,17.9432,0.0384,17.8351,0.0348,17.661,0.0432,17.9468,0.1007,17.6917,0.0993,7.78,445133468.0
127,74.61,444891629,5,0,114535.28-644933.0,176.396909,-64.825853,36,46,58633.1572,0,0.939,,,,,,,,,,,,,19.6753,0.0241,19.6802,0.1016,19.6848,0.0553,18.9163,0.0302,19.1403,0.1549,18.9934,0.0555,18.3362,0.0478,18.5148,0.073,18.4398,0.0681,18.1647,0.0507,18.6046,0.158,18.2763,0.1063,6.78,1540074598.0
128,74.61,445133039,10,3,114553.08-645106.7,176.471087,-64.851853,36,75,57949.9538,0,0.904,,,,,,,,,,,,,,,,,,,17.2276,0.0822,17.0552,0.0403,17.2339,0.0564,16.4761,0.0601,16.3011,0.0542,16.4471,0.0521,15.8791,0.0641,15.7454,0.0552,15.8799,0.0279,4.02,1540335617.0
129,74.62,445133041,17,3,114552.55-645111.6,176.46897,-64.853283,89,81,58051.1734,3,0.964,,,,,,,18.8386,0.037,19.1728,0.1411,18.8679,0.0626,17.1573,0.0487,17.1537,0.0733,17.1843,0.05,16.486,0.0393,16.4073,0.0202,16.4509,0.0223,15.9753,0.0413,15.9443,0.0279,15.9441,0.0195,15.6567,0.0508,15.638,0.025,15.6307,0.0239,2.29,1540335617.0
130,74.74,444891241,14,0,114544.94-644915.9,176.437231,-64.821066,72,52,58216.2003,0,0.979,,,,,,,,,,,,,19.4542,0.0359,19.3778,0.0721,19.4538,0.0484,18.4067,0.0205,18.412,0.0373,18.4065,0.0344,17.4724,0.0269,17.4227,0.0659,17.4414,0.0256,16.8167,0.022,16.7607,0.0653,16.8203,0.03,7.28,1540074095.0
131,74.88,2636826928,7,3,114532.59-645105.1,176.385797,-64.85143,36,52,58046.3138,0,0.929,,,,,,,,,,,,,,,,,,,18.7705,0.0492,18.8225,0.0559,18.781,0.0546,18.2695,0.032,18.2908,0.0942,18.2899,0.0725,17.8003,0.0577,17.7486,0.1921,17.8206,0.0936,5.59,445133473.0
132,75.28,2636826354,1,3,114542.05-645144.5,176.425239,-64.862372,36,36,58581.4546,0,0.699,,,,,,,,,,,,,,,,,,,19.454,0.0375,19.1146,0.1366,19.5045,0.0775,,,,,,,,,,,,,5.75,445133080.0
133,75.94,2636826935,3,0,114534.64-645124.1,176.394349,-64.856695,57,334,57983.2412,0,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7617,0.0528,17.8028,0.1598,17.8682,0.067,7.61,2636826948.0
134,76.38,2636826285,1,1040,114554.69-645043.4,176.477895,-64.84539,45,81,58843.6558,0,0.568,,,,,,,,,,,,,20.075,,20.4696,,20.2562,,19.192,0.051,20.1459,0.3087,19.3084,0.1034,18.2166,,18.5725,,18.4006,,,,,,,,7.05,2636826284.0
135,76.76,2636826937,1,3,114539.86-645143.7,176.416094,-64.862143,36,36,57474.684,0,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0965,0.0459,17.3423,0.097,17.1045,0.0714,5.13,445133480.0
136,77.16,2636826924,3,16,114531.08-645045.7,176.379533,-64.846042,38,55,58299.931,0,0.573,,,,,,,,,,,,,20.0414,,20.1735,,20.0535,,19.2592,0.0436,19.279,0.1552,19.3588,0.0588,18.548,0.0494,18.9088,0.2122,18.6709,0.137,,,,,,,14.08,445133468.0
137,77.18,2636826332,2,1040,114550.72-645128.4,176.461359,-64.8579,44,86,58922.0071,0,0.633,,,,,,,,,,,,,,,,,,,18.807,0.0318,19.0445,0.1163,18.8249,0.0727,18.0334,,18.5823,,18.1532,,17.7779,0.061,18.1756,0.1602,17.8698,0.1009,8.32,2636826333.0
138,77.18,2636826350,12,3,114545.08-645145.3,176.437845,-64.862611,36,36,58039.9469,0,0.981,,,,,,,,,,,,,,,,,,,16.9781,0.0693,16.8315,0.0668,16.9295,0.0487,15.7397,0.0198,15.5815,0.0341,15.7352,0.0175,14.9822,0.0419,14.6879,0.125,15.0446,0.0257,4.27,1540335638.0
139,77.82,444891250,17,0,114553.90-644955.3,176.47451,-64.83204,36,36,58190.4949,0,0.981,,,,,,,,,,,,,18.9763,0.0236,19.0096,0.0625,18.9746,0.0358,17.8004,0.0197,17.7798,0.0462,17.8051,0.0291,16.7348,0.0127,16.6805,0.021,16.729,0.019,16.0772,0.0179,16.0724,0.0231,16.0747,0.0241,7.13,1540074106.0
140,78.11,444891624,33,0,114538.61-644916.4,176.410832,-64.821214,36,36,58247.1251,5,0.995,16.4773,0.0252,16.4859,0.0513,16.4796,0.0258,16.1397,0.0138,16.1497,0.0283,16.144,0.0155,14.1539,0.0115,14.1603,0.0165,14.1521,0.0153,13.4999,0.0113,13.502,0.0105,13.4992,0.0154,13.0093,0.0101,13.0119,0.0098,13.0058,0.0138,12.7383,0.0165,12.743,0.016,12.7307,0.0208,7.48,444891623.0
141,78.15,445133482,12,0,114535.91-645133.4,176.399535,-64.859303,36,36,58351.6511,0,0.977,,,,,,,,,,,,,18.657,0.0395,18.8035,0.1118,18.6668,0.0663,18.0183,0.0183,18.1552,0.033,18.0257,0.0327,17.497,0.0224,17.677,0.058,17.5043,0.0347,17.202,0.026,17.3978,0.0634,17.2222,0.0405,7.3,2636826941.0
142,78.18,1540074584,2,1025,114540.59-644912.9,176.419023,-64.820204,85,92,58580.5333,0,0.79,,,,,,,,,,,,,,,,,,,19.4399,0.0239,19.6304,0.1283,19.4375,0.0665,18.614,,18.924,,18.6349,,18.172,0.0467,18.8687,0.2056,18.2011,0.1022,10.13,1540074583.0
143,78.48,1540074095,3,0,114546.04-644913.7,176.441735,-64.82042,36,88,58580.5337,0,0.728,,,,,,,,,,,,,,,,,,,19.6155,0.0375,19.8788,0.1231,19.673,0.0775,18.6259,0.0866,18.8667,0.1017,18.7403,0.0782,18.1666,0.0678,18.7307,0.1805,18.3232,0.1091,7.28,444891241.0
144,78.8,445133066,20,0,114549.30-645136.9,176.455368,-64.860275,36,56,58226.2054,0,0.982,,,,,,,18.8784,0.0635,19.1504,0.0889,18.9081,0.09,17.5699,0.0304,17.715,0.045,17.5963,0.0392,17.1418,0.024,17.2202,0.0348,17.1469,0.0272,16.7901,0.0177,16.953,0.027,16.8027,0.0203,16.5927,0.0225,16.7953,0.0507,16.6184,0.0313,8.19,445133065.0
145,79.03,1540074598,1,0,114534.21-644933.4,176.392487,-64.825923,36,36,58580.5347,0,0.537,,,,,,,,,,,,,,,,,,,,,,,,,19.0978,0.067,19.3262,0.1416,19.2239,0.1048,,,,,,,6.78,444891629.0
146,79.32,2636547845,1,0,114531.26-645001.8,176.380255,-64.833834,36,36,58580.5347,0,0.485,,,,,,,,,,,,,,,,,,,,,,,,,19.4246,0.0363,19.805,0.192,19.5191,0.1301,,,,,,,10.52,1540074622.0
147,79.38,2636826948,1,0,114533.51-645121.5,176.389662,-64.855982,36,36,58581.4546,0,0.493,,,,,,,,,,,,,,,,,,,19.8028,0.115,19.6679,0.1194,19.8916,0.1014,,,,,,,,,,,,,5.56,2636826946.0
