source_id,ra_Gaia,dec_Gaia,g,bp_rp,phot_variable_flag,Star_Id,RA_HST,Dec_HST,RA_toGaia,Dec_toGaia,F125W,eF125W,F139M,eF139M,F160W,eF160W,J,eJ,H,eH,Ks,eKs,inMUSE,membership,Weight
5.94E+18,251.7411441,-45.85803902,20.979738,,NOT_AVAILABLE,8527,251.7412064,-45.85803388,251.7411711,-45.8580439,15.9253,0.05,15.2736,0.044,14.8137,0.048,15.942,0.014,14.583,0.010999,13.96,0.016,0,0,5
5.94E+18,251.7454256,-45.84014907,20.981588,,NOT_AVAILABLE,7113,251.7454994,-45.84014205,251.74548,-45.8401467,16.2933,0.044,15.7526,0.041,15.5257,0.037,16.315,0.028,15.274999,0.017999,14.668999,0.030999,0,0,5
5.94E+18,251.7539036,-45.85894068,20.985174,,NOT_AVAILABLE,19267,251.7539229,-45.85892497,251.7538904,-45.8589328,16.0623,0.037,15.5196,0.037,15.1917,0.042,15.647,0.098999,14.529999,0.078,14.041,0.118,1,0,5
5.94E+18,251.7862249,-45.82089014,20.985556,,NOT_AVAILABLE,45229,251.786195,-45.82089506,251.786203,-45.8208872,17.5423,0.042,17.0746,0.044,16.7717,0.047,17.628,0.035999,16.618,0.037999,16.320999,0.050999,0,0,5
5.94E+18,251.8021687,-45.88341647,20.986513,,NOT_AVAILABLE,110,251.8022074,-45.8834175,251.8021682,-45.8834223,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,17.035999,0.032999,16.017999,0.020999,15.6,0.027,0,0,5
5.94E+18,251.7346185,-45.86208251,20.988659,1.2769794,NOT_AVAILABLE,5952,251.7346827,-45.86208079,251.7346422,-45.862093,16.1833,0.038,15.6076,0.051,15.2827,0.059,16.197999,0.014,15.097,0.014,14.527,0.019999,0,0,5
5.94E+18,251.8111992,-45.84785126,20.989155,0.7954197,NOT_AVAILABLE,27871,251.8112203,-45.84785585,251.8112131,-45.84785,17.6093,0.046,17.2216,0.043,16.8767,0.047,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7937761,-45.82598925,20.990974,,NOT_AVAILABLE,43372,251.7938004,-45.82598969,251.7938064,-45.8259816,15.9223,0.033,15.4006,0.05,15.0777,0.049,16.097999,0.016,14.930999,0.017,14.427,0.020999,0,0,5
5.94E+18,251.7866773,-45.85992716,20.991062,,NOT_AVAILABLE,27070,251.7866889,-45.85993076,251.7866648,-45.8599326,15.7823,0.031,15.1906,0.048,14.8237,0.045,15.842,0.014,14.532999,0.027,13.967,0.017999,0,0,5
5.94E+18,251.7603786,-45.86643453,20.995697,,NOT_AVAILABLE,18423,251.7604,-45.86642865,251.7603632,-45.8664371,17.6813,0.05,17.1786,0.055,16.8777,0.057,17.811,0.048,17.205999,0.115999,16.826,0.209999,0,0,5
5.94E+18,251.8195108,-45.88367551,20.99782,2.2958813,NOT_AVAILABLE,124,251.8195224,-45.8836795,251.8194879,-45.8836811,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,17.929,0.054,16.851999,0.043,16.398,0.064999,0,0,5
5.94E+18,251.7388751,-45.82077507,20.999723,,NOT_AVAILABLE,45099,251.7388413,-45.82077201,251.7388361,-45.8207731,17.2773,0.038,16.6306,0.044,16.3607,0.041,17.275999,0.039999,16.323999,0.041,15.814,0.043999,0,0,5
5.94E+18,251.73842,-45.87601616,21.003944,,NOT_AVAILABLE,2716,251.7384415,-45.876032,251.7383905,-45.876047,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.410999,0.025,15.276,0.021999,14.654,0.041,0,0,5
5.94E+18,251.7567978,-45.87284068,21.007227,,NOT_AVAILABLE,17373,251.7568239,-45.87283004,251.7567808,-45.8728408,17.4913,0.038,16.9906,0.054,16.7137,0.051,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7714063,-45.81686763,21.007442,,NOT_AVAILABLE,44798,251.7713718,-45.8168716,251.771379,-45.8168655,16.5103,0.027,15.8906,0.044,15.5147,0.043,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7944557,-45.84665268,21.008001,,NOT_AVAILABLE,27079,251.7944703,-45.84665631,251.7944594,-45.8466533,15.8113,0.037,15.1476,0.043,14.7607,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7479724,-45.82072519,21.010065,,NOT_AVAILABLE,44553,251.7479366,-45.82072344,251.747934,-45.8207228,15.6873,0.027,15.0016,0.039,14.5967,0.041,15.718999,0.021999,14.494999,0.017,13.774999,0.024,0,0,5
5.94E+18,251.8102584,-45.8591341,21.011599,1.7317009,NOT_AVAILABLE,27144,251.8102856,-45.85914196,251.8102688,-45.8591391,16.0473,0.059,15.1946,0.041,14.7897,0.049,15.970999,0.014999,14.543,0.008999,13.93,0.013,0,0,5
5.94E+18,251.7817796,-45.87859285,21.013193,2.1714077,NOT_AVAILABLE,25405,251.7818099,-45.87858256,251.781769,-45.87859,17.7373,0.06,17.3136,0.06,16.9877,0.063,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7823507,-45.82002956,21.01568,1.7959442,NOT_AVAILABLE,44859,251.7823171,-45.8200345,251.7823248,-45.8200271,16.6553,0.037,16.1236,0.045,15.8897,0.035,16.753,0.023,15.678,0.020999,15.18,0.027,0,0,5
5.94E+18,251.7371308,-45.86671557,21.016527,,NOT_AVAILABLE,18389,251.7371593,-45.86670319,251.7371157,-45.8667161,16.8473,0.037,16.3256,0.034,16.0887,0.033,16.888999,0.034,15.871,0.020999,15.336999,0.035999,0,0,5
5.94E+18,251.7257078,-45.85753074,21.01873,,NOT_AVAILABLE,9241,251.7257676,-45.85752523,251.7257284,-45.857538,16.4253,0.033,15.8576,0.045,15.5517,0.044,16.361999,0.027,15.343,0.020999,14.81,0.020999,0,0,5
5.94E+18,251.7369642,-45.85217604,21.021206,2.3625393,NOT_AVAILABLE,325,251.7370289,-45.85217081,251.7369973,-45.8521801,16.1273,0.041,15.6036,0.059,15.2967,0.057,16.150999,0.014,15.100999,0.014999,14.512,0.019999,0,0,5
5.94E+18,251.7233676,-45.88075171,21.0219,,NOT_AVAILABLE,227,251.7234605,-45.8807273,251.7234014,-45.8807464,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.545999,0.032,15.557,0.020999,14.953,0.048,0,0,5
5.94E+18,251.7812081,-45.8516305,21.028484,,NOT_AVAILABLE,27001,251.7812132,-45.85163355,251.7811945,-45.8516343,15.4843,0.036,14.8856,0.04,14.4937,0.043,15.545999,0.019999,14.203,0.027,13.477999,0.035999,1,0,5
5.94E+18,251.7812521,-45.86415746,21.029259,3.0507488,NOT_AVAILABLE,18776,251.7812959,-45.86414762,251.7812668,-45.8641515,15.6673,0.053,14.8956,0.054,14.5427,0.049,15.668,0.014999,14.333,0.008999,13.71,0.017,0,0,5
5.94E+18,251.7435546,-45.82685451,21.031214,,NOT_AVAILABLE,45373,251.7435103,-45.82684914,251.7435014,-45.8268508,17.8593,0.037,17.4196,0.037,17.1457,0.037,17.965,0.045,16.972,0.052,16.645999,0.059,0,0,5
5.94E+18,251.7486898,-45.81166552,21.033817,2.3268204,NOT_AVAILABLE,45265,251.7486597,-45.81166651,251.7486649,-45.8116634,17.6263,0.039,17.0986,0.05,16.7507,0.055,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7547903,-45.82445951,21.037352,1.8462715,NOT_AVAILABLE,45343,251.7547557,-45.8244578,251.754752,-45.8244568,17.8133,0.034,17.3796,0.039,17.0677,0.05,17.892,0.046,16.993999,0.046999,16.549999,0.068,0,0,5
5.94E+18,251.7522478,-45.87654302,21.039114,,NOT_AVAILABLE,16296,251.7522824,-45.87653139,251.7522349,-45.8765439,16.6453,0.041,15.9596,0.046,15.7327,0.04,16.513999,0.020999,15.484,0.019999,15.039999,0.029999,0,0,5
5.94E+18,251.7792435,-45.82956553,21.048168,,NOT_AVAILABLE,44614,251.7792068,-45.82957085,251.7792058,-45.8295665,15.9503,0.052,15.3776,0.052,15.0277,0.06,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7208628,-45.85487295,21.04906,,NOT_AVAILABLE,12097,251.7209239,-45.85486496,251.7208855,-45.854878,17.1573,0.048,16.7046,0.051,16.4457,0.051,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7769655,-45.86697276,21.054018,,NOT_AVAILABLE,18333,251.7769957,-45.86696364,251.7769631,-45.8669691,16.1773,0.041,15.6346,0.041,15.3067,0.053,16.274999,0.017999,15.161,0.017,14.557999,0.023,0,0,5
5.94E+18,251.812803,-45.85551953,21.0575,2.0727901,NOT_AVAILABLE,27330,251.8128212,-45.85552821,251.8128081,-45.855524,16.5133,0.039,15.9776,0.04,15.6627,0.04,16.639999,0.019999,15.432,0.014,14.97,0.017999,0,0,5
5.94E+18,251.7794183,-45.87187292,21.0577,2.3715496,NOT_AVAILABLE,20818,251.7794436,-45.8718658,251.7794075,-45.871872,17.4863,0.05,16.9806,0.046,16.6307,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7572527,-45.84068408,21.066786,,NOT_AVAILABLE,44644,251.7572064,-45.84068609,251.7571899,-45.8406887,16.0593,0.029,15.3156,0.041,14.9407,0.043,16.135,0.039999,14.840999,0.026,14.204999,0.032,1,0,5
5.94E+18,251.7385891,-45.82711965,21.067137,,NOT_AVAILABLE,45052,251.7385485,-45.82711461,251.738538,-45.8271173,17.1723,0.029,16.6586,0.034,16.4357,0.027,17.298,0.056,16.400999,0.030999,15.940999,0.041999,0,0,5
5.94E+18,251.7442472,-45.86577414,21.071722,,NOT_AVAILABLE,18543,251.7442768,-45.86575876,251.744236,-45.8657701,16.3423,0.029,15.7756,0.038,15.4957,0.044,16.295999,0.024,15.237,0.019999,14.682999,0.024,0,0,5
5.94E+18,251.8285186,-45.84745561,21.074663,,NOT_AVAILABLE,27898,251.8285463,-45.84746233,251.8285442,-45.8474531,17.6743,0.067,17.2406,0.066,16.9037,0.065,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7966415,-45.8704911,21.075968,1.0255432,NOT_AVAILABLE,17684,251.7966856,-45.87048873,251.7966555,-45.8704913,17.6403,0.089,17.3386,0.089,17.0347,0.089,18.055999,0.05,17.402999,0.107,16.847999,0.138999,0,0,5
5.94E+18,251.7433083,-45.8397743,21.077078,,NOT_AVAILABLE,7156,251.7433798,-45.83976977,251.7433603,-45.8397747,16.0963,0.024,15.5196,0.037,15.1947,0.032,16.145,0.017999,15.001999,0.012,14.409999,0.013,0,0,5
5.94E+18,251.7398141,-45.83822736,21.079165,1.9043713,NOT_AVAILABLE,7340,251.7398764,-45.83822531,251.7398571,-45.8382306,17.1613,0.037,16.6976,0.043,16.4427,0.044,17.294,0.025,16.343999,0.028999,15.918999,0.035999,0,0,5
5.94E+18,251.7539844,-45.81268003,21.082035,2.4221382,NOT_AVAILABLE,44834,251.7539388,-45.81267708,251.7539446,-45.8126732,16.5863,0.036,15.9976,0.053,15.6527,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.8089453,-45.87299425,21.084686,,NOT_AVAILABLE,500,251.8089513,-45.872994,251.8089226,-45.8729949,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,17.639999,0.034,16.687999,0.035999,16.156999,0.050999,0,0,5
5.94E+18,251.7713073,-45.86946061,21.087137,,NOT_AVAILABLE,21091,251.7713322,-45.86945145,251.7712959,-45.8694586,16.3843,0.039,15.7526,0.04,15.5717,0.06,15.517,0.065999,14.343,0.054,13.75,0.086,0,0,5
5.94E+18,251.7557064,-45.81654935,21.090342,,NOT_AVAILABLE,44622,251.7556761,-45.81654719,251.7556792,-45.816544,15.9693,0.026,15.4046,0.035,15.2467,0.063,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7582489,-45.82021534,21.094122,3.464098,NOT_AVAILABLE,44458,251.7582116,-45.82021273,251.7582124,-45.82021,14.9873,0.026,14.1386,0.04,13.5707,0.042,14.956999,0.017,13.230999,0.012,12.503999,0.017999,0,0,5
5.94E+18,251.7662127,-45.86782009,21.100384,,NOT_AVAILABLE,18183,251.766234,-45.86781097,251.7661976,-45.8678187,16.4483,0.033,15.8966,0.041,15.6637,0.046,16.274999,0.035999,15.156999,0.043,14.562999,0.076999,0,0,5
5.94E+18,251.766457,-45.87724051,21.102367,0.84342194,NOT_AVAILABLE,15209,251.766486,-45.87723279,251.7664419,-45.8772428,16.1213,0.032,15.5636,0.04,15.2247,0.039,16.079999,0.020999,14.828,0.019999,14.239999,0.028,0,0,5
5.94E+18,251.7684889,-45.86244873,21.10758,,NOT_AVAILABLE,18966,251.7685216,-45.86243737,251.7684904,-45.8624433,16.0513,0.033,15.4986,0.056,15.1567,0.059,16.125,0.019999,15.06,0.028,14.435,0.030999,1,0,5
5.94E+18,251.7932495,-45.8323237,21.108654,1.8994312,NOT_AVAILABLE,27060,251.7932721,-45.83232304,251.7932727,-45.8323167,15.7403,0.038,15.2466,0.06,14.8757,0.073,15.434,0.013,13.864999,0.037999,13.526,0.025,0,0,5
5.94E+18,251.7888782,-45.8415059,21.108923,,NOT_AVAILABLE,27134,251.7888917,-45.8415074,251.7888835,-45.8415042,16.0033,0.023,15.3846,0.029,15.1717,0.044,16.044,0.018999,14.713,0.014999,14.09,0.032999,0,0,5
5.94E+18,251.8086233,-45.83259131,21.110323,1.8118725,NOT_AVAILABLE,27825,251.8086519,-45.8325932,251.8086565,-45.832584,17.5223,0.052,17.0766,0.041,16.7997,0.036,17.643999,0.039999,16.677999,0.029999,16.252,0.035999,0,0,5
5.94E+18,251.7916063,-45.8143154,21.11111,,NOT_AVAILABLE,45194,251.791568,-45.81432281,251.791583,-45.8143122,17.4723,0.045,17.0366,0.051,16.7927,0.045,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7615993,-45.81685956,21.119259,,NOT_AVAILABLE,45279,251.76157,-45.81685388,251.7615745,-45.8168496,17.6673,0.05,17.2216,0.055,16.9207,0.057,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7685968,-45.86613201,21.120579,2.1901264,NOT_AVAILABLE,18481,251.7686241,-45.86611918,251.7685898,-45.866126,16.2053,0.04,15.5816,0.043,15.2547,0.046,16.176,0.021999,15.048,0.027,14.467,0.035999,0,0,5
5.94E+18,251.8099773,-45.87985744,21.1741,,NOT_AVAILABLE,275,251.8100117,-45.8798458,251.8099777,-45.8798482,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,17.915,0.043999,17.018999,0.048,16.531,0.048,0,0,5
,,,,,,22502,251.7703935,-45.84871387,251.7703741,-45.848716,17.4673,0.104,16.6296,0.098,16.1057,0.095,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19442,251.7583347,-45.85499366,251.7583067,-45.8549996,17.4733,0.057,17.0606,0.07,16.7227,0.073,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22356,251.7649102,-45.85657254,251.7648828,-45.8565777,17.4753,0.044,16.7596,0.054,16.4347,0.067,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27812,251.7742581,-45.85476682,251.7742348,-45.8547697,17.4773,0.05,16.7946,0.064,16.4737,0.053,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22468,251.761939,-45.851702,251.7619148,-45.8517065,17.4783,0.065,16.8176,0.059,16.2757,0.063,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27815,251.7749411,-45.85327409,251.7749192,-45.8532765,17.4843,0.063,16.8126,0.062,16.4517,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,16053,251.770112,-45.85852593,251.7700844,-45.8585306,17.4873,0.084,17.1316,0.147,17.7117,0.496,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19288,251.7656063,-45.85852698,251.7655774,-45.8585325,17.4903,0.038,16.5046,0.043,15.7387,0.04,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22490,251.7621342,-45.85010993,251.7621113,-45.8501139,17.5143,0.089,16.3516,0.071,15.5437,0.061,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19166,251.7727784,-45.86028429,251.7727501,-45.8602889,17.5223,0.031,16.5346,0.036,15.6887,0.039,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27832,251.7692084,-45.8508863,251.7691869,-45.8508892,17.5323,0.125,16.9246,0.183,16.6077,0.167,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,15261,251.7734486,-45.84976672,251.7734292,-45.8497685,17.5363,0.161,16.8156,0.18,16.4287,0.137,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19518,251.7622692,-45.85280048,251.7622441,-45.8528052,17.5503,0.149,16.8196,0.148,16.2787,0.143,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,6677,251.7510795,-45.84328034,251.7510591,-45.8432847,17.5543,0.041,17.0316,0.041,16.7037,0.044,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27841,251.7725666,-45.84804265,251.7725483,-45.8480442,17.5573,0.144,16.3576,0.186,16.0017,0.164,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27847,251.7774266,-45.85025632,251.7774079,-45.8502575,17.5643,0.04,16.6016,0.043,15.8327,0.044,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45242,251.7584929,-45.84081445,251.7584767,-45.8408168,17.5653,0.086,17.2256,0.088,16.9877,0.102,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22213,251.7554918,-45.85999518,251.7554588,-45.860003,17.5663,0.039,16.8396,0.041,16.4437,0.037,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19123,251.7725487,-45.86090037,251.7725199,-45.8609051,17.5783,0.037,16.8836,0.048,16.4367,0.045,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27859,251.7704394,-45.84914418,251.7704197,-45.8491464,17.5883,0.08,16.8316,0.106,16.3077,0.08,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,9947,251.7528256,-45.84868257,251.7528013,-45.848688,17.5953,0.059,16.7716,0.086,16.3207,0.061,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45251,251.7699782,-45.8372413,251.7699682,-45.8372406,17.6003,0.084,16.8886,0.111,16.4887,0.103,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27867,251.7685386,-45.85182058,251.7685161,-45.8518238,17.6013,0.129,17.4346,0.239,16.9437,0.204,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45254,251.759495,-45.83892226,251.7594807,-45.838924,17.6023,0.032,17.0306,0.053,16.8477,0.038,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27873,251.780006,-45.84726596,251.7799905,-45.8472659,17.6113,0.047,16.9166,0.057,16.3907,0.062,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45260,251.7552602,-45.83675204,251.7552464,-45.836754,17.6193,0.026,16.7926,0.052,16.2647,0.039,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27876,251.7689924,-45.84933387,251.7689721,-45.8493364,17.6213,0.082,17.1426,0.089,16.8877,0.09,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19569,251.7624681,-45.84922441,251.7624461,-45.8492281,17.6503,0.09,17.0826,0.11,16.5407,0.111,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,10336,251.748691,-45.84683014,251.7486671,-45.8468359,17.6523,0.088,17.0886,0.089,16.7237,0.098,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45280,251.7547129,-45.8415807,251.754695,-45.841584,17.6683,0.067,17.0626,0.065,16.5287,0.061,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27896,251.7806107,-45.84773073,251.780595,-45.8477306,17.6713,0.062,16.9366,0.065,16.4827,0.052,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45286,251.7663082,-45.83954409,251.7662952,-45.8395447,17.6873,0.071,17.1656,0.085,16.9107,0.106,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27905,251.7661798,-45.84938432,251.7661587,-45.8493874,17.6913,0.091,17.0716,0.086,16.6767,0.104,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,7356,251.7469627,-45.83813563,251.7469455,-45.8381395,17.7043,0.045,17.3266,0.047,17.0287,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19007,251.7631887,-45.86194082,251.7631563,-45.8619476,17.7083,0.041,17.0266,0.053,16.5357,0.032,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,16759,251.7653465,-45.85670765,251.7653191,-45.8567127,17.7153,0.141,16.2816,0.161,17.4017,0.165,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27925,251.7753752,-45.8522968,251.7753543,-45.8522989,17.7183,0.101,16.9186,0.114,16.3967,0.114,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,18926,251.7628757,-45.86272652,251.7628426,-45.8627336,17.7273,0.028,17.0416,0.049,16.5347,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19478,251.7625174,-45.85421822,251.7624913,-45.8542232,17.7423,0.03,17.0416,0.055,16.5347,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22237,251.7704779,-45.85965791,251.7704495,-45.8596628,17.7513,0.08,17.1006,0.077,16.7587,0.104,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,5410,251.748226,-45.8397378,251.7482078,-45.8397419,17.7513,0.119,17.3476,0.13,17.0387,0.111,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19301,251.7553951,-45.85831193,251.7553635,-45.8583193,17.7543,0.044,17.0996,0.049,16.6237,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,5848,251.7548133,-45.84820896,251.75479,-45.8482139,17.7623,0.053,17.1276,0.042,16.7227,0.043,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,19389,251.7625671,-45.8562124,251.7625393,-45.8562179,17.7733,0.035,17.0446,0.038,16.6057,0.04,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45325,251.7649542,-45.84278783,251.7649382,-45.8427895,17.7783,0.252,17.2176,0.333,17.4617,0.519,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,26780,251.7691453,-45.854602,251.7691207,-45.8546058,17.7853,0.081,17.0106,0.089,16.5757,0.103,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22069,251.76572,-45.86183751,251.7656885,-45.8618438,17.7883,0.062,17.3416,0.062,17.1457,0.057,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27958,251.7740266,-45.85026807,251.774007,-45.8502699,17.7973,0.088,17.1116,0.086,16.5757,0.098,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,27966,251.7732467,-45.84979494,251.7732273,-45.8497968,17.8093,0.079,17.0276,0.097,16.7057,0.072,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,5925,251.7460201,-45.84785097,251.7459946,-45.8478575,17.8093,0.042,17.3356,0.044,16.9877,0.051,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45346,251.7555447,-45.83942601,251.7555288,-45.8394286,17.8163,0.039,17.1056,0.056,16.6727,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,6572,251.7478129,-45.84395641,251.7477911,-45.8439616,17.8163,0.048,17.4476,0.05,16.9087,0.074,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22498,251.7664548,-45.8493113,251.7664338,-45.8493143,17.8313,0.095,17.3376,0.114,17.2397,0.173,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,12824,251.753885,-45.84565034,251.7538635,-45.8456548,17.8353,0.032,17.2286,0.042,16.9407,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,15240,251.7637436,-45.85155747,251.76372,-45.8515616,17.8373,0.032,16.9326,0.062,16.7027,0.058,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,16926,251.7596237,-45.8581299,251.7595935,-45.8581364,17.8373,0.194,16.8626,0.161,16.5477,0.132,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,22465,251.7590728,-45.85209979,251.7590475,-45.8521049,17.8433,0.075,17.4176,0.076,17.0327,0.073,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,26617,251.770719,-45.85880412,251.7706913,-45.8588087,17.8463,0.132,17.1166,0.185,16.6367,0.091,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,16332,251.7547905,-45.86000141,251.7547574,-45.8600093,17.8503,0.053,17.1866,0.039,16.6787,0.03,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45361,251.7693877,-45.84282543,251.7693729,-45.8428262,17.8513,0.085,17.6576,0.12,18.8727,0.543,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,45365,251.762947,-45.83821042,251.7629342,-45.8382113,17.8533,0.141,17.2076,0.105,16.6487,0.073,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,16075,251.7664152,-45.85773932,251.7663872,-45.8577445,17.8603,0.039,17.0336,0.053,16.6607,0.042,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,21995,251.7577933,-45.86295634,251.7577586,-45.8629644,17.8623,0.059,17.4156,0.081,17.2397,0.086,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,5917,251.7543498,-45.84790788,251.7543265,-45.8479128,17.8703,0.051,17.4536,0.038,17.1457,0.053,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,7300,251.7477166,-45.83842618,251.7476994,-45.83843,17.8713,0.045,17.2706,0.061,16.7387,0.065,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
,,,,,,4140,251.7522897,-45.84213705,251.7522706,-45.8421409,17.8733,0.048,17.3576,0.032,16.9397,0.029,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,5
