,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
20,47.59,5384132,124,0,213513.13-010210.2,323.804702,-1.036194,40,41,57670.8953,21,0.999,17.6545,0.0115,17.7075,0.0306,17.6715,0.0132,17.3262,0.01,17.3282,0.0153,17.3312,0.011,15.3841,0.0035,15.3841,0.0079,15.3815,0.0036,14.8605,0.003,14.8632,0.0042,14.8574,0.003,14.5491,0.0034,14.5627,0.0043,14.5492,0.0037,14.4348,0.0047,14.4563,0.006,14.4346,0.0052,7.84,2009100521.0
21,48.24,5384089,5,3,213515.37-010304.7,323.814036,-1.051282,67,56,57310.4202,0,0.601,,,,,,,,,,,,,,,,,,,20.4623,0.1062,20.3177,0.1012,20.4469,0.0623,19.9477,0.08,19.2651,0.3035,19.7564,0.0832,,,,,,,4.59,5384090.0
22,51.53,5384076,12,0,213508.85-010306.8,323.786877,-1.051916,79,122,57329.3352,0,0.683,,,,,,,,,,,,,,,,,,,20.1313,0.0829,19.8987,0.0986,20.0574,0.0504,19.5212,0.0258,19.4521,0.048,19.4985,0.0333,,,,,,,14.16,5384080.0
23,51.55,2009100521,0,0,213513.64-010209.0,323.806851,-1.035836,36,36,57250.5613,11,0.649,,,,,,,19.14,,19.6992,,19.3733,,,,,,,,,,,,,,,,,,,,,,,,,,7.84,5384132.0
24,54.52,5384137,25,3,213514.79-010217.4,323.811659,-1.038223,59,70,57503.8993,0,0.562,,,,,,,,,,,,,19.849,0.1921,19.7733,0.0793,20.3156,0.038,18.6486,0.0937,18.3346,0.0584,19.2074,0.0183,18.0354,0.1264,17.7633,0.0518,18.534,0.0334,17.6426,0.1467,17.5446,0.097,18.2118,0.0264,1.06,2009100526.0
25,55.15,2009100526,13,3,213514.78-010216.5,323.811613,-1.037932,36,384,57755.5668,3,0.639,,,,,,,,,,,,,19.8334,0.2933,19.6284,0.1031,20.3065,0.0628,18.6557,0.1103,18.3771,0.1079,19.1987,0.0303,18.3574,0.1969,17.8407,0.0897,18.6083,0.0464,17.7087,0.4178,17.8686,0.0918,18.3023,0.102,1.06,5384137.0
26,55.67,2009100512,0,16,213510.00-010211.0,323.791676,-1.036398,36,36,57990.5353,8,0.009,,,,,,,,,,,,,,,,,,,15.3933,,15.6798,,18.4954,,,,,,,,,,,,,,13.1,5384124.0
27,56.35,5384087,85,0,213515.10-010331.8,323.812888,-1.05886,49,63,57695.1975,6,0.987,,,,,,,,,,,,,17.9282,0.0057,17.9627,0.0098,17.9269,0.0053,16.9987,0.0037,17.0263,0.0076,16.998,0.0037,15.8875,0.0039,15.913,0.0062,15.8865,0.0043,15.4593,0.0052,15.4939,0.006,15.461,0.0058,11.34,5384086.0
28,59.36,2009100522,0,1024,213513.58-010200.1,323.806601,-1.033386,36,36,58006.3918,6,0.852,,,,,,,,,,,,,,,,,,,17.9485,,19.1019,,18.866,,,,,,,,,,,,,,8.87,2009100521.0
29,61.98,5384113,33,0,213516.28-010245.7,323.817849,-1.046043,48,66,57479.97,0,0.958,,,,,,,,,,,,,20.9619,0.037,20.8374,0.2086,20.9014,0.0573,20.0885,0.0152,20.1796,0.0433,20.1236,0.0264,18.7364,0.0105,18.8034,0.0249,18.7394,0.0157,18.1496,0.0194,18.2243,0.033,18.1593,0.0241,12.81,5384112.0
