940,945,1535,1540
980,985,1535,1540
1020,1025,1535,1540
1060,1065,1535,1540
20,25,1575,1580
60,65,1575,1580
100,105,1575,1580
140,145,1575,1580
180,185,1575,1580
220,225,1575,1580
260,265,1575,1580
300,305,1575,1580
340,345,1575,1580
380,385,1575,1580
420,425,1575,1580
460,465,1575,1580
500,505,1575,1580
540,545,1575,1580
580,585,1575,1580
620,625,1575,1580
660,665,1575,1580
700,705,1575,1580
740,745,1575,1580
780,785,1575,1580
820,825,1575,1580
860,865,1575,1580
900,905,1575,1580
940,945,1575,1580
980,985,1575,1580
1020,1025,1575,1580
1060,1065,1575,1580
20,25,1615,1620
60,65,1615,1620
100,105,1615,1620
140,145,1615,1620
180,185,1615,1620
220,225,1615,1620
260,265,1615,1620
300,305,1615,1620
340,345,1615,1620
380,385,1615,1620
420,425,1615,1620
460,465,1615,1620
500,505,1615,1620
540,545,1615,1620
580,585,1615,1620
620,625,1615,1620
660,665,1615,1620
700,705,1615,1620
740,745,1615,1620
780,785,1615,1620
820,825,1615,1620
860,865,1615,1620
900,905,1615,1620
940,945,1615,1620
980,985,1615,1620
1020,1025,1615,1620
1060,1065,1615,1620
20,25,1655,1660
60,65,1655,1660
100,105,1655,1660
140,145,1655,1660
180,185,1655,1660
220,225,1655,1660
260,265,1655,1660
300,305,1655,1660
340,345,1655,1660
380,385,1655,1660
420,425,1655,1660
460,465,1655,1660
500,505,1655,1660
540,545,1655,1660
580,585,1655,1660
620,625,1655,1660
660,665,1655,1660
700,705,1655,1660
740,745,1655,1660
780,785,1655,1660
820,825,1655,1660
860,865,1655,1660
900,905,1655,1660
940,945,1655,1660
980,985,1655,1660
1020,1025,1655,1660
1060,1065,1655,1660
20,25,1695,1700
60,65,1695,1700
100,105,1695,1700
140,145,1695,1700
180,185,1695,1700
220,225,1695,1700
260,265,1695,1700
300,305,1695,1700
340,345,1695,1700
380,385,1695,1700
420,425,1695,1700
460,465,1695,1700
500,505,1695,1700
540,545,1695,1700
580,585,1695,1700
620,625,1695,1700
660,665,1695,1700
700,705,1695,1700
740,745,1695,1700
780,785,1695,1700
820,825,1695,1700
860,865,1695,1700
900,905,1695,1700
940,945,1695,1700
980,985,1695,1700
1020,1025,1695,1700
1060,1065,1695,1700
20,25,1735,1740
60,65,1735,1740
100,105,1735,1740
140,145,1735,1740
180,185,1735,1740
220,225,1735,1740
260,265,1735,1740
300,305,1735,1740
340,345,1735,1740
380,385,1735,1740
420,425,1735,1740
460,465,1735,1740
500,505,1735,1740
540,545,1735,1740
580,585,1735,1740
620,625,1735,1740
660,665,1735,1740
700,705,1735,1740
740,745,1735,1740
780,785,1735,1740
820,825,1735,1740
860,865,1735,1740
900,905,1735,1740
940,945,1735,1740
980,985,1735,1740
1020,1025,1735,1740
1060,1065,1735,1740
20,25,1775,1780
60,65,1775,1780
100,105,1775,1780
140,145,1775,1780
180,185,1775,1780
220,225,1775,1780
260,265,1775,1780
300,305,1775,1780
340,345,1775,1780
380,385,1775,1780
420,425,1775,1780
460,465,1775,1780
500,505,1775,1780
540,545,1775,1780
580,585,1775,1780
620,625,1775,1780
660,665,1775,1780
700,705,1775,1780
740,745,1775,1780
780,785,1775,1780
820,825,1775,1780
860,865,1775,1780
900,905,1775,1780
940,945,1775,1780
980,985,1775,1780
1020,1025,1775,1780
1060,1065,1775,1780
20,25,1815,1820
60,65,1815,1820
100,105,1815,1820
140,145,1815,1820
180,185,1815,1820
220,225,1815,1820
260,265,1815,1820
300,305,1815,1820
340,345,1815,1820
380,385,1815,1820
420,425,1815,1820
460,465,1815,1820
500,505,1815,1820
540,545,1815,1820
580,585,1815,1820
620,625,1815,1820
660,665,1815,1820
700,705,1815,1820
740,745,1815,1820
780,785,1815,1820
820,825,1815,1820
860,865,1815,1820
900,905,1815,1820
940,945,1815,1820
980,985,1815,1820
1020,1025,1815,1820
1060,1065,1815,1820
20,25,1855,1860
60,65,1855,1860
100,105,1855,1860
140,145,1855,1860
180,185,1855,1860
220,225,1855,1860
260,265,1855,1860
300,305,1855,1860
340,345,1855,1860
380,385,1855,1860
420,425,1855,1860
460,465,1855,1860
500,505,1855,1860
540,545,1855,1860
580,585,1855,1860
620,625,1855,1860
660,665,1855,1860
700,705,1855,1860
740,745,1855,1860
780,785,1855,1860
820,825,1855,1860
860,865,1855,1860
900,905,1855,1860
940,945,1855,1860
980,985,1855,1860
1020,1025,1855,1860
1060,1065,1855,1860
20,25,1895,1900
60,65,1895,1900
100,105,1895,1900
140,145,1895,1900
180,185,1895,1900
220,225,1895,1900
260,265,1895,1900
300,305,1895,1900
340,345,1895,1900
380,385,1895,1900
420,425,1895,1900
460,465,1895,1900
500,505,1895,1900
540,545,1895,1900
580,585,1895,1900
620,625,1895,1900
660,665,1895,1900
700,705,1895,1900
740,745,1895,1900
780,785,1895,1900
820,825,1895,1900
860,865,1895,1900
900,905,1895,1900
940,945,1895,1900
980,985,1895,1900
1020,1025,1895,1900
1060,1065,1895,1900
20,25,1935,1940
60,65,1935,1940
100,105,1935,1940
140,145,1935,1940
180,185,1935,1940
220,225,1935,1940
260,265,1935,1940
300,305,1935,1940
340,345,1935,1940
380,385,1935,1940
420,425,1935,1940
460,465,1935,1940
500,505,1935,1940
540,545,1935,1940
580,585,1935,1940
620,625,1935,1940
660,665,1935,1940
700,705,1935,1940
740,745,1935,1940
780,785,1935,1940
820,825,1935,1940
860,865,1935,1940
900,905,1935,1940
940,945,1935,1940
980,985,1935,1940
1020,1025,1935,1940
1060,1065,1935,1940
20,25,1975,1980
60,65,1975,1980
100,105,1975,1980
140,145,1975,1980
180,185,1975,1980
220,225,1975,1980
260,265,1975,1980
300,305,1975,1980
340,345,1975,1980
380,385,1975,1980
420,425,1975,1980
460,465,1975,1980
500,505,1975,1980
540,545,1975,1980
580,585,1975,1980
620,625,1975,1980
660,665,1975,1980
700,705,1975,1980
740,745,1975,1980
780,785,1975,1980
820,825,1975,1980
860,865,1975,1980
900,905,1975,1980
940,945,1975,1980
980,985,1975,1980
1020,1025,1975,1980
1060,1065,1975,1980
20,25,2015,2020
60,65,2015,2020
100,105,2015,2020
140,145,2015,2020
180,185,2015,2020
220,225,2015,2020
260,265,2015,2020
300,305,2015,2020
340,345,2015,2020
380,385,2015,2020
420,425,2015,2020
460,465,2015,2020
500,505,2015,2020
540,545,2015,2020
580,585,2015,2020
620,625,2015,2020
660,665,2015,2020
700,705,2015,2020
740,745,2015,2020
780,785,2015,2020
820,825,2015,2020
860,865,2015,2020
900,905,2015,2020
940,945,2015,2020
980,985,2015,2020
1020,1025,2015,2020
1060,1065,2015,2020
