ra,dec,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth
303.1432615,-56.82512714,23895.14332,24130.98691,nan,nan,nan,nan,6.480087757,1,nan,0,0.002309232,0.027920102,-0.014867447,0.035213942,nan,nan,-0.014905063,0.035288483,0.008749197,0.047120658,nan,0.644939696,nan,0.099033097,25.54355891,0.118760833,21.91469473,0.045038692,25.11244067,0.073203048,21.1819481,0.021495257,23.81200498,0.029715705,19.58095378,0.015357889,23.01697871,0.027812384,18.87093649,0.017683492,23.01727443,0.081146273,19.73531321,0.116064315,784112,1
303.1503337,-56.82601444,23842.30693,24118.64958,-0.28556487,0.010349152,0.741105616,0.043916546,13.44883633,1,0.141239627,0,-0.185502198,0.013170125,-0.014910708,0.035343183,-0.145542607,0.019862328,-0.014948472,0.035418294,0.008767273,0.047195803,27.27939043,1.598628736,nan,0.066810121,24.93278901,0.067669188,24.24900016,0.65432945,24.04562604,0.027176847,20.52327563,0.018393487,23.84322872,0.02875966,20.43617401,0.026397218,23.62798185,0.049784792,20.36150961,0.046380027,24.24353716,0.247841887,nan,0.116593743,784171,1
303.1519752,-56.81620032,23829.96827,24252.98356,0.085110888,0.210775152,0.829467356,0.004776295,26.34054184,1,0.000179366,0,0.05939091,0.163891669,-0.015251195,0.032509441,0.061444502,0.165191129,-0.015290971,0.032577321,0.005863212,0.040306557,23.52127744,0.050284288,22.62164347,0.04329209,22.40916254,0.007183329,21.18520746,0.005635955,21.67239968,0.003477347,20.39825144,0.002689924,21.50380643,0.0041034,20.08733499,0.003276992,21.22896628,0.005454006,19.95175824,0.004206409,21.283309,0.016863204,20.04057711,0.013445076,784960,1
303.1376032,-56.81239511,23937.63568,24305.0942,0.511134028,0.246483281,0.698667049,0.000266541,6.752348423,1,0.000635314,0,0.286387977,0.157116162,-0.015032454,0.032279214,0.286822975,0.157462001,-0.01507165,0.032346159,0.005955111,0.040554588,20.54786427,0.005503344,19.48116413,0.005275383,19.20241519,0.002201517,17.95672582,0.002171433,18.36517495,0.001246742,17.10529362,0.001233134,18.07618481,0.002100019,16.70737778,0.002093148,17.73514824,0.001252498,16.46120181,0.001236075,17.65117748,0.001035048,16.35799178,0.000944855,785333,1
303.1499751,-56.80770838,23844.94188,24369.26181,0.650403976,0.178119764,0.910476506,0.003244647,5.964366913,1,0.000581555,0,0.561068763,0.158462732,-0.016608481,0.030356779,0.561361432,0.158942714,-0.016649401,0.03042041,0.005989145,0.040357696,22.99127037,0.032513709,21.80546813,0.026530086,22.04162472,0.005103134,20.42365798,0.003722737,21.59982692,0.003210911,19.92963346,0.002259181,21.55161371,0.004174124,19.70538563,0.003038723,21.31708679,0.006012761,19.64874991,0.004067186,21.40507418,0.018842609,19.73665457,0.012736488,785538,1
303.1463428,-56.80686159,23872.1344,24380.82617,0.47569707,0.387649566,0.680474639,0.008947413,3.798693895,1,0.068789688,0,0.291151025,0.254674644,-0.016558263,0.030283573,0.291199058,0.254970104,-0.016599134,0.030347051,0.005973836,0.040299659,23.51207141,0.050965037,22.73059718,0.044819604,22.59213766,0.007932814,21.73699586,0.007089057,22.04982666,0.004670917,21.15791644,0.004136527,21.8999742,0.005267603,20.96752759,0.004647762,21.67481329,0.008167533,20.80960112,0.007164083,21.75397106,0.025767202,20.93381284,0.022779772,785539,1
303.1467249,-56.78346639,23869.18936,24701.06411,-0.129030943,0.110971399,0.818799615,0.004858283,6.923457146,1,9.36E-05,0,-0.097551056,0.090784,-0.016409761,0.031784077,-0.097492076,0.090944581,-0.016448928,0.031847589,0.004915661,0.037533421,23.33759511,0.041691407,22.43569245,0.036031087,22.42218231,0.006764088,20.93365563,0.005377544,21.81131587,0.003724973,20.30909793,0.002959675,21.65167901,0.004502485,20.01804792,0.003617288,21.42432846,0.006662259,19.96334988,0.005242269,21.40782746,0.019313345,19.96501163,0.014932136,786941,1
303.1363423,-56.80188219,23947.06863,24448.99835,0.69709748,-0.472015709,0.458605319,0.015136557,5.468962669,1,0.606463483,0,0.247187214,-0.155298953,-0.016196362,0.028169074,0.247298449,-0.155570969,-0.016237389,0.028229998,0.006357947,0.041236024,23.32026699,0.042397886,23.13224545,0.043323923,23.10606084,0.012766007,22.62751459,0.012272433,22.15951007,0.0052639,21.68343168,0.005019145,21.59496124,0.004529168,21.08050667,0.004294949,21.25805609,0.005900608,20.80467527,0.005612274,21.19220831,0.015659429,20.72005157,0.014881205,787056,1
303.1453589,-56.79695773,23879.47549,24516.3941,-0.212665603,-0.155552804,0.834098935,0.004073708,6.042769909,1,0.071229563,0,-0.179619516,-0.118694297,-0.016024052,0.028463221,-0.174662307,-0.122430064,-0.016064223,0.02852292,0.005909372,0.041626031,22.64144213,0.022938888,21.61945292,0.018257059,22.32728465,0.006608883,20.93234757,0.004686802,21.56680335,0.003069813,20.1636576,0.002273876,21.39107546,0.003796319,19.80827793,0.002909946,21.02127515,0.004669629,19.62929647,0.003393641,20.90408591,0.011962719,19.4463806,0.008098068,787057,1
303.1480751,-56.79523763,23859.10957,24539.93412,-0.046470761,-0.037120417,0.337206095,0.016643446,2.82867527,1,1.23E-05,0,-0.024326006,0.008959937,-0.015983611,0.028588675,-0.025286669,0.008789544,-0.016023515,0.028648753,0.006007282,0.041747911,23.41224736,0.046326286,23.26243807,0.046079743,22.58121007,0.008294597,22.35471052,0.008160765,21.81432847,0.003782618,21.57237648,0.003685108,21.62867428,0.004438506,21.32751516,0.004297757,21.42803183,0.006642428,21.17425788,0.006480666,21.46287978,0.019742095,21.18945884,0.019229202,787058,1
303.1317894,-56.8062521,23981.19423,24389.18448,-0.248127267,0.096563108,0.750471115,0.010800675,5.952186584,1,0.537372668,0,-0.174900127,0.080547499,-0.017140897,0.029714309,-0.174390972,0.0812269,-0.017184064,0.029778184,0.006280184,0.039954848,23.40280926,0.045555315,22.64200695,0.03757544,23.50835257,0.018138654,22.47495097,0.013720761,22.40826233,0.006306355,21.44194932,0.005156977,21.94583356,0.005575763,20.87823497,0.00468283,21.63356296,0.007851253,20.71345558,0.006799876,21.60474739,0.022662906,20.61766944,0.0188306,787059,1
303.1287537,-56.81742677,24003.94195,24236.22338,-0.157057241,-0.043505151,0.551211596,0.01202072,9.827091217,1,0,0,-0.445169349,-0.062926489,-0.0191258,0.03033655,-0.052795824,0.011842821,-0.019627772,0.028040864,0.005824337,0.039501974,25.1060874,0.28146287,22.07600934,0.186593409,23.16433969,0.01389449,19.9324935,0.010065079,22.14895929,0.005424583,18.91297084,0.003928966,21.82600531,0.005095074,18.45646003,0.004190733,21.5833322,0.007405522,18.32226522,0.005319518,21.57673082,0.022029249,18.26385901,0.017052557,1008219,1
303.117589,-56.80972429,24087.66197,24341.42977,-0.271227151,0.042283144,0.759770572,0.01205938,13.50791359,1,0,0,-0.069152018,0.469890974,-0.01998158,0.026107628,-0.156685174,0.030693924,-0.020013461,0.026191397,0.006219044,0.039419511,23.17393959,0.048059815,22.72197022,0.048053083,23.02383108,0.011829026,21.86823784,0.010846864,22.68983606,0.008273672,21.33534143,0.007013012,22.50580051,0.008567744,21.0848272,0.007476108,21.96446899,0.010747874,20.66058444,0.009637638,21.97755546,0.031644505,20.68763304,0.028896896,1008270,1
303.1179025,-56.80807029,24085.31872,24364.2861,0.294793785,0.113075748,0.834009051,0.016697107,15.79491329,1,0,0,-0.060603504,0.352842461,-0.019906663,0.026171594,0.208667457,0.081734166,-0.019952327,0.026251227,0.006151715,0.039858185,23.60028917,0.070729545,23.02744247,0.066486073,23.52325532,0.01831164,22.59952626,0.015498777,23.09659854,0.01164755,21.55888434,0.009259743,22.61512522,0.009575754,21.26008916,0.008050958,22.24600468,0.013831958,20.82411171,0.011611548,22.33106136,0.04365608,21.39628409,0.036848905,1008283,1
303.1133896,-56.805409,24119.04884,24400.50197,0.112232089,0.102907293,0.620298147,0.048393965,10.3532486,1,0.000974969,0,-0.112286807,0.336604352,-0.019827965,0.026142075,0.0596564,0.066997483,-0.019844959,0.026228791,0.006179571,0.040688727,25.31051628,0.333767933,24.03235813,0.357949016,24.17902464,0.033288179,22.46760155,0.029376312,23.6364124,0.018643879,21.77158331,0.014619535,23.5181465,0.020845568,21.64232761,0.017751266,23.16887783,0.031814438,21.34569199,0.02626521,23.24586134,0.099837609,21.5411458,0.093725381,1008308,1
303.1171402,-56.80377479,24090.97971,24423.08643,-0.136139929,0.097835384,0.875137687,0.020137789,15.71125698,1,0.029437663,0,-0.028349185,0.106729129,-0.019754161,0.026308528,-0.118657596,0.086521722,-0.019798547,0.026362225,0.006481401,0.0396323,24.1121373,0.110888236,20.87018986,0.09969709,23.97470171,0.026858055,19.90131144,0.015020618,23.41966542,0.01564404,19.13318214,0.006897684,23.26681121,0.016543272,18.89033633,0.008221353,22.68985913,0.020981876,18.50405387,0.010880316,22.54623522,0.054773186,18.32271804,0.027369103,1008319,1
303.0646371,-56.79075386,24484.62844,24601.09838,0.054212335,-0.019780895,0.801020682,0.150934771,14.86471176,1,-0.009910589,0,0.066433513,0.019317892,-0.019601158,0.024341726,0.035944033,-0.007376426,-0.019645477,0.024384329,0.005442009,0.037265901,26.23726356,0.769968951,22.45908336,0.288238593,26.4636544,0.262695371,21.988398,0.069964439,25.2112502,0.07851732,21.11256091,0.038612134,24.44911668,0.05174091,19.97964848,0.037452817,24.22230127,0.086055809,20.00342049,0.070883966,24.77907464,0.413994893,20.806748,0.188007253,1008444,1
303.1192283,-56.78842617,24074.2396,24631.53454,-0.032148372,0.125879854,0.824275017,0.041159846,15.28571892,1,0,0,-0.241263524,-0.241358789,-0.020274791,0.024797139,-0.028248414,0.099500723,-0.020292761,0.024842175,0.005525898,0.038059155,25.63312159,0.439501011,22.78091955,0.238589996,24.53008497,0.047452298,21.03363178,0.023826634,23.90717335,0.025094263,20.29286569,0.013055298,23.77814301,0.027976233,19.9819564,0.014716758,23.5378672,0.044964646,19.8927289,0.026848147,23.34517261,0.114400101,19.90096962,0.056940334,1008469,1
303.128618,-56.79831329,24004.9611,24497.85292,0.023849409,-0.196840897,0.793546796,6.07E-05,9.402187347,1,0.066184572,0,0.008797136,-0.117709699,-0.019379159,0.025040591,0.008793476,-0.11771062,-0.019423045,0.025092088,0.005959117,0.040972108,19.14913737,0.004473586,17.60126023,0.004413401,17.81506811,0.002134929,16.02503193,0.002125857,16.98864546,0.001219548,15.16447525,0.001214852,16.68978036,0.00208669,14.74508765,0.002084461,16.32944527,0.001214518,14.49242175,0.001209663,16.23958766,0.000774167,14.37813331,0.000743956,1011397,1
303.1227758,-56.80012526,24048.74894,24473.04789,-0.574449837,0.266038954,0.734898806,7.89E-05,7.28354311,1,0.103786915,0,-0.370912634,0.180509165,-0.019459656,0.02497077,-0.372226924,0.181387767,-0.019504411,0.025023494,0.006411267,0.040759733,19.37736677,0.004569217,18.24930591,0.004512553,17.93685874,0.002138091,16.58392612,0.002129496,17.08489809,0.001221068,15.6918662,0.001216518,16.77913345,0.002087071,15.27250399,0.002085019,16.4165276,0.001215705,15.00425752,0.001211148,16.33365546,0.000781512,14.88921596,0.000752931,1011398,1
303.1066436,-56.79781025,24169.67296,24504.71029,0.105829634,0.10241618,0.576050937,0.00012095,5.33531332,1,0.041755412,0,0.042589929,0.064077332,-0.018612842,0.025063257,0.042698093,0.064173944,-0.018654812,0.025113614,0.006585185,0.041050693,19.54836196,0.004632706,18.84721743,0.004585947,18.07725418,0.002142143,17.27497304,0.002134884,17.15939928,0.001221699,16.33815422,0.001218325,16.79003082,0.002087121,15.88889481,0.00208564,16.40330903,0.001215811,15.55455946,0.001212621,16.27353656,0.000776275,15.37681743,0.000757985,1011399,1
303.1139202,-56.82676405,24115.04041,24108.3996,0.24331902,-0.229818374,0.948128283,4.95E-05,18.23867798,1,0.248611202,0,0.200633605,-0.189087536,-0.01835392,0.03146767,0.200479135,-0.189007789,-0.018396707,0.031533442,0.009353072,0.046649653,19.21105655,0.004500132,16.35613977,0.004359326,18.06715682,0.002141352,15.0447704,0.00212337,17.20545255,0.001223959,14.15947753,0.001213877,16.93341291,0.002088218,13.71996463,0.002083896,16.50374901,0.001216428,13.43718632,0.001207993,16.38012421,0.000779603,13.23688994,0.000729767,1011400,1
303.0897193,-56.79880025,24296.52264,24491.10104,-0.215477884,0.278544903,0.742591262,0.000102372,7.72535181,1,0.207779025,0,-0.135406915,0.179830762,-0.018612398,0.024797953,-0.135359243,0.180070043,-0.018654807,0.024847904,0.006930026,0.041538439,19.27977765,0.004512573,18.00942214,0.004448121,18.16930152,0.002145785,16.69015325,0.00213299,17.41770366,0.001225338,15.93243786,0.001218936,17.17370289,0.002089944,15.60311777,0.002086671,16.86061401,0.00122346,15.38064984,0.001215975,16.73690205,0.000832211,15.2318097,0.0007867,1011401,1
303.0774767,-56.80225347,24388.25006,24443.77118,0.038997006,-0.169409752,0.370923698,0.000264627,3.614831209,1,0.073544941,0,-0.001125471,-0.033686588,-0.018782474,0.024623838,-0.001108168,-0.03366638,-0.018826023,0.024674768,0.006872946,0.040466741,19.69487081,0.004734821,19.41458239,0.004725867,18.26978371,0.002147536,17.93030614,0.002143266,17.42168803,0.001225727,17.07677228,0.001223375,17.06256122,0.002088736,16.65978571,0.002087646,16.72644117,0.001220784,16.36759543,0.001218364,16.60662387,0.00081658,16.22158505,0.000800926,1011402,1
303.0913939,-56.80305717,24283.93896,24432.83847,0.047727022,0.030444304,0.812734127,8.81E-05,8.039912224,1,0.11159087,0,0.02730761,0.029280946,-0.018983694,0.02617583,0.027307406,0.02927075,-0.019026665,0.026228659,0.006804019,0.039433343,19.61241062,0.004687142,18.01115038,0.004552803,18.26935571,0.002145442,16.60773713,0.002130811,17.39782697,0.001224432,15.70556058,0.001216992,17.10494217,0.002088498,15.28720229,0.002085168,16.67856903,0.001218531,14.94965403,0.001211397,16.56887626,0.000809884,14.76668668,0.00075905,1011403,1
303.12837,-56.82709221,24006.81465,24103.92073,0.224571019,0.03405828,0.567855775,0.00031028,5.162799835,1,0.224908022,0,0.094349117,0.034394463,-0.018347279,0.031701332,0.094510607,0.034398571,-0.018389661,0.031767536,0.008748467,0.046692776,20.12837304,0.005232222,19.42567088,0.005099667,18.87604513,0.002183368,18.03834851,0.002165592,18.09578363,0.001246955,17.27957522,0.001237027,17.75520172,0.002097379,16.85690736,0.002092908,17.41041927,0.001239304,16.57992901,0.001230328,17.22840832,0.000913141,16.33746823,0.000861716,1011407,1
303.0904667,-56.79936516,24290.91619,24483.37165,-0.446037948,0.85327363,0.430605799,0.000470789,6.679597855,1,0.445378687,0,-0.088866684,0.161391341,-0.018634719,0.024788367,-0.09237916,0.181118637,-0.018677255,0.024838092,0.007041902,0.040757706,19.56608559,0.004660973,19.16021736,0.004649469,18.77030496,0.00218881,18.24451013,0.002177839,18.40782293,0.001266976,17.84868353,0.001257483,18.34771813,0.00211912,17.72749019,0.002112341,18.22783745,0.001329883,17.63833604,0.001308682,18.18321296,0.001461198,17.56650196,0.00136379,1011408,1
303.0929617,-56.8078935,24272.15362,24366.64421,0.203850597,-0.169747025,0.485337198,0.000417723,4.575573921,1,0.175647828,0,0.068830661,-0.049304587,-0.019152751,0.026046245,0.068959832,-0.049420524,-0.019196186,0.026099145,0.006497499,0.039665143,20.33306874,0.005595403,19.83894163,0.00549351,19.07089937,0.002190163,18.44830309,0.002175615,18.26855122,0.001248446,17.65634442,0.001240486,17.95709933,0.00209984,17.27549651,0.002095939,17.61941749,0.001248581,16.9939222,0.001240014,17.45396418,0.000984976,16.78947706,0.00093648,1011409,1
303.1272536,-56.80033584,24015.18761,24470.16753,-0.342738718,-0.282455832,0.651088595,0.001003802,8.980837822,1,0.513248449,0,-0.177126643,-0.125479504,-0.019485309,0.025044924,-0.174567848,-0.124706239,-0.019529874,0.025097856,0.006261921,0.040846633,21.60753094,0.012093224,20.55373097,0.011123332,20.43004654,0.00259554,19.1716589,0.00246291,19.72414969,0.001471604,18.43484311,0.001393385,19.47010706,0.002218819,18.0720645,0.002173511,19.18852563,0.001603266,17.87554221,0.001495061,19.14799985,0.002754295,17.7859328,0.002322573,1011416,1
303.0835262,-56.80116206,24342.92111,24458.74305,-0.039227456,-0.077922449,0.359261394,0.002631114,3.639505386,1,0.39017347,0,-0.023920925,-0.00773028,-0.018740038,0.024727367,-0.023919484,-0.007767997,-0.018783266,0.024778476,0.006825701,0.040550028,21.40693895,0.010326286,21.14086113,0.010260221,20.51858583,0.002633246,20.24734219,0.002589324,19.85705094,0.001491982,19.58522775,0.001466145,19.59824088,0.002234929,19.26445881,0.002216939,19.29376043,0.001642255,19.01585735,0.001608784,19.09031381,0.002603242,18.78772615,0.002485452,1011417,1
303.0917782,-56.83006398,24280.85525,24063.16517,0.151166841,0.081641093,0.369190723,0.004041778,3.83833313,1,0.492544117,0,0.031805134,0.045087949,-0.017835244,0.028519941,0.031880822,0.045110896,-0.017875429,0.028577859,0.009205133,0.045685194,21.5461289,0.012060894,21.26223953,0.011947124,20.89306711,0.003128408,20.52002322,0.003049493,20.32437903,0.00178307,19.9591553,0.001736322,20.17862452,0.002510146,19.74902639,0.002471343,19.83180676,0.002159221,19.46186365,0.002104142,19.48817005,0.003567016,19.12084642,0.003400367,1011420,1
303.0684641,-56.80063073,24455.81671,24465.92789,0.222279787,-0.318208903,0.550372124,0.002452026,4.329825401,1,0.288411804,0,0.099710139,-0.138203122,-0.018730223,0.024581584,0.099519797,-0.138889596,-0.018773623,0.024632366,0.006961603,0.040388002,22.81381366,0.033831182,22.17541493,0.031392664,21.73431368,0.004361178,21.23640397,0.004063607,20.31747494,0.001674552,19.80182607,0.001594638,19.71763039,0.002239984,19.10739561,0.00220125,19.15983971,0.001529959,18.60844649,0.001461233,18.8987519,0.002227601,18.28660021,0.001930683,1011424,1
303.0921871,-56.79906927,24278.77188,24487.76175,-0.613442123,-0.039537698,0.99403125,0.001695663,43.57022858,1,0.930474815,0,-0.565961963,-0.041774843,-0.018629796,0.024815159,-0.603437066,-0.037562527,-0.018667234,0.02486925,0.006898691,0.041554203,26.57900812,1.074428835,21.1012956,0.152063135,22.42038519,0.007865926,18.31816837,0.002882004,22.01055844,0.005072002,17.82603456,0.001730605,22.05733177,0.006631404,17.66128031,0.002528718,21.56105368,0.008004154,17.36782457,0.002282899,21.27386834,0.017382163,16.98545648,0.004012189,1011429,1
303.0992548,-56.8243106,24224.8968,24141.9463,0.69532007,-0.374413759,0.697709739,0.006867012,8.022760391,1,0.790652225,0,0.398711332,-0.206605525,-0.017651802,0.031462258,0.398582935,-0.206968352,-0.01769257,0.031526923,0.008084079,0.040546574,22.36415801,0.024780448,21.94130656,0.025233308,22.19379903,0.006896027,21.14145637,0.006119724,21.80839994,0.004797964,20.69563628,0.00413052,21.75141944,0.005651264,20.54555055,0.004849843,21.49177277,0.007746382,20.32383882,0.006583427,21.09609015,0.014895973,19.86881855,0.012322268,1011432,1
303.1016265,-56.83029652,24207.09878,24060.01737,0.255287886,-0.345249802,0.665223122,0.011366213,9.093849182,1,0.862558456,0,0.118259512,-0.149856823,-0.017817604,0.028640812,0.118971169,-0.149357542,-0.017857581,0.028699018,0.009092441,0.045806339,22.80745679,0.035424486,22.35745279,0.038162998,22.81065481,0.011901197,21.46508653,0.010588827,22.36475971,0.00763207,20.9578795,0.006512953,22.22022592,0.00800995,20.68855915,0.00674209,21.96984073,0.011652761,20.51107048,0.009722938,21.70701368,0.025585297,20.19349438,0.020856425,1011437,1
303.068338,-56.79262907,24456.85942,24575.45558,0.25765565,-0.452463686,0.659826577,0.005106189,4.511283398,1,0.363558851,0,0.159288273,-0.276012081,-0.01841024,0.024747771,0.159513906,-0.276522994,-0.018452462,0.024797132,0.005949457,0.038637532,22.60532902,0.028288185,21.69160922,0.02492106,22.26024739,0.006261792,21.55926769,0.005412725,21.33079761,0.002780814,20.63231806,0.002473638,20.95964449,0.003079597,20.15968136,0.002821541,20.33677438,0.002874812,19.60641305,0.002518699,20.15054277,0.006176517,19.19009046,0.004924699,1011440,1
303.1183335,-56.81633133,24082.00888,24251.21139,-0.30099389,-0.815480173,0.829905152,0.007524605,9.542645454,1,0.735359974,0,-0.223683338,-0.592239272,-0.019912615,0.027575577,-0.224447668,-0.594242275,-0.019956568,0.027629243,0.00642631,0.039823706,21.99918913,0.016317709,20.59898303,0.013310601,22.26845525,0.006739627,20.76664894,0.005507669,22.20315485,0.006143946,20.60535401,0.004930508,22.06263623,0.006464097,20.38283352,0.005337472,21.97737616,0.010794497,20.37000336,0.008783614,21.58160413,0.022206223,19.91260888,0.017327791,1011443,1
